,english,spanish,en_pos,es_pos
457,What happened to you? - I had a mole removed from my face yesterday. ,¿Qué te sucedió? - Ayer me quité un lunar de la cara.,PRON VERB ADP PRON PUNCT PUNCT PRON VERB DET NOUN VERB ADP DET NOUN NOUN PUNCT ,PUNCT PRON PRON VERB PUNCT PUNCT ADV PRON VERB DET NOUN ADP DET NOUN PUNCT 
458,The drunk driver finally got a car accident.,El conductor borracho finalmente tuvo un accidente de coche.,DET ADJ NOUN ADV VERB DET NOUN NOUN PUNCT ,DET NOUN ADJ ADV VERB DET NOUN ADP NOUN PUNCT 
459,These apples are fresh. Try them.,Estas manzanas están frescas. Pruébalas.,DET NOUN VERB ADJ PUNCT VERB PRON PUNCT ,DET NOUN AUX ADJ PUNCT ADJ PUNCT 
460,What did you buy?,¿Qué compraste?,PRON VERB PRON VERB PUNCT ,PUNCT DET NOUN PUNCT 
461,The car disappeared into the dark.,El coche desapareció en la obscuridad.,DET NOUN VERB ADP DET NOUN PUNCT ,DET NOUN VERB ADP DET NOUN PUNCT 
462,I think he is a really nice person.,Pienso que él es una persona realmente agradable.,PRON VERB PRON VERB DET ADV ADJ NOUN PUNCT ,VERB SCONJ PRON AUX DET NOUN ADV ADJ PUNCT 
463,How much do you love me?,¿Cuánto me amas?,ADV ADJ VERB PRON VERB PRON PUNCT ,PUNCT VERB PRON NOUN PUNCT 
464,"Oops, I left my keys at the office!","¡Oops, dejé mis llaves en la oficina!",INTJ PUNCT PRON VERB DET NOUN ADP DET NOUN PUNCT ,PUNCT ADV PUNCT VERB DET NOUN ADP DET NOUN PUNCT 
465,Her remarks are completely different from the truth.,Las palabras de ella son totalmente diferentes a la realidad.,DET NOUN VERB ADV ADJ ADP DET NOUN PUNCT ,DET NOUN ADP PRON AUX ADV ADJ ADP DET NOUN PUNCT 
466,Can I use this credit card here?,¿Puedo utilizar esta tarjeta de crédito aquí?,VERB PRON VERB DET NOUN NOUN ADV PUNCT ,PUNCT AUX VERB DET NOUN ADP NOUN ADV PUNCT 
467,I have a good relationship with my parents.,Tengo una buena relación con mis padres.,PRON VERB DET ADJ NOUN ADP DET NOUN PUNCT ,VERB DET ADJ NOUN ADP DET NOUN PUNCT 
468,My dream is to be the CEO of this company.,Mi sueño es ser el CEO de esta compañía.,DET NOUN VERB PART VERB DET NOUN ADP DET NOUN PUNCT ,DET NOUN AUX AUX DET PROPN ADP DET NOUN PUNCT 
469,You can't check out the dictionary.,No puedes llevarte el diccionario hacia afuera.,PRON AUX ADV VERB PART DET NOUN PUNCT ,ADV AUX VERB DET NOUN ADP VERB PUNCT 
470,You are not allowed to take pictures here. ,Aquí no se permite tomar fotos.,PRON VERB ADV VERB PART VERB NOUN ADV PUNCT ,ADV ADV PRON VERB VERB NOUN PUNCT 
471,The child was sucking on a candy.,El niño chupaba el caramelo.,DET NOUN VERB VERB ADP DET NOUN PUNCT ,DET NOUN VERB DET NOUN PUNCT 
472,The documentary reflects the reality of society.,El documentario refleja la realidad de la sociedad.,DET NOUN VERB DET NOUN ADP NOUN PUNCT ,DET NOUN VERB DET NOUN ADP DET NOUN PUNCT 
473,I sprained my ankle coming down the mountain yesterday.,Ayer me torcí el tobillo bajando las montañas.,PRON VERB DET NOUN VERB ADP DET NOUN NOUN PUNCT ,ADV PRON VERB DET NOUN VERB DET NOUN PUNCT 
474,The weather is good for a walk. Let's go out.,El tiempo es bueno para una caminata. Salgamos.,DET NOUN VERB ADJ ADP DET NOUN PUNCT VERB PRON VERB PART PUNCT ,DET NOUN AUX ADJ ADP DET NOUN PUNCT VERB PUNCT 
475,How old are you? -Twenty three years old.,¿Cuánto años tienes? - Veinte tres años.,ADV ADJ VERB PRON PUNCT INTJ NUM NOUN ADJ PUNCT ,PUNCT NUM NOUN ADJ PUNCT PUNCT NUM NUM NOUN PUNCT 
476,I live alone in the city and my parents live in the country.,Vivo solamente en la ciudad y mis padres viven en el campo.,PRON VERB ADV ADP DET NOUN CCONJ DET NOUN VERB ADP DET NOUN PUNCT ,VERB ADV ADP DET NOUN CONJ DET NOUN VERB ADP DET NOUN PUNCT 
477,It's my job to plan new products.,Mi trabajo es planear productos nuevos.,PRON VERB DET NOUN PART VERB ADJ NOUN PUNCT ,DET NOUN AUX VERB NOUN ADJ PUNCT 
478,I love to hear birds sing.,Me gusta oír a los pájaros cantar.,PRON VERB PART VERB NOUN VERB PUNCT ,PRON VERB VERB ADP DET NOUN VERB PUNCT 
479,My computer is new.,Mi computadora es nueva.,DET NOUN VERB ADJ PUNCT ,DET NOUN AUX ADJ PUNCT 
480,I have to wake up at dawn.,Tengo que despertar en el amanecer.,PRON VERB PART VERB PART ADP NOUN PUNCT ,VERB SCONJ VERB ADP DET NOUN PUNCT 
481,The child painted the sky in a dark color.,El niño pintó el cielo en un color oscuro.,DET NOUN VERB DET NOUN ADP DET ADJ NOUN PUNCT ,DET NOUN VERB DET NOUN ADP DET NOUN ADJ PUNCT 
482,I'll bring some sandwiches.,Traeré algunos emparedados.,PRON AUX VERB DET NOUN PUNCT ,VERB DET NOUN PUNCT 
483,That's a good idea.,Eso es una buena idea.,DET VERB DET ADJ NOUN PUNCT ,PRON AUX DET ADJ NOUN PUNCT 
484,What does he look like?,¿Qué le parece?,PRON VERB PRON VERB ADP PUNCT ,PUNCT PRON PRON AUX PUNCT 
485,I eat only fish and vegetables.,Yo como solamente pescados y vegetales.,PRON VERB ADV NOUN CCONJ NOUN PUNCT ,PRON SCONJ ADV NOUN CONJ ADJ PUNCT 
486,He died the day before his birthday.,Él murió el día antes de su cumpleaños.,PRON VERB DET NOUN ADP DET NOUN PUNCT ,PRON VERB DET NOUN ADV ADP DET NOUN PUNCT 
487,"After a long vacation, I can't get used to school life.",Luego de unas largas vacaciones es difíl adaptarse nuevamente a la vida colegial.,ADP DET ADJ NOUN PUNCT PRON AUX ADV VERB VERB ADP NOUN NOUN PUNCT ,ADV ADP DET ADJ NOUN AUX ADJ VERB ADV ADP DET NOUN ADJ PUNCT 
488,Did you take a shower?,¿Tomaste una ducha?,VERB PRON VERB DET NOUN PUNCT ,PUNCT VERB DET NOUN PUNCT 
489,That's her standing over there by the stage.,La mujer que estaba parada cerca del escenario era ella.,DET VERB DET NOUN ADV ADV ADP DET NOUN PUNCT ,DET NOUN PRON AUX ADJ ADV ADP NOUN AUX PRON PUNCT 
490,My brother and I don't know each other well.,Mi hermano y yo no nos conocemos bien mutuamente.,DET NOUN CCONJ PRON VERB ADV VERB DET ADJ ADV PUNCT ,DET NOUN CONJ PRON ADV PRON VERB ADV ADV PUNCT 
491,The hotel is known for the best services.,El hotel es reconocido por los mejores servicios.,DET NOUN VERB VERB ADP DET ADJ NOUN PUNCT ,DET NOUN AUX VERB ADP DET ADJ NOUN PUNCT 
492,Can you tell me where the nearest bookstore is?,¿Puedes decirme donde está la librería más cercana?,VERB PRON VERB PRON ADV DET ADJ NOUN VERB PUNCT ,PUNCT PROPN ADJ PRON VERB DET NOUN ADV ADJ PUNCT 
493,The sun rises in the east and sets in the west.,El sol se levanta en el Este y se opone en el Oeste.,DET NOUN VERB ADP DET NOUN CCONJ NOUN ADP DET NOUN PUNCT ,DET NOUN PRON VERB ADP DET PROPN CONJ PRON VERB ADP DET PROPN PUNCT 
494,This is a farewell present.,Es un regalo de despedida,DET VERB DET ADJ NOUN PUNCT ,AUX DET NOUN ADP NOUN 
495,She quit the job to become a teacher.,Ella renunció el trabajo de profesor.,PRON VERB DET NOUN PART VERB DET NOUN PUNCT ,PRON VERB DET NOUN ADP NOUN PUNCT 
496,Can you explain what happened?,¿Puedes explicar qué sucedió?,VERB PRON VERB PRON VERB PUNCT ,PUNCT AUX VERB PRON VERB PUNCT 
497,Do you take sugar in your coffee?,¿Tomas el azúcar en tu café?,VERB PRON VERB NOUN ADP DET NOUN PUNCT ,PUNCT VERB DET NOUN ADP DET NOUN PUNCT 
498,Many couples get divorced because of their personality differences.,Muchas parejas consiguen divorciarse porque tienen diferentes personalidades.,ADJ NOUN VERB VERB ADP ADP DET NOUN NOUN PUNCT ,DET NOUN VERB VERB SCONJ VERB DET NOUN PUNCT 
499,"At the age of 15, he entered university.","En la edad de 15, él entró en la universidad.",ADP DET NOUN ADP NUM PUNCT PRON VERB NOUN PUNCT ,ADP DET NOUN ADP NUM PUNCT PRON VERB ADP DET NOUN PUNCT 
500,The First World War,La  primera Guerra Mundial.,DET PROPN PROPN PROPN ,DET SPACE ADJ PROPN PROPN PUNCT 
501,What a small world!,¡Qué mundo pequeño!,DET DET ADJ NOUN PUNCT ,PUNCT DET NOUN ADJ PUNCT 
502,You need to go wash your face.,Ve a lavarte la cara.,PRON VERB PART VERB VERB DET NOUN PUNCT ,VERB ADP NOUN DET NOUN PUNCT 
503,Make the students stand in a row.,Para a los estudiantes en una fila. ,VERB DET NOUN VERB ADP DET NOUN PUNCT ,ADP ADP DET NOUN ADP DET NOUN PUNCT 
504,This washing machine doesn't work. Did you turn it on?,Esta lavadora no funciona. ¿La prendiste?,DET NOUN NOUN VERB ADV VERB PUNCT VERB PRON VERB PRON PART PUNCT ,DET NOUN ADV VERB PUNCT PUNCT DET NOUN PUNCT 
505,"Those shoes make you look 5 centimeters taller, sir.",Estos zapatos hacen verte unos cinco centímetros más alta.,DET NOUN VERB PRON VERB NUM NOUN ADJ PUNCT NOUN PUNCT ,DET NOUN VERB NOUN DET NUM NOUN ADV ADJ PUNCT 
506,Let me introduce myself.,Déjenme introducirme.,VERB PRON VERB PRON PUNCT ,VERB VERB PUNCT 
507,"If it's too bland, add some salt.","Está demasiado aguado, agrégale un poco mas de sal. ",ADP PRON VERB ADV ADJ PUNCT VERB DET NOUN PUNCT ,AUX ADV ADJ PUNCT VERB DET ADV NOUN ADP NOUN PUNCT 
508,"When the concert starts, please don't make any sounds.","Cuando comienze el concierto, haga el favor de no hacer ruido.",ADV DET NOUN VERB PUNCT INTJ VERB ADV VERB DET NOUN PUNCT ,SCONJ VERB DET NOUN PUNCT VERB DET NOUN ADP ADV VERB NOUN PUNCT 
509,I usually read novels in my free time.,"Generalmente, en mi tiempo libre suelo leer novelas.",PRON ADV VERB NOUN ADP DET ADJ NOUN PUNCT ,ADV PUNCT ADP DET NOUN ADJ AUX VERB NOUN PUNCT 
510,I have some good news for you.,Tengo algunas buenas noticias para ti.,PRON VERB DET ADJ NOUN ADP PRON PUNCT ,VERB DET ADJ NOUN ADP PRON PUNCT 
511,"When I returned home, my husband was cleaning the sofa.","Cuando volví a casa, mi marido limpiaba el sofá.",ADV PRON VERB ADV PUNCT DET NOUN VERB VERB DET NOUN PUNCT ,SCONJ VERB ADP NOUN PUNCT DET NOUN VERB DET NOUN PUNCT 
512,Where would you like to go for a picnic?,¿Dónde quieres ir de picnic?,ADV VERB PRON VERB PART VERB ADP DET NOUN PUNCT ,PUNCT PRON NOUN VERB ADP NOUN PUNCT 
513,The author signed the inside cover of the book.,El autor firmó la cubierta interior del libro.,DET NOUN VERB DET ADJ NOUN ADP DET NOUN PUNCT ,DET NOUN VERB DET NOUN ADJ ADP NOUN PUNCT 
514,They are walking hand in hand. I'm sure they are dating.,Están caminando de la mano. Es obvio que los dos están saliendo. ,PRON VERB VERB NOUN ADP NOUN PUNCT PRON VERB ADJ PRON VERB VERB PUNCT ,AUX VERB ADP DET NOUN PUNCT AUX ADJ SCONJ DET NUM AUX VERB PUNCT 
515,My mother pointed out the mountain with her finger.,Mi madre precisó la montaña con su dedo.,DET NOUN VERB PART DET NOUN ADP DET NOUN PUNCT ,DET NOUN VERB DET NOUN ADP DET NOUN PUNCT 
516,The customer is always right.,El cliente siempre tiene la razón.,DET NOUN VERB ADV ADJ PUNCT ,DET NOUN ADV VERB DET NOUN PUNCT 
517,"Which is cheaper, beef or pork?","¿Cuál es más barato, la carne de vaca o la de cerdo?",DET VERB ADJ PUNCT NOUN CCONJ NOUN PUNCT ,PUNCT PRON AUX ADV ADJ PUNCT DET NOUN ADP NOUN CONJ DET ADP NOUN PUNCT 
518,It's hard for me to go shopping with my girlfriend.,Es duro que vaya a hacer compras con mi novia.,PRON VERB ADJ ADP PRON PART VERB VERB ADP DET NOUN PUNCT ,AUX ADJ PRON AUX ADP VERB NOUN ADP DET NOUN PUNCT 
519,There's no other way but to just wait.,No hay otra posibilidad que esperar.,ADV VERB DET ADJ NOUN CCONJ PART ADV VERB PUNCT ,ADV AUX DET NOUN SCONJ VERB PUNCT 
520,Do you have a towel to dry your hair with?,¿Tienes una toalla para secarme el pelo?,VERB PRON VERB DET NOUN PART VERB DET NOUN ADP PUNCT ,PUNCT VERB DET NOUN ADP NOUN DET NOUN PUNCT 
521,"In the summer, eating watermelon is very refreshing.",Es bueno comer una fría sandía en verano.,ADP DET NOUN PUNCT VERB NOUN VERB ADV ADJ PUNCT ,AUX ADJ VERB DET ADJ VERB ADP NOUN PUNCT 
522,I have class in an hour.,Tengo clase en una hora.,PRON VERB NOUN ADP DET NOUN PUNCT ,VERB NOUN ADP DET NOUN PUNCT 
523,Let's go swimming somewhere else. ,Vayamos a nadar a otro lugar.,VERB PRON VERB VERB ADV ADV PUNCT ,AUX ADP VERB ADP DET NOUN PUNCT 
524,Wow! I heard you have a swimming pool at your house.,¡Wow! Te oí tener una piscina en tu casa.,INTJ PUNCT PRON VERB PRON VERB DET NOUN NOUN ADP DET NOUN PUNCT ,PUNCT INTJ PUNCT PRON VERB VERB DET NOUN ADP DET NOUN PUNCT 
525,Did you do your homework?,¿Hiciste tu preparación?,VERB PRON VERB DET NOUN PUNCT ,PUNCT VERB DET NOUN PUNCT 
526,Are you sure? Don't change your mind at the last moment.,¿Estás seguro? No cambies tu parecer a último momento.,VERB PRON ADJ PUNCT VERB ADV VERB DET NOUN ADP DET ADJ NOUN PUNCT ,PUNCT VERB ADJ PUNCT ADV VERB DET NOUN ADP ADJ NOUN PUNCT 
527,Usually Koreans use spoons for rice and chopsticks for side dishes.,Los coreanos utilizan generalmente las cucharas para el arroz y los palillos para los platos laterales.,ADV PROPN VERB NOUN ADP NOUN CCONJ NOUN ADP NOUN NOUN PUNCT ,DET NOUN VERB ADV DET NOUN ADP DET NOUN CONJ DET NOUN ADP DET NOUN ADJ PUNCT 
528,I think you have had enough alcohol.,Pienso que has tenido bastante alcohol.,PRON VERB PRON VERB VERB ADJ NOUN PUNCT ,VERB SCONJ AUX VERB ADV NOUN PUNCT 
529,I got lost in the forest.,Me perdí en el bosque.,PRON VERB VERB ADP DET NOUN PUNCT ,PRON VERB ADP DET NOUN PUNCT 
530,You look tired. Why don't you rest for a while?,Pareces cansado. ¿Por qué no descansas por algún tiempo?,PRON VERB ADJ PUNCT ADV VERB ADV PRON VERB ADP DET NOUN PUNCT ,NOUN ADJ PUNCT PUNCT ADP PRON ADV ADJ ADP DET NOUN PUNCT 
531,It's easy for you to say. Do it yourself.,"Es fácil decirlo, por qué no lo haces tú mismo.",PRON VERB ADJ ADP PRON PART VERB PUNCT VERB PRON PRON PUNCT ,AUX ADJ NOUN PUNCT ADP PRON ADV PRON VERB PRON PRON PUNCT 
532,I'm going to the supermarket. Do you want anything?,Voy al supermercado. ¿Deseas algo?,PRON VERB VERB ADP DET NOUN PUNCT VERB PRON VERB NOUN PUNCT ,VERB ADP NOUN PUNCT PUNCT NOUN PRON PUNCT 
533,Figure out the solution by yourself.,Busca tú mismo la solución.,VERB PART DET NOUN ADP PRON PUNCT ,PROPN PRON DET DET NOUN PUNCT 
534,Our ski trip has been canceled because of the snow.,El viaje de esquí ha sido cancelado debido a la nieve.,DET NOUN NOUN VERB VERB VERB ADP ADP DET NOUN PUNCT ,DET NOUN ADP NOUN AUX AUX VERB ADJ ADP DET NOUN PUNCT 
535,Get a massage to reduce your stress.,Toma cursos de masajes para reducir el estres.,VERB DET NOUN PART VERB DET NOUN PUNCT ,VERB NOUN ADP NOUN ADP VERB DET NOUN PUNCT 
536,I only read the sports section in the newspaper.,Leí solamente la sección de los deportes en el periódico.,PRON ADV VERB DET NOUN NOUN ADP DET NOUN PUNCT ,NOUN ADV DET NOUN ADP DET NOUN ADP DET NOUN PUNCT 
537,"I am crying not because I'm sad, but because I'm happy. ","Estoy llorando no de tristeza, sino de alegría.",PRON VERB VERB ADV ADP PRON VERB ADJ PUNCT CCONJ ADP PRON VERB ADJ PUNCT ,AUX VERB ADV ADP NOUN PUNCT CONJ ADP NOUN PUNCT 
538,The Han River flows through the city of Seoul.,El río de Han atraviesa la ciudad de Seul.,DET PROPN PROPN VERB ADP DET NOUN ADP PROPN PUNCT ,DET NOUN ADP PROPN VERB DET NOUN ADP PROPN PUNCT 
539,What time is it now? - Half past three.,¿Qué hora es?- Son las tres y media.,DET NOUN VERB PRON ADV PUNCT PUNCT NOUN NOUN NUM PUNCT ,PUNCT DET NOUN NOUN AUX DET NUM CONJ NUM PUNCT 
540,I work twelve hours a day and do not have time to rest.,Trabajo doce horas por día y no tengo tiempo para descansar.,PRON VERB NUM NOUN DET NOUN CCONJ VERB ADV VERB NOUN PART VERB PUNCT ,VERB NUM NOUN ADP NOUN CONJ ADV VERB NOUN ADP VERB PUNCT 
541,My watch is 5 minutes behind.,Mi reloj está 5 minutos atrazado.,DET NOUN VERB NUM NOUN ADV PUNCT ,DET NOUN AUX NUM NOUN ADJ PUNCT 
542,"With the air conditioner on, it is going to be cool.","Con el acondicionador de aire encendido, va a estar fresco.",ADP DET NOUN NOUN ADV PUNCT PRON VERB VERB PART VERB ADJ PUNCT ,ADP DET NOUN ADP NOUN ADJ PUNCT AUX ADP VERB ADJ PUNCT 
543,The class begins at 8 a.m.,La clase comienza a las ocho horas de la mañana.,DET NOUN VERB ADP NUM NOUN ,DET NOUN VERB ADP DET NUM NOUN ADP DET NOUN PUNCT 
544,The concert started and the musician began to play.,El concierto comenzó y el músico empezor a tocar. ,DET NOUN VERB CCONJ DET NOUN VERB PART VERB PUNCT ,DET NOUN VERB CONJ DET NOUN AUX ADP VERB PUNCT 
545,I want to go to Dongdaemun Market.,Deseo ir al mercado de Dongdaemun.,PRON VERB PART VERB ADP PROPN PROPN PUNCT ,VERB VERB ADP NOUN ADP PROPN PUNCT 
546,The CEO makes me work on holidays.,El CEO me hace el trabajo el días de fiesta.,DET NOUN VERB PRON VERB ADP NOUN PUNCT ,DET PROPN PRON VERB DET NOUN DET NOUN ADP NOUN PUNCT 
547,I took a vocabulary test yesterday. It was easier than I thought it would be.,Ayer tuve la prueba de vocabularios. Fue más fácil de lo que me imaginé,PRON VERB DET ADJ NOUN NOUN PUNCT PRON VERB ADJ ADP PRON VERB PRON VERB VERB PUNCT ,ADV VERB DET NOUN ADP NOUN PUNCT AUX ADV ADJ ADP DET PRON PRON VERB 
548,They serve really nice food in that restaurant.,En este restaurante sirven buena comida.,PRON VERB ADV ADJ NOUN ADP DET NOUN PUNCT ,ADP DET NOUN VERB ADJ NOUN PUNCT 
549,Take this pill 30 minutes after meals.,Tomar a esta píldora 30 minutos después de las comidas.,VERB DET NOUN NUM NOUN ADP NOUN PUNCT ,VERB ADP DET NOUN NUM NOUN ADV ADP DET NOUN PUNCT 
550,"After meals, please clear the dining table.","Luego de las comidas, limpie la mesa.",ADP NOUN PUNCT INTJ VERB DET NOUN NOUN PUNCT ,ADV ADP DET NOUN PUNCT VERB DET NOUN PUNCT 
551,Put on slippers when you come into this room.,"Cuando entre a esta habitación, póngase las apargatas.",VERB PART NOUN ADV PRON VERB ADP DET NOUN PUNCT ,SCONJ VERB ADP DET NOUN PUNCT VERB DET NOUN PUNCT 
552,Which newspaper do you read?,¿Qué periódico lees?,DET NOUN VERB PRON VERB PUNCT ,PUNCT DET NOUN ADJ PUNCT 
553,"Your shoes are wet, put on my shoes.","Tus zapatos están mojados, pónte los mios.",DET NOUN VERB ADJ PUNCT VERB ADP DET NOUN PUNCT ,AUX NOUN AUX ADJ PUNCT ADV DET NOUN PUNCT 
554,"Excuse me, but do you have the time?","¿Perdóneme, sabe qué hora es?",VERB PRON PUNCT CCONJ VERB PRON VERB DET NOUN PUNCT ,PUNCT PROPN PUNCT VERB DET NOUN AUX PUNCT 
555,I really hate getting up early in the morning.,Realmente odio levantarme temprano por la mañana.,PRON ADV VERB VERB PART ADV ADP DET NOUN PUNCT ,ADV NOUN ADJ ADV ADP DET NOUN PUNCT 
556,Why do you hate jazz?,¿Por qué odias el jazz?,ADV VERB PRON VERB NOUN PUNCT ,PUNCT ADP PRON NOUN DET NOUN PUNCT 
557,"When the car hit me, I went into severe shock.","Cuando el coche me golpeó, tuve una herida severa.",ADV DET NOUN VERB PRON PUNCT PRON VERB ADP ADJ NOUN PUNCT ,SCONJ DET NOUN PRON VERB PUNCT VERB DET NOUN ADJ PUNCT 
558,Buying online is cheaper than buying from shops.,Comprar via Internet es mas barato que comprarlo en las tiendas.,VERB ADV VERB ADJ ADP VERB ADP NOUN PUNCT ,VERB ADJ PROPN AUX ADV ADJ PRON VERB ADP DET NOUN PUNCT 
559,Why are you quarreling?,¿Por qué estás peleando?,ADV VERB PRON VERB PUNCT ,PUNCT ADP PRON AUX VERB PUNCT 
560,He can't tell rice from barley.,Él no puede distinguir entre el arroz de la cebada.,PRON AUX ADV VERB NOUN ADP NOUN PUNCT ,PRON ADV AUX VERB ADP DET NOUN ADP DET ADJ PUNCT 
561,"Although he can't read or write, he is the president of a big company.","Aunque no pueda leer o escribir, él es el presidente de una compañía grande.",ADP PRON AUX ADV VERB CCONJ VERB PUNCT PRON VERB DET NOUN ADP DET ADJ NOUN PUNCT ,SCONJ ADV AUX VERB CONJ VERB PUNCT PRON AUX DET NOUN ADP DET NOUN ADJ PUNCT 
562,Isn't it funny that the dog is wearing a hat?,¿No es divertido que el perro esté usando un sombrero?,VERB ADV PRON ADJ ADP DET NOUN VERB VERB DET NOUN PUNCT ,PUNCT ADV AUX VERB SCONJ DET NOUN AUX VERB DET NOUN PUNCT 
563,What brand of shampoo do you use?,¿Qué marca de champú utilizas?,DET NOUN ADP NOUN VERB PRON VERB PUNCT ,PUNCT DET NOUN ADP NOUN NOUN PUNCT 
564,Could you throw out the garbage?,¿Podrías sacar la basura?,VERB PRON VERB PART DET NOUN PUNCT ,PUNCT VERB VERB DET NOUN PUNCT 
565,Can I speak to Ms. Hyean?,¿Puedo hablar con el señor Hyean?,VERB PRON VERB ADP PROPN PROPN PUNCT ,PUNCT AUX VERB ADP DET NOUN PROPN PUNCT 
566,"As soon as I came home, I washed my hands.","Tan pronto como viniera a casa, me lavé las manos.",ADV ADV ADP PRON VERB ADV PUNCT PRON VERB DET NOUN PUNCT ,NOUN NOUN SCONJ VERB ADP NOUN PUNCT PRON VERB DET NOUN PUNCT 
567,"Ah, no!","¡Ah, no!",INTJ PUNCT INTJ PUNCT ,PUNCT INTJ PUNCT ADV PUNCT 
568,I'm expecting a baby this month.,Estoy contando con un bebé para este mes.,PRON VERB VERB DET NOUN DET NOUN PUNCT ,AUX VERB ADP DET NOUN ADP DET NOUN PUNCT 
569,My wife is the one I've dreamed of all my life.,Mi esposa es la que he soñado toda mi vida.,DET NOUN VERB DET NOUN PRON VERB VERB ADP DET DET NOUN PUNCT ,DET NOUN AUX DET PRON AUX VERB DET DET NOUN PUNCT 
570,"Do you want some more? - No, I'm full.","¿Deseas más? - No, gracias. Estoy lleno.",VERB PRON VERB DET ADJ PUNCT PUNCT INTJ PUNCT PRON VERB ADJ PUNCT ,PUNCT NOUN ADV PUNCT PUNCT ADV PUNCT NOUN PUNCT AUX ADJ PUNCT 
571,Billie Jean is not my lover.,Billie Jean no es mi amante.,PROPN PROPN VERB ADV DET NOUN PUNCT ,PROPN PROPN ADV AUX DET NOUN PUNCT 
572,"No, the kid is not my son.","No, el niño no es mi hijo.",INTJ PUNCT DET NOUN VERB ADV DET NOUN PUNCT ,ADV PUNCT DET NOUN ADV AUX DET NOUN PUNCT 
573,I have to go now. My son is home alone.,Me tengo que ir ahora. Mi hijo está en casa solo.,PRON VERB PART VERB ADV PUNCT DET NOUN VERB ADV ADV PUNCT ,PRON VERB SCONJ VERB ADV PUNCT DET NOUN VERB ADP NOUN ADJ PUNCT 
574,Please sign your name below.,"Por favor, firme abajo.",INTJ VERB DET NOUN ADV PUNCT ,ADP NOUN PUNCT ADJ ADV PUNCT 
575,You are so beautiful. ,Eres tan hermoso.,PRON VERB ADV ADJ PUNCT ,PROPN ADV ADJ PUNCT 
576,He is probably late. He was up until 4 a.m.,"Probablemente llegará tarde, estuvo madrugando hasta las cuatro.",PRON VERB ADV ADJ PUNCT PRON VERB ADP ADP NUM NOUN ,ADV VERB ADV PUNCT AUX VERB ADP DET NUM PUNCT 
577,The president didn’t say anything about the issue.,El presidente no mencionó nada sobre ese tema. ,DET NOUN VERB ADV VERB NOUN ADP DET NOUN PUNCT ,DET NOUN ADV VERB PRON ADP DET NOUN PUNCT 
578,"No matter how much you eat, you never gain a pound.","Por más que tú comas, no engordas.",ADV ADV ADV ADV PRON VERB PUNCT PRON ADV VERB DET NOUN PUNCT ,ADP ADV SCONJ PRON NOUN PUNCT ADV ADJ PUNCT 
579,What does your father do for a living?,¿Qué profesión tiene tu padre?,PRON VERB DET NOUN VERB ADP DET NOUN PUNCT ,PUNCT DET NOUN VERB DET NOUN PUNCT 
580,"Dad, please buy me this camera.","Papá, por favor, cómprame  esta cámara fotográfica.",PROPN PUNCT INTJ VERB PRON DET NOUN PUNCT ,PROPN PUNCT ADP NOUN PUNCT VERB SPACE DET NOUN ADJ PUNCT 
581,We only have one child.,Tenemos solamente un hijo.,PRON ADV VERB NUM NOUN PUNCT ,VERB ADV DET NOUN PUNCT 
582,Vanilla is my favorite ice cream flavor.,Mi sabor preferido de helado es el vainilla.,PROPN VERB DET ADJ NOUN NOUN NOUN PUNCT ,DET NOUN ADJ ADP NOUN AUX DET NOUN PUNCT 
583,"Even though he is seventeen, he looks like a middle-aged man. ",Tiene sólo diecisiete pero parece un caballero.,ADV ADP PRON VERB NUM PUNCT PRON VERB ADP DET ADJ PUNCT ADJ NOUN PUNCT ,VERB ADV NOUN CONJ AUX DET NOUN PUNCT 
584,It's very easy.,Es muy fácil.,PRON VERB ADV ADJ PUNCT ,AUX ADV ADJ PUNCT 
585,"Madam, where am I?","Señora, ¿En dónde estoy yo?",PROPN PUNCT ADV VERB PRON PUNCT ,NOUN PUNCT PUNCT ADP PRON AUX PRON PUNCT 
586,These still seem to be okay.,Éstos todavía parecen ser aceptables.,DET ADV VERB PART VERB ADJ PUNCT ,PRON ADV AUX AUX NOUN PUNCT 
587,I usually sleep in without having breakfast on Sunday mornings.,Generalmente los domingos no desayuno.,PRON ADV VERB PART ADP VERB NOUN ADP PROPN NOUN PUNCT ,ADV DET NOUN ADV VERB PUNCT 
588,What apartment are you looking for?,¿Qué apartamento estás buscando?,DET NOUN VERB PRON VERB ADP PUNCT ,PUNCT PRON NOUN AUX VERB PUNCT 
589,My knees are so painful that I can't walk.,Me duelen tanto las rodillas que no puedo caminar.,DET NOUN VERB ADV ADJ ADP PRON AUX ADV VERB PUNCT ,PRON VERB ADV DET NOUN PRON ADV AUX VERB PUNCT 
590,I will be there within 15 minutes.,Estaré allí en menos de 15 minutos.,PRON VERB VERB ADV ADP NUM NOUN PUNCT ,VERB ADV ADP ADV ADP NUM NOUN PUNCT 
591,Why didn't you go?,¿Por qué no fuiste?,ADV VERB ADV PRON VERB PUNCT ,PUNCT ADP PRON ADV VERB PUNCT 
592,You mean the girl who wears glasses?,¿Sabes quién es esa muchacha con cristales?,PRON VERB DET NOUN PRON VERB NOUN PUNCT ,PUNCT VERB PRON AUX DET NOUN ADP NOUN PUNCT 
593,Hello? ,¿Hola?,INTJ PUNCT ,PUNCT NOUN PUNCT 
594,Take care.,Adiós.,VERB NOUN PUNCT ,INTJ PUNCT 
