,Unnamed: 0,error_type,Negative transfer?,Likely reason for mistake,correct_sentence,correct_trigram_ud,incorrect_sentence,incorrect_trigram_ud,type_and_trigram_ud,nlt,result
1860,172,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"First of all, the efficiency of society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a flight, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on | the Internet or on the local network. It's very often heard , that someone , who has a rare illness , has had an operation at a foreign institute , which he found via | the Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ",DET NOUN CCONJ,"First of all, the efficiency of society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a flight, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on | Internet or on the local network. It's very often heard , that someone , who has a rare illness , has had an operation at a foreign institute , which he found via | Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ",NOUN CCONJ ADP,MD NOUN CCONJ ADP,True,True
1861,173,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"First of all, the efficiency of society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a flight, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's very often heard , that someone , who has a rare illness , has had an operation at a foreign institute , which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of traditional telecommunications, we can talk by, e-mail or even see each other with the help of | a computer network. ",DET NOUN NOUN,"First of all, the efficiency of society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a flight, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's very often heard , that someone , who has a rare illness , has had an operation at a foreign institute , which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of traditional telecommunications, we can talk by, e-mail or even see each other with the help of | computer network. ",NOUN NOUN PUNCT,MD NOUN NOUN PUNCT,True,True
1862,174,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"The party will be in | the Palace Hotel. The Hotel is very close to the Town Hall. From Park Square, just go straight. You can see the sign for | the hotel. ",DET PROPN PROPN,"The party will be in | Palace Hotel. The Hotel is very close to the Town Hall. From Park Square, just go straight. You can see the sign for | hotel. ",PROPN PROPN PUNCT,MD PROPN PROPN PUNCT,False,False
1863,175,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"The party will be in | the Palace Hotel. The Hotel is very close to the Town Hall. From Park Square, just go straight. You can see the sign for | the hotel. ",DET PROPN PROPN,"The party will be in | Palace Hotel. The Hotel is very close to the Town Hall. From Park Square, just go straight. You can see the sign for | hotel. ",PROPN PROPN PUNCT,MD PROPN PROPN PUNCT,False,False
1864,176,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"You can inform all the students that they can take some traditional food to the party. After | the meal, you can play some games and prepare a prize for the winner. At the end of | the conference you can dance and sing together. ",DET NOUN PUNCT,"You can inform all the students that they can take some traditional food to the party. After | meal, you can play some games and prepare a prize for the winner. At the end of | conference you can dance and sing together. ",NOUN PUNCT PRON,MD NOUN PUNCT PRON,True,True
1865,177,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"You can inform all the students that they can take some traditional food to the party. After | the meal, you can play some games and prepare a prize for the winner. At the end of | the conference you can dance and sing together. ",DET NOUN PUNCT,"You can inform all the students that they can take some traditional food to the party. After | meal, you can play some games and prepare a prize for the winner. At the end of | conference you can dance and sing together. ",NOUN PUNCT PRON,MD NOUN PUNCT PRON,True,True
1866,178,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"It is | the main building of LUTON University in Park Square. It is an academic building. It includes a library . , II suit , academic rooms, a GYM Club and a restaurant. ",DET ADJ NOUN,"It is | main building of LUTON University in Park Square. It is an academic building. It includes a library . , II suit , academic rooms, a GYM Club and a restaurant. ",ADJ NOUN ADP,MD ADJ NOUN ADP,True,True
1867,179,MD,True,Chinese uses classifiers instead of articles in this case,"It is the main building of LUTON University in Park Square. It is an academic building. It includes | a library . , II suit , academic rooms, a GYM Club and a restaurant. ",DET NOUN PUNCT,"It is the main building of LUTON University in Park Square. It is an academic building. It includes | library . , II suit , academic rooms, a GYM Club and a restaurant. ",NOUN PUNCT PUNCT,MD NOUN PUNCT PUNCT,True,True
1868,180,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"There is a very big library. You can find any information from it that you want. For the rest of | the time, you can go to | the IT suite to use | the Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find a restaurant. ",DET NOUN PUNCT,"There is a very big library. You can find any information from it that you want. For the rest of | time, you can go to | IT suite to use | Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find a restaurant. ",NOUN PUNCT PRON,MD NOUN PUNCT PRON,True,True
1869,181,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"There is a very big library. You can find any information from it that you want. For the rest of | the time, you can go to | the IT suite to use | the Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find a restaurant. ",DET NOUN PUNCT,"There is a very big library. You can find any information from it that you want. For the rest of | time, you can go to | IT suite to use | Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find a restaurant. ",NOUN PUNCT PRON,MD NOUN PUNCT PRON,True,True
1870,182,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"There is a very big library. You can find any information from it that you want. For the rest of | the time, you can go to | the IT suite to use | the Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find a restaurant. ",DET NOUN PUNCT,"There is a very big library. You can find any information from it that you want. For the rest of | time, you can go to | IT suite to use | Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find a restaurant. ",NOUN PUNCT PRON,MD NOUN PUNCT PRON,True,True
1871,183,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"There is a very big library. You can find any information from it that you want. For the rest of the time, you can go to the IT suite to use the Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find | a restaurant. ",DET NOUN PUNCT,"There is a very big library. You can find any information from it that you want. For the rest of the time, you can go to the IT suite to use the Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find | restaurant. ",NOUN PUNCT _,MD NOUN PUNCT _,True,True
1872,184,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"We have already booked a 4-star hotel - | the Palace Hotel, which is near the River Thames, in Walton-on-Thames. It is not far away from the station so we will go there by train. The end-of-conference party will be held in an Indian restaurant, which is next to the hotel. It is supposed to be from 7 pm to 11 pm. Also there are some competitions and exciting games after dinner and a disco is also provided. You can wear anything you like , we . We would like you just to be yourself and have fun. ",DET PROPN PROPN,"We have already booked a 4-star hotel - | Palace Hotel, which is near the River Thames, in Walton-on-Thames. It is not far away from the station so we will go there by train. The end-of-conference party will be held in an Indian restaurant, which is next to the hotel. It is supposed to be from 7 pm to 11 pm. Also there are some competitions and exciting games after dinner and a disco is also provided. You can wear anything you like , we . We would like you just to be yourself and have fun. ",PROPN PROPN PUNCT,MD PROPN PROPN PUNCT,False,False
1873,185,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"We have already booked a 4-star hotel - the Palace Hotel, which is near the River Thames, in Walton-on-Thames. It is not far away from the station so we will go there by train. The end-of-conference party will be held in an Indian restaurant, which is next to the hotel. It is supposed to be from 7 pm to 11 pm. Also there are some competitions and exciting games after dinner and | a disco is also provided. You can wear anything you like , we . We would like you just to be yourself and have fun. ",DET NOUN VERB,"We have already booked a 4-star hotel - the Palace Hotel, which is near the River Thames, in Walton-on-Thames. It is not far away from the station so we will go there by train. The end-of-conference party will be held in an Indian restaurant, which is next to the hotel. It is supposed to be from 7 pm to 11 pm. Also there are some competitions and exciting games after dinner and | disco is also provided. You can wear anything you like , we . We would like you just to be yourself and have fun. ",NOUN VERB ADV,MD NOUN VERB ADV,True,True
1874,186,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"First of all, we have already booked the Five-Stars Five-Star Hotel for your group. It is a modern hotel, near our college, and it is also very convenient for the airport. You can take either bus or taxies. The number 101 bus leaves from the airport, then you can get off at | the ""city college"" stop. It would be a great chance attend the party for everyone for everyone to attend the party . This is just a relaxing party, just so the members have a chance to relax and make friends. So I think you'd better wear a dress. ",DET PUNCT NOUN,"First of all, we have already booked the Five-Stars Five-Star Hotel for your group. It is a modern hotel, near our college, and it is also very convenient for the airport. You can take either bus or taxies. The number 101 bus leaves from the airport, then you can get off at | ""city college"" stop. It would be a great chance attend the party for everyone for everyone to attend the party . This is just a relaxing party, just so the members have a chance to relax and make friends. So I think you'd better wear a dress. ",PUNCT NOUN NOUN,MD PUNCT NOUN NOUN,True,True
1875,187,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"First of all, in my opinion, TV has a great educational function, and it also makes the world smaller. You can just sit at home and you can know what is happening all over the world at that moment. I would rather watch the news on TV instead of reading a newspaper or listening to | the radio because the news on TV is vivid . ",DET NOUN ADP,"First of all, in my opinion, TV has a great educational function, and it also makes the world smaller. You can just sit at home and you can know what is happening all over the world at that moment. I would rather watch the news on TV instead of reading a newspaper or listening to | radio because the news on TV is vivid . ",NOUN ADP DET,MD NOUN ADP DET,True,True
1876,188,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Moreover, the TV is great company for people who live alone or feel alone. I like to turn on | the TV when I stay at home. Someone is talking, laughing, crying on there, so join them , you . You will feel much better than you would just by yourself. Some TV programmes are enjoyable! ",DET NOUN ADV,"Moreover, the TV is great company for people who live alone or feel alone. I like to turn on | TV when I stay at home. Someone is talking, laughing, crying on there, so join them , you . You will feel much better than you would just by yourself. Some TV programmes are enjoyable! ",NOUN ADV PRON,MD NOUN ADV PRON,True,True
1877,189,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"However, TV also has some disadvantages. You might just sit in front of | the TV for hours learning nothing, or no longer talk with your family. I think this is the worst influence in society. ",DET NOUN ADP,"However, TV also has some disadvantages. You might just sit in front of | TV for hours learning nothing, or no longer talk with your family. I think this is the worst influence in society. ",NOUN ADP NOUN,MD NOUN ADP NOUN,True,True
1878,190,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"In conclusion, TV has both advantages and disadvantages, but on the whole | the advantages are greater than | the disadvantages. So , but on the whole, TV still is a wonderful and important invention on the world . ",DET NOUN VERB,"In conclusion, TV has both advantages and disadvantages, but on the whole | advantages are greater than | disadvantages. So , but on the whole, TV still is a wonderful and important invention on the world . ",NOUN VERB ADJ,MD NOUN VERB ADJ,True,True
1879,191,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"In conclusion, TV has both advantages and disadvantages, but on the whole | the advantages are greater than | the disadvantages. So , but on the whole, TV still is a wonderful and important invention on the world . ",DET NOUN VERB,"In conclusion, TV has both advantages and disadvantages, but on the whole | advantages are greater than | disadvantages. So , but on the whole, TV still is a wonderful and important invention on the world . ",NOUN VERB ADJ,MD NOUN VERB ADJ,True,True
1880,192,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Secondly, the end-of-conference party will be held at | the college's main hall, from 8:00 pm to 11:30 pm on 20th June. There will be various kinds of food and drinks provided. Moreover, students can dance and enjoy different sorts of music, for instance, rock, jazz, pop, garage and so on. Furthermore, I suggest you and the students wear pub-wears to it, as they are suitable for dancing. ",DET NOUN PART,"Secondly, the end-of-conference party will be held at | college's main hall, from 8:00 pm to 11:30 pm on 20th June. There will be various kinds of food and drinks provided. Moreover, students can dance and enjoy different sorts of music, for instance, rock, jazz, pop, garage and so on. Furthermore, I suggest you and the students wear pub-wears to it, as they are suitable for dancing. ",NOUN PART ADJ,MD NOUN PART ADJ,True,True
1881,193,MD,True,Chinese has no articles and doesn't use classifiers in this situation,To: | The group leader of the American students,DET NOUN NOUN,To: | Group leader of the American students,PROPN NOUN ADP,MD PROPN NOUN ADP,True,True
1882,194,MD,True,Chinese has no articles and doesn't use classifiers in this situation,To: The group leader of | the American students,DET ADJ NOUN,To: The group leader of | American students,ADJ NOUN _,MD ADJ NOUN _,True,True
1883,195,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Po Lin Temple is open to | the public from 8:00 am to 6:00 pm on Monday to Friday, and 9:00 am to 5:30 pm on Saturday and Sunday. ",DET NOUN ADP,"Po Lin Temple is open to | public from 8:00 am to 6:00 pm on Monday to Friday, and 9:00 am to 5:30 pm on Saturday and Sunday. ",NOUN ADP NUM,MD NOUN ADP NUM,True,True
1884,196,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"You could take the MTR (HK underground) straight to Lotus Island or take the ferry to get there. Then you need to take the bus, an A110, A111 or A112, to Po Lin Temple. It is quite convenient. All the buses and | the MTR have air-condition air-conditioning . ",DET PROPN VERB,"You could take the MTR (HK underground) straight to Lotus Island or take the ferry to get there. Then you need to take the bus, an A110, A111 or A112, to Po Lin Temple. It is quite convenient. All the buses and | MTR have air-condition air-conditioning . ",PROPN VERB NOUN,MD PROPN VERB NOUN,True,True
1885,197,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"I received your letter this morning. I am sorry to hear that Richard is ill and is unable to attend the conference; I am glad that you are able to be the leader of the group. I hope that the information below is very useful to you, during your attendance at | the conference. ",DET NOUN PUNCT,"I received your letter this morning. I am sorry to hear that Richard is ill and is unable to attend the conference; I am glad that you are able to be the leader of the group. I hope that the information below is very useful to you, during your attendance at | conference. ",NOUN PUNCT _,MD NOUN PUNCT _,True,True
1886,198,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"I have booked a hotel not far from our school. The hotel is called | the Epsom Down Hotel. Your plane will arrive in England by 9:00. There will be a coach waiting for you, and the driver will be next to the information desk. You should arrive at the hotel by 11:00. You will then have an hour to check in and unpack all your luggage. The conference will start on time at 12:30, so I would suggest you leave | the hotel by 12:00. The best way to get to the conference is to follow the college road and turn left toward the end , you . You then keep going straight , you . You will eventually see the main entrance to the college. When you get into the college you can just ask any boys in the college where to go from then. They all know where the conference is and when. ",DET PROPN PROPN,"I have booked a hotel not far from our school. The hotel is called | Epsom Down Hotel. Your plane will arrive in England by 9:00. There will be a coach waiting for you, and the driver will be next to the information desk. You should arrive at the hotel by 11:00. You will then have an hour to check in and unpack all your luggage. The conference will start on time at 12:30, so I would suggest you leave | hotel by 12:00. The best way to get to the conference is to follow the college road and turn left toward the end , you . You then keep going straight , you . You will eventually see the main entrance to the college. When you get into the college you can just ask any boys in the college where to go from then. They all know where the conference is and when. ",PROPN PROPN PROPN,MD PROPN PROPN PROPN,False,False
1887,199,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"I have booked a hotel not far from our school. The hotel is called | the Epsom Down Hotel. Your plane will arrive in England by 9:00. There will be a coach waiting for you, and the driver will be next to the information desk. You should arrive at the hotel by 11:00. You will then have an hour to check in and unpack all your luggage. The conference will start on time at 12:30, so I would suggest you leave | the hotel by 12:00. The best way to get to the conference is to follow the college road and turn left toward the end , you . You then keep going straight , you . You will eventually see the main entrance to the college. When you get into the college you can just ask any boys in the college where to go from then. They all know where the conference is and when. ",DET PROPN PROPN,"I have booked a hotel not far from our school. The hotel is called | Epsom Down Hotel. Your plane will arrive in England by 9:00. There will be a coach waiting for you, and the driver will be next to the information desk. You should arrive at the hotel by 11:00. You will then have an hour to check in and unpack all your luggage. The conference will start on time at 12:30, so I would suggest you leave | hotel by 12:00. The best way to get to the conference is to follow the college road and turn left toward the end , you . You then keep going straight , you . You will eventually see the main entrance to the college. When you get into the college you can just ask any boys in the college where to go from then. They all know where the conference is and when. ",PROPN PROPN PROPN,MD PROPN PROPN PROPN,False,False
1888,200,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Welcome to Taiwan. This report is based on an interesting building, where you can take , your students . This building is situated in Taipei, the capital. The building is called | the Chiang Kei-shek Memorial Hall. Nearly everyone knows where this building is, so if you have a chance, just ask the local people in Taipei about this building. ",DET PROPN PROPN,"Welcome to Taiwan. This report is based on an interesting building, where you can take , your students . This building is situated in Taipei, the capital. The building is called | Chiang Kei-shek Memorial Hall. Nearly everyone knows where this building is, so if you have a chance, just ask the local people in Taipei about this building. ",PROPN PROPN PUNCT,MD PROPN PROPN PUNCT,False,False
1889,201,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Finally, if you want to visit this building I would recommend you stay at a hotel not far from the memorial Hall called | the Hyatt Hotel. It only takes about five minutes if you walk. I hope you will all have a great time in Taiwan and I hope you will enjoy the building. ",DET PROPN PROPN,"Finally, if you want to visit this building I would recommend you stay at a hotel not far from the memorial Hall called | Hyatt Hotel. It only takes about five minutes if you walk. I hope you will all have a great time in Taiwan and I hope you will enjoy the building. ",PROPN PROPN PUNCT,MD PROPN PROPN PUNCT,False,False
1890,202,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"The group has been booked into | the Palace Hotel, which is not very far from the place where the conference will be held. You can take the No.41 bus from the hotel to the conference , it . It only takes ten minutes approximately. ",DET PROPN PROPN,"The group has been booked into | Palace Hotel, which is not very far from the place where the conference will be held. You can take the No.41 bus from the hotel to the conference , it . It only takes ten minutes approximately. ",PROPN PROPN PUNCT,MD PROPN PROPN PUNCT,False,False
1891,203,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"As for the end-of-conference party, it will be on the morning of the last day, starting at 9:00. All the students and staff will attend together in the hall. They can play games and talk about | their personal experiences. The main aim of this is to strengthen the friendship among all these pupils coming from all over the world. So it would be fine if you wore casual clothes and looked smart. ",DET ADJ NOUN,"As for the end-of-conference party, it will be on the morning of the last day, starting at 9:00. All the students and staff will attend together in the hall. They can play games and talk about | personal experiences. The main aim of this is to strengthen the friendship among all these pupils coming from all over the world. So it would be fine if you wore casual clothes and looked smart. ",ADJ NOUN PUNCT,MD ADJ NOUN PUNCT,True,True
1892,204,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Welcome to London. You asked me about an interesting building to visit. In my opinion , I recommend | the British Museum. One of the reasons is you can learn almost everything about British history there. ",DET PROPN PROPN,"Welcome to London. You asked me about an interesting building to visit. In my opinion , I recommend | British Museum. One of the reasons is you can learn almost everything about British history there. ",PROPN PROPN PUNCT,MD PROPN PROPN PUNCT,False,False
1893,205,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Apart from national history, there are more contents about the history of the world. You can go to many sections such as | the Asian Hall, Egyptian Hall, European Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to | the British Museum, you will certainly be able to put your history textbook away! ",DET PROPN PROPN,"Apart from national history, there are more contents about the history of the world. You can go to many sections such as | Asian Hall, Egyptian Hall, European Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to | British Museum, you will certainly be able to put your history textbook away! ",PROPN PROPN PUNCT,MD PROPN PROPN PUNCT,False,False
1894,206,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Apart from national history, there are more contents about the history of the world. You can go to many sections such as the Asian Hall, Egyptian Hall, European Hall and so on. | The countless fascinating things will definitely take you the whole day to appreciate. After a visit to the British Museum, you will certainly be able to put your history textbook away! ",DET ADJ ADJ,"Apart from national history, there are more contents about the history of the world. You can go to many sections such as the Asian Hall, Egyptian Hall, European Hall and so on. | Countless fascinating things will definitely take you the whole day to appreciate. After a visit to the British Museum, you will certainly be able to put your history textbook away! ",ADJ ADJ NOUN,MD ADJ ADJ NOUN,False,False
1895,207,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Apart from national history, there are more contents about the history of the world. You can go to many sections such as | the Asian Hall, Egyptian Hall, European Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to | the British Museum, you will certainly be able to put your history textbook away! ",DET PROPN PROPN,"Apart from national history, there are more contents about the history of the world. You can go to many sections such as | Asian Hall, Egyptian Hall, European Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to | British Museum, you will certainly be able to put your history textbook away! ",PROPN PROPN PUNCT,MD PROPN PROPN PUNCT,False,False
1896,208,MD,True,Chinese has no articles and doesn't use classifiers in this situation,"Also you don't have to pay any money for it, and the transport is extremely convenient, therefore | the British Museum is your best choice. Don't be hesitant any more! ",DET PROPN PROPN,"Also you don't have to pay any money for it, and the transport is extremely convenient, therefore | British Museum is your best choice. Don't be hesitant any more! ",PROPN PROPN VERB,MD PROPN PROPN VERB,False,False
1897,0,UT,False,Overcorrection,"The idea of an ""International Art Festival"" was great. But I feel the word | ""International"" was not really suitable; because you only had six countries' stars and artists . I think you should invite more than ten countries. The other problem was choosing space . As , as the hall of the classical concert was too small and crowded. Next year, you should calculate or examine how many people will come before you choose a hall, which I feel very good was plays and films. It can show more for next year's festival. The Dance Shows as well . And the offer of a ""weekend ticket"" was an excellent idea . Because , because the price was cheaper than buying it separately and more convenient . ",PUNCT PROPN PUNCT,"The idea of an ""International Art Festival"" was great. But I feel the word | of ""International"" was not really suitable; because you only had six countries' stars and artists . I think you should invite more than ten countries. The other problem was choosing space . As , as the hall of the classical concert was too small and crowded. Next year, you should calculate or examine how many people will come before you choose a hall, which I feel very good was plays and films. It can show more for next year's festival. The Dance Shows as well . And the offer of a ""weekend ticket"" was an excellent idea . Because , because the price was cheaper than buying it separately and more convenient . ",ADP PUNCT PROPN,UT ADP PUNCT PROPN,False,True
1898,1,UT,False,Overcorrecting by introducing locations or time using prepositions,"I saw your advertisement in ""the Sun"" newspaper on 10th November, and I went to the festival | last Friday. Most of the events were wonderful and well-organised well organised . I enjoyed it, but I think it could be even better next year, so I would like to give my inmature view of it. ",ADJ PROPN PUNCT,"I saw your advertisement in ""the Sun"" newspaper on 10th November, and I went to the festival | on last Friday. Most of the events were wonderful and well-organised well organised . I enjoyed it, but I think it could be even better next year, so I would like to give my inmature view of it. ",ADP ADJ PROPN,UT ADP ADJ PROPN,False,True
1899,2,UT,False,"Overcorrection by adding ""to"" to show the object of transitive verbs","You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are in the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak to each other in class. They have to finish homework within a limited time. They cannot oppose | the teacher, girls are not allowed to wear make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me a lot of homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ",DET NOUN PUNCT,"You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are in the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak to each other in class. They have to finish homework within a limited time. They cannot oppose | to the teacher, girls are not allowed to wear make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me a lot of homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ",ADP DET NOUN,UT ADP DET NOUN,False,True
1900,3,UT,False,"Overcorrection by adding ""to"" to show the object of transitive verbs","This happened on Thursday afternoon. When everyone finished their lunch, they all got into their classrooms quickly because they all knew that the headmaster walked round the school every Thursday. But some naughty students in my class were throwing paper aeroplanes when the teacher was writing something on the board. Unfortunately, one of the paper planes flew out of the window and hit | the headmaster's head. Everyone was laughing and the headmaster's face was full of anger. He then punished Jon but the one who did it was Tim so Jon was very angry and he said something bad about the headmaster to us. Pat heard that and he went to see the headmaster straight after school. The headmaster went to see Jon and Tim and punished them for their bad behaviour. ",DET NOUN PART,"This happened on Thursday afternoon. When everyone finished their lunch, they all got into their classrooms quickly because they all knew that the headmaster walked round the school every Thursday. But some naughty students in my class were throwing paper aeroplanes when the teacher was writing something on the board. Unfortunately, one of the paper planes flew out of the window and hit | to the headmaster's head. Everyone was laughing and the headmaster's face was full of anger. He then punished Jon but the one who did it was Tim so Jon was very angry and he said something bad about the headmaster to us. Pat heard that and he went to see the headmaster straight after school. The headmaster went to see Jon and Tim and punished them for their bad behaviour. ",ADP DET NOUN,UT ADP DET NOUN,False,True
1901,5,UT,False,Overgeneralization of word pairs,I think it was definitely not the perfect evening | guaranteed in your advertisement. I look forward to having a full refund in the very near future as I did not enjoy it at all.,VERB ADP DET,I think it was definitely not the perfect evening | as guaranteed in your advertisement. I look forward to having a full refund in the very near future as I did not enjoy it at all.,ADP VERB ADP,UT ADP VERB ADP,False,True
1902,6,UT,False,Overcorrection,"Unfortunately, Pat wasn't very good at keeping secrets. Now everybody in the class knew my mum was a cleaner and teased me for having that kind of mum. I was so sad about it and did not forgive Pat even though she apologised | thousands of times. ",NOUN ADP NOUN,"Unfortunately, Pat wasn't very good at keeping secrets. Now everybody in the class knew my mum was a cleaner and teased me for having that kind of mum. I was so sad about it and did not forgive Pat even though she apologised | for thousands of times. ",ADP NOUN ADP,UT ADP NOUN ADP,False,True
1903,7,UT,False,Verb/word prior of the preposition conveys the same message,"Modern technology has changed my daily life in two ways. First with a lot of advanced techniques being put to practical use, our living conditions are becoming more and more convenient and comfortable. When we look around | the house, it is easy to find things like : a microwave oven, TV set, computer , etc. All these items of equipment are applications of modern science. When you are planning to travel, you can choose a train, car or even a plane as your means of transportation. Without the development of modern technology, it may take you several years to reach your destination. ",DET NOUN PUNCT,"Modern technology has changed my daily life in two ways. First with a lot of advanced techniques being put to practical use, our living conditions are becoming more and more convenient and comfortable. When we look around | in the house, it is easy to find things like : a microwave oven, TV set, computer , etc. All these items of equipment are applications of modern science. When you are planning to travel, you can choose a train, car or even a plane as your means of transportation. Without the development of modern technology, it may take you several years to reach your destination. ",ADP DET NOUN,UT ADP DET NOUN,False,True
1904,8,UT,False,Overcorrection,sincerely | Ki,PROPN _ _,sincerely | from Ki,ADP PROPN _,UT ADP PROPN _,False,True
1905,9,UT,False,Overcorrecting for prepositions introducing subordinate phrases,"First of all, the performers should have been Danny Brook and Tina Truelove. However, there were two unknown actors in the show. I feel most disappointed about this. The show started at 20.15 but actually it should have started at 19.30. Moreover, I bought a £20 ticket without any discount and the advertisement mentioned that a discount was available. And after the show, we went to visit the theatre restaurant. Unfortunately, it was closed because | that day was their day-off. But I am wondering why it said we could visit the restaurant if you knew it would be closed. ",DET NOUN VERB,"First of all, the performers should have been Danny Brook and Tina Truelove. However, there were two unknown actors in the show. I feel most disappointed about this. The show started at 20.15 but actually it should have started at 19.30. Moreover, I bought a £20 ticket without any discount and the advertisement mentioned that a discount was available. And after the show, we went to visit the theatre restaurant. Unfortunately, it was closed because | at that day was their day-off. But I am wondering why it said we could visit the restaurant if you knew it would be closed. ",ADP DET NOUN,UT ADP DET NOUN,False,True
