,english,spanish,en_ud,en_penn,es_ud,es_penn
2503,"The external dimension of social policy is aimed at promoting labour and social standards in third countries and at combating social dumping, often the result of globalisation or international trade.","La dimensión exterior de la política social tiene como objetivo promover las normas laborales y sociales en terceros países y combatir el dumping social que, a menudo, resulta de la globalización o del comercio internacional.",DET ADJ NOUN ADP ADJ NOUN VERB VERB ADP VERB NOUN CCONJ ADJ NOUN ADP ADJ NOUN CCONJ ADP VERB ADJ NOUN PUNCT ADV DET NOUN ADP NOUN CCONJ ADJ NOUN PUNCT ,"DT JJ NN IN JJ NN VBZ VBN IN VBG NN CC JJ NNS IN JJ NNS CC IN VBG JJ NN , RB DT NN IN NN CC JJ NN . ",DET NOUN ADJ ADP DET NOUN ADJ VERB SCONJ NOUN VERB DET NOUN ADJ CCONJ ADJ ADP ADJ NOUN CCONJ VERB DET NOUN ADJ PRON PUNCT ADP NOUN PUNCT VERB ADP DET NOUN CCONJ ADP NOUN ADJ PUNCT ,"DT NN JJ IN DT NN JJ VBZ IN NN TO VB DT NNS JJ CC JJ IN JJ NNS CC TO VB DT NN JJ DT , IN NNP , VBZ IN DT NN CC IN NN JJ . "
2504,"The Union can no longer tolerate dumping in terms of welfare, health and the environment without reacting to it, as it is responsible for far too many transfers of production outside Europe.","La Unión ya no puede tolerar el dumping en términos de bienestar, salud y medio ambiente, sin reaccionar a él, ya que es el responsable de la gran cantidad de producción que se transfiere fuera de Europa.",DET PROPN VERB ADV ADV VERB VERB ADP NOUN ADP NOUN PUNCT NOUN CCONJ DET NOUN ADP VERB ADP PRON PUNCT ADP PRON VERB ADJ ADP ADV ADV ADJ NOUN ADP NOUN ADP PROPN PUNCT ,"DT NNP MD RB RB VB VBG IN NNS IN NN , NN CC DT NN IN VBG IN PRP , IN PRP VBZ JJ IN RB RB JJ NNS IN NN IN NNP . ",DET PROPN ADV ADV AUX VERB DET NOUN ADP NOUN ADP NOUN PUNCT NOUN CCONJ NUM NOUN PUNCT ADP VERB ADP PRON PUNCT ADV SCONJ AUX DET NOUN ADP DET ADJ NOUN ADP NOUN PRON PRON VERB ADV ADP PROPN PUNCT ,"DT NNP RB RB VBZ TO VB DT NN IN NNS IN NN , NN CC PDT NNP , IN TO VB IN PRP , RB IN VBZ DT NN IN DT JJ NN IN NN DT PRP VBZ RB IN NNP . "
2505,The ridiculously low labour costs and despicable working conditions should no longer be seen by the Commission as 'natural competitive advantages'.,"La Comisión ya no debe considerar los costes laborales ridículamente bajos y las despreciables condiciones de trabajo como ""ventajas competitivas naturales"".",DET ADV ADJ NOUN NOUN CCONJ ADJ NOUN NOUN VERB ADV ADV VERB VERB ADP DET PROPN ADP PUNCT ADJ ADJ NOUN PUNCT PUNCT ,DT RB JJ NN NNS CC JJ NN NNS MD RB RB VB VBN IN DT NNP IN `` JJ JJ NNS '' . ,DET PROPN ADV ADV AUX VERB DET NOUN ADJ ADV ADJ CCONJ DET ADJ NOUN ADP NOUN SCONJ PUNCT NOUN ADJ ADJ PUNCT PUNCT ,DT NNP RB RB VBZ TO VB DT NNS JJ RB JJ CC DT JJ NNS IN NN IN '' NNS JJ JJ '' . 
2506,"On this point, I insist that the Commission changes its doctrine.","En este sentido, insisto para que la Comisión cambie su doctrina.",ADP DET NOUN PUNCT PRON VERB ADP DET PROPN VERB DET NOUN PUNCT ,"IN DT NN , PRP VBP IN DT NNP VBZ PRP$ NN . ",ADP DET NOUN PUNCT VERB ADP SCONJ DET PROPN VERB DET NOUN PUNCT ,"IN DT NN , VBP IN IN DT NNP VBZ PRP$ NN . "
2507,"I voted in favour of the Falbr report because, with the role of the International Labour Organisation (ILO) having recently been downgraded, I think we need to remember the importance of respecting the social rights of workers in the world.","He votado a favor del informe Falbr porque, con la reciente reducción de la función de la Organización Internacional del Trabajo, creo que tenemos que recordar la importancia de respetar los derechos sociales de los trabajadores en el mundo.",PRON VERB ADP NOUN ADP DET PROPN NOUN ADP PUNCT ADP DET NOUN ADP DET PROPN PROPN PROPN PUNCT PROPN PUNCT VERB ADV VERB VERB PUNCT PRON VERB PRON VERB PART VERB DET NOUN ADP VERB DET ADJ NOUN ADP NOUN ADP DET NOUN PUNCT ,"PRP VBD IN NN IN DT NNP NN IN , IN DT NN IN DT NNP NNP NNP -LRB- NNP -RRB- VBG RB VBN VBN , PRP VBP PRP VBP TO VB DT NN IN VBG DT JJ NNS IN NNS IN DT NN . ",AUX VERB ADP NOUN ADP NOUN PROPN SCONJ PUNCT ADP DET ADJ NOUN ADP DET NOUN ADP DET PROPN PROPN ADP PROPN PUNCT VERB SCONJ VERB SCONJ VERB DET NOUN ADP VERB DET NOUN ADJ ADP DET NOUN ADP DET NOUN PUNCT ,"VBP VBN IN NNP IN NN NNP IN , IN DT JJ NN IN DT NN IN DT NNP NNP IN NNP , VBP IN VBP IN TO VB DT NN IN TO VB DT NNS JJ IN DT NNS IN DT NN . "
2508,The European Union should play a leading role on the world stage to force other countries to respect international standards in labour law and thus limit the frantic quest for social dumping.,"La Unión Europea debe desempeñar un papel destacado en el escenario mundial para forzar a otros países a respetar las normas internacionales en la legislación laboral y, por lo tanto, limitar la búsqueda desenfrenada de dumping social.",DET PROPN PROPN VERB VERB DET ADJ NOUN ADP DET NOUN NOUN PART VERB ADJ NOUN PART VERB ADJ NOUN ADP ADJ NOUN CCONJ ADV VERB DET ADJ NOUN ADP ADJ NOUN PUNCT ,DT NNP NNP MD VB DT JJ NN IN DT NN NN TO VB JJ NNS TO VB JJ NNS IN JJ NN CC RB VB DT JJ NN IN JJ NN . ,DET PROPN PROPN AUX VERB DET NOUN ADJ ADP DET NOUN ADJ ADP VERB ADP DET NOUN ADP VERB DET NOUN ADJ ADP DET NOUN ADJ CCONJ PUNCT ADP DET NOUN PUNCT VERB DET NOUN ADJ ADP NOUN ADJ PUNCT ,"DT NNP NNP VBZ TO VB DT NN JJ IN DT NN JJ IN TO VB IN DT NNS IN TO VB DT NNS JJ IN DT NN JJ CC , IN DT NNP , TO VB DT NN JJ IN NN JJ . "
2509,"It is important for all European players to be involved in the implementation of this policy, be it governments involved in concluding international agreements, or European companies expanding their business into third countries.","Es importante que todos los agentes europeos participen en la aplicación de esta política, ya sean gobiernos involucrados en la conclusión de acuerdos internacionales o empresas europeas que estén expandiendo sus negocios a terceros países.",PRON VERB ADJ ADP DET ADJ NOUN PART VERB VERB ADP DET NOUN ADP DET NOUN PUNCT VERB PRON NOUN VERB ADP VERB ADJ NOUN PUNCT CCONJ ADJ NOUN VERB DET NOUN ADP ADJ NOUN PUNCT ,"PRP VBZ JJ IN DT JJ NNS TO VB VBN IN DT NN IN DT NN , VB PRP NNS VBN IN VBG JJ NNS , CC JJ NNS VBG PRP$ NN IN JJ NNS . ",AUX ADJ SCONJ DET DET NOUN ADJ VERB ADP DET NOUN ADP DET NOUN PUNCT ADV AUX NOUN ADJ ADP DET NOUN ADP NOUN ADJ CCONJ NOUN ADJ PRON AUX VERB DET NOUN ADP ADJ NOUN PUNCT ,"VBZ JJ IN DT DT NNS JJ VBP IN DT NN IN DT NN , RB VBP NNS VBN IN DT NN IN NNS JJ CC NNS JJ DT VBP VBG PRP$ NNS IN JJ NNS . "
2510,The external dimension of the social policy is aimed at promoting core social standards in third countries in order to meet the Millennium Development Goals set by the United Nations and to ensure that workers are protected through compliance with international labour standards.,La dimensión exterior de la política social tiene como objetivo promover las normas sociales fundamentales en los terceros países con el fin de alcanzar los Objetivos de Desarrollo del Milenio fijados por las Naciones Unidas y asegurar que los trabajadores están protegidos por el cumplimiento de las normas internacionales del trabajo.,DET ADJ NOUN ADP DET ADJ NOUN VERB VERB ADP VERB ADJ ADJ NOUN ADP ADJ NOUN ADP NOUN PART VERB DET PROPN PROPN PROPN VERB ADP DET PROPN PROPN CCONJ PART VERB ADP NOUN VERB VERB ADP NOUN ADP ADJ NOUN NOUN PUNCT ,DT JJ NN IN DT JJ NN VBZ VBN IN VBG JJ JJ NNS IN JJ NNS IN NN TO VB DT NNP NNP NNPS VBN IN DT NNP NNP CC TO VB IN NNS VBP VBN IN NN IN JJ NN NNS . ,DET NOUN ADJ ADP DET NOUN ADJ VERB SCONJ NOUN VERB DET NOUN ADJ ADJ ADP DET ADJ NOUN ADP DET NOUN ADP VERB DET PROPN ADP PROPN ADP PROPN ADJ ADP DET PROPN PROPN CCONJ AUX SCONJ DET NOUN AUX ADJ ADP DET NOUN ADP DET NOUN ADJ ADP NOUN PUNCT ,DT NN JJ IN DT NN JJ VBZ IN NN TO VB DT NNS JJ JJ IN DT JJ NNS IN DT NN IN TO VB DT NNP IN NNP IN NNP VBN IN DT NNP NNP CC TO VB IN DT NNS VBP VBN IN DT NN IN DT NNS JJ IN NN . 
2511,"The EU is far from being outdone and that is why it should be able to benefit from its credibility and its 'good reputation' in this regard, with a view to establishing social alliances with its main trading partners and promoting these at the World Trade Organisation (WTO) and International Labour Organisation (ILO).","Es muy difícil superar a la UE en este contexto y, por eso, debe ser capaz de beneficiarse de su credibilidad y de su ""buena reputación"" en este sentido, con el fin de establecer alianzas sociales con sus principales socios comerciales y de promoverlas en la Organización Mundial del Comercio (OMC) y la Organización Internacional del Trabajo (OIT).",DET PROPN VERB ADV ADP VERB VERB CCONJ DET VERB ADV PRON VERB VERB ADJ PART VERB ADP DET NOUN CCONJ DET PUNCT ADJ NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN ADP VERB ADJ NOUN ADP DET ADJ NOUN NOUN CCONJ VERB DET ADP DET PROPN PROPN PROPN PUNCT PROPN PUNCT CCONJ PROPN PROPN PROPN PUNCT PROPN PUNCT PUNCT ,"DT NNP VBZ RB IN VBG VBN CC DT VBZ WRB PRP MD VB JJ TO VB IN PRP$ NN CC PRP$ `` JJ NN '' IN DT NN , IN DT NN IN VBG JJ NNS IN PRP$ JJ NN NNS CC VBG DT IN DT NNP NNP NNP -LRB- NNP -RRB- CC NNP NNP NNP -LRB- NNP -RRB- . ",AUX ADV ADJ VERB ADP DET PROPN ADP DET NOUN CCONJ PUNCT ADP PRON PUNCT AUX AUX ADJ ADP VERB ADP DET NOUN CCONJ ADP DET PUNCT ADJ NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN ADP VERB NOUN ADJ ADP DET ADJ NOUN ADJ CCONJ ADP NOUN ADP DET PROPN PROPN ADP PROPN PUNCT PROPN PUNCT CCONJ DET PROPN PROPN ADP PROPN PUNCT PROPN PUNCT PUNCT ,"VBZ RB JJ TO VB IN DT NNP IN DT NN CC , IN DT , VBZ TO VB JJ IN TO VB IN PRP$ NN CC IN PRP$ '' JJ NN '' IN DT NN , IN DT NNP IN TO VB NNS JJ IN PRP$ JJ NNS JJ CC IN NNS IN DT NNP NNP IN NNP _LRB_ NNP -RBR- CC DT NNP NNP IN NNP _LRB_ NNP -RBR- . "
2512,"Before we let these third countries sit at the same negotiating table as the EU, we must demand that they subscribe to the same core international labour standards.","Antes de que estos países se reúnan en la mesa de negociaciones de la UE, debemos exigirles que se suscriban a las mismas normas internacionales fundamentales en materia de legislación laboral.",ADP PRON VERB DET ADJ NOUN VERB ADP DET ADJ NOUN NOUN ADP DET PROPN PUNCT PRON VERB VERB ADP PRON VERB ADP DET ADJ NOUN ADJ NOUN NOUN PUNCT ,"IN PRP VBP DT JJ NNS VBP IN DT JJ NN NN IN DT NNP , PRP MD VB IN PRP VBP IN DT JJ NN JJ NN NNS . ",ADV ADP SCONJ DET NOUN PRON VERB ADP DET NOUN ADP NOUN ADP DET PROPN PUNCT AUX NOUN PRON PRON VERB ADP DET DET NOUN ADJ ADJ ADP NOUN ADP NOUN ADJ PUNCT ,"RB IN IN DT NNS PRP VBP IN DT NN IN NNS IN DT NNP , VBP NNS DT PRP VBD IN DT DT NNS JJ JJ IN NNP IN NN JJ . "
2513,The overseas dimension of European policy is not limited to establishing agreements or overseas aid.,La dimensión exterior de la política europea no se limita a establecer acuerdos o a ayudar en el extranjero.,DET ADJ NOUN ADP ADJ NOUN VERB ADV VERB ADP VERB NOUN CCONJ ADJ NOUN PUNCT ,DT JJ NN IN JJ NN VBZ RB VBN IN VBG NNS CC JJ NN . ,DET NOUN ADJ ADP DET NOUN ADJ ADV PRON VERB ADP VERB NOUN CCONJ ADP VERB ADP DET NOUN PUNCT ,DT NN JJ IN DT NN JJ RB PRP VBZ IN TO VB NNS CC IN TO VB IN DT NN . 
2514,It is more than that.,Es más que eso.,PRON VERB ADJ ADP DET PUNCT ,PRP VBZ JJR IN DT . ,AUX ADV SCONJ PRON PUNCT ,VBZ RB IN DT . 
2515,"In particular, it involves bringing European values to third countries, not just in terms of democratisation and greater respect for fundamental rights, but also of promoting active policies to protect the environment, and the rights of women and children, and of labour standards that respect personal dignity and enable personal development.","En particular, se trata de llevar los valores europeos a terceros países, no solo en términos de democratización y de mayor respeto de los derechos fundamentales, sino también en materia de promoción de políticas activas para proteger el medio ambiente y los derechos de las mujeres y los niños, y en materia de normas laborales que respeten la dignidad personal y permitan el desarrollo personal.",ADP ADJ PUNCT PRON VERB VERB ADJ NOUN ADP ADJ NOUN PUNCT ADV ADV ADP NOUN ADP NOUN CCONJ ADJ NOUN ADP ADJ NOUN PUNCT CCONJ ADV ADP VERB ADJ NOUN PART VERB DET NOUN PUNCT CCONJ DET NOUN ADP NOUN CCONJ NOUN PUNCT CCONJ ADP NOUN NOUN DET VERB ADJ NOUN CCONJ VERB ADJ NOUN PUNCT ,"IN JJ , PRP VBZ VBG JJ NNS IN JJ NNS , RB RB IN NNS IN NN CC JJR NN IN JJ NNS , CC RB IN VBG JJ NNS TO VB DT NN , CC DT NNS IN NNS CC NNS , CC IN NN NNS WDT VBP JJ NN CC VB JJ NN . ",ADP NOUN PUNCT PRON VERB ADP VERB DET NOUN ADJ ADP ADJ NOUN PUNCT PART NOUN ADP NOUN ADP NOUN CCONJ ADP ADJ NOUN ADP DET NOUN ADJ PUNCT CCONJ NOUN ADP NOUN ADP NOUN ADP NOUN ADJ ADP VERB DET NOUN NOUN CCONJ DET NOUN ADP DET NOUN CCONJ DET NOUN PUNCT CCONJ ADP NOUN ADP NOUN ADJ PRON VERB DET NOUN ADJ CCONJ VERB DET NOUN ADJ PUNCT ,"IN NNP , PRP VBZ IN TO VB DT NNS JJ IN JJ NNS , RB NNP IN NNS IN NN CC IN JJ NN IN DT NNS JJ , CC NNP IN NNP IN NN IN NNS JJ IN TO VB DT NNP NNP CC DT NNS IN DT NNS CC DT NNS , CC IN NNP IN NNS JJ DT VBP DT NN JJ CC VB DT NN JJ . "
2516,The same can be said for promoting social responsibility standards for companies in third countries.,Podemos decir lo mismo de la promoción de las normas de responsabilidad de las empresas en terceros países.,DET ADJ VERB VERB VERB ADP VERB ADJ NOUN NOUN ADP NOUN ADP ADJ NOUN PUNCT ,DT JJ MD VB VBN IN VBG JJ NN NNS IN NNS IN JJ NNS . ,AUX VERB DET PRON ADP DET NOUN ADP DET NOUN ADP NOUN ADP DET NOUN ADP ADJ NOUN PUNCT ,VBP TO VB DT DT IN DT NN IN DT NNS IN NN IN DT NNS IN JJ NNS . 
2517,"This report by Mr Falbr concerns the external dimension of social policy, promoting labour and social standards and European corporate social responsibility.","Este informe del señor Falbr se refiere a la dimensión exterior de la política social, la promoción de las normas laborales y sociales y la responsabilidad social de las empresas europeas.",DET NOUN ADP PROPN PROPN VERB DET ADJ NOUN ADP ADJ NOUN PUNCT VERB NOUN CCONJ ADJ NOUN CCONJ ADJ ADJ ADJ NOUN PUNCT ,"DT NN IN NNP NNP VBZ DT JJ NN IN JJ NN , VBG NN CC JJ NNS CC JJ JJ JJ NN . ",DET NOUN ADP NOUN PROPN PRON VERB ADP DET NOUN ADJ ADP DET NOUN ADJ PUNCT DET NOUN ADP DET NOUN ADJ CCONJ ADJ CCONJ DET NOUN ADJ ADP DET NOUN ADJ PUNCT ,"DT NN IN NN NNP PRP VBZ IN DT NN JJ IN DT NN JJ , DT NN IN DT NNS JJ CC JJ CC DT NN JJ IN DT NNS JJ . "
2518,"The European Union has been a bastion of the defence of workers' social rights, respect for which is a sine qua non for negotiations with third countries.","La Unión Europea ha sido un bastión de la defensa de los derechos sociales de los trabajadores, cuyo respeto es una condición sine qua non para la negociación con terceros países.",DET PROPN PROPN VERB VERB DET NOUN ADP DET NOUN ADP NOUN PART ADJ NOUN PUNCT NOUN ADP DET VERB DET NOUN NOUN NOUN ADP NOUN ADP ADJ NOUN PUNCT ,"DT NNP NNP VBZ VBN DT NN IN DT NN IN NNS POS JJ NNS , NN IN WDT VBZ DT NN NN NN IN NNS IN JJ NNS . ",DET PROPN PROPN AUX AUX DET NOUN ADP DET NOUN ADP DET NOUN ADJ ADP DET NOUN PUNCT PRON NOUN AUX DET NOUN VERB DET ADJ ADP DET NOUN ADP ADJ NOUN PUNCT ,"DT NNP NNP VBZ VBN DT NN IN DT NN IN DT NNS JJ IN DT NNS , WP NN VBZ DT NN VBZ PRP$ JJ IN DT NN IN JJ NNS . "
2519,"Despite the eight International Labour Organisation (ILO) conventions, according to the ILO itself, more than 50% of workers do not enjoy social rights, in particular, immigrants, women and children.","A pesar de los ocho convenios de la Organización Internacional del Trabajo (OIT), según la propia OIT, más del 50 % de los trabajadores no gozan de derechos sociales, en particular, inmigrantes, mujeres y niños.",ADP DET NUM PROPN PROPN PROPN PUNCT PROPN PUNCT NOUN PUNCT VERB ADP DET PROPN PRON PUNCT ADJ ADP NUM NOUN ADP NOUN VERB ADV VERB ADJ NOUN PUNCT ADP ADJ PUNCT NOUN PUNCT NOUN CCONJ NOUN PUNCT ,"IN DT CD NNP NNP NNP -LRB- NNP -RRB- NNS , VBG IN DT NNP PRP , JJR IN CD NN IN NNS VBP RB VB JJ NNS , IN JJ , NNS , NNS CC NNS . ",ADP NOUN ADP DET NUM NOUN ADP DET PROPN PROPN ADP PROPN PUNCT PROPN PUNCT PUNCT ADP DET ADJ PROPN PUNCT ADV ADP NUM SYM ADP DET NOUN ADV VERB ADP NOUN ADJ PUNCT ADP NOUN PUNCT NOUN PUNCT NOUN CCONJ NOUN PUNCT ,"IN NNP IN DT CD NNS IN DT NNP NNP IN NNP _LRB_ NNP -RBR- , IN DT JJ NNP , RB IN CD CD NN IN DT NNS RB VBP IN NNS JJ , IN NNP , NNS , NNS CC NNS . "
2520,"It is in the EU's interests to promote personal dignity and respect for social rights in all the Member States, creating, for that purpose, a mechanism for finding out who is not offering these rights to their workers and penalising them.","El interés de la UE consiste en promover la dignidad personal y el respeto de los derechos sociales en todos los Estados miembros, creando, para ello, un mecanismo descubrir quién no ofrece estos derechos a sus trabajadores a fin de penalizarlos por ello.",PRON VERB ADP DET PROPN PART NOUN PART VERB ADJ NOUN CCONJ NOUN ADP ADJ NOUN ADP DET DET PROPN PROPN PUNCT NOUN PUNCT ADP DET NOUN PUNCT DET NOUN ADP VERB PART PRON VERB ADV VERB DET NOUN ADP DET NOUN CCONJ VERB PRON PUNCT ,"PRP VBZ IN DT NNP POS NNS TO VB JJ NN CC NN IN JJ NNS IN PDT DT NNP NNP , NN , IN DT NN , DT NN IN VBG RP WP VBZ RB VBG DT NNS IN PRP$ NNS CC VBG PRP . ",DET NOUN ADP DET PROPN VERB ADP VERB DET NOUN ADJ CCONJ DET NOUN ADP DET NOUN ADJ ADP DET DET NOUN NOUN PUNCT VERB PUNCT ADP PRON PUNCT DET NOUN AUX PRON ADV VERB DET NOUN ADP DET NOUN ADP NOUN ADP NOUN ADP PRON PUNCT ,"DT NN IN DT NNP VBZ IN TO VB DT NN JJ CC DT NN IN DT NNS JJ IN DT DT NNS NNS , VBG , IN PRP , DT NN TO VB WP RB VBZ DT NNS IN PRP$ NNS IN NNP IN NNS IN PRP . "
2521,I welcome this report and am voting for it.,Acojo con satisfacción este informe y voy a votar a favor.,PRON VERB DET NOUN CCONJ VERB VERB ADP PRON PUNCT ,PRP VBP DT NN CC VBP VBG IN PRP . ,VERB ADP NOUN DET NOUN CCONJ AUX ADP VERB ADP NOUN PUNCT ,VBD IN NN DT NN CC VBP IN TO VB IN NNP . 
2522,"Whilst arguing for the importance of values in a globalising world increasingly dominated by economics, it advocates personal dignity, does not accept the exploitation of individuals, promotes welfare and personal integrated development, and calls on the EU to comply with ILO standards.","Al mismo tiempo que aboga por la importancia de los valores en un mundo globalizado cada vez más dominado por las economías, también aboga por la dignidad personal, no acepta la explotación de las personas, promueve el bienestar y el desarrollo integrado personal, e insta a la UE a cumplir con las normas de la OIT.",ADP VERB ADP DET NOUN ADP NOUN ADP DET VERB NOUN ADV VERB ADP NOUN PUNCT PRON VERB ADJ NOUN PUNCT VERB ADV VERB DET NOUN ADP NOUN PUNCT VERB NOUN CCONJ ADJ VERB NOUN PUNCT CCONJ VERB ADP DET PROPN PART VERB ADP PROPN NOUN PUNCT ,"IN VBG IN DT NN IN NNS IN DT VBG NN RB VBN IN NNS , PRP VBZ JJ NN , VBZ RB VB DT NN IN NNS , VBZ NN CC JJ VBN NN , CC VBZ IN DT NNP TO VB IN NNP NNS . ",ADP ADJ NOUN PRON VERB ADP DET NOUN ADP DET NOUN ADP DET NOUN ADJ DET NOUN ADV ADJ ADP DET NOUN PUNCT ADV VERB ADP DET NOUN ADJ PUNCT ADV VERB DET NOUN ADP DET NOUN PUNCT VERB DET NOUN CCONJ DET NOUN ADJ ADJ PUNCT CCONJ VERB ADP DET PROPN ADP VERB ADP DET NOUN ADP DET PROPN PUNCT ,"IN JJ NNP DT VBZ IN DT NN IN DT NNS IN DT NN JJ DT NN RB JJ IN DT NNS , RB VBZ IN DT NN JJ , RB VBZ DT NN IN DT NNS , VBZ DT NN CC DT NN JJ JJ , CC VBZ IN DT NNP IN TO VB IN DT NNS IN DT NNP . "
2523,"This is yet another enunciation of just concerns and criticisms that, unfortunately, does not get to the bottom of the issues and, for this very reason, ends up being largely inconsequential.","Esta es otra afirmación de las preocupaciones y las críticas que, lamentablemente, no llega al fondo de la cuestión y, por esta misma razón, termina por no tener trascendencia.",DET VERB ADV DET NOUN ADP ADV NOUN CCONJ NOUN ADP PUNCT ADV PUNCT VERB ADV VERB ADP DET NOUN ADP DET NOUN CCONJ PUNCT ADP DET ADJ NOUN PUNCT VERB PART VERB ADV ADJ PUNCT ,"DT VBZ RB DT NN IN RB NNS CC NNS IN , RB , VBZ RB VB IN DT NN IN DT NNS CC , IN DT JJ NN , VBZ RP VBG RB JJ . ",PRON AUX DET NOUN ADP DET NOUN CCONJ DET NOUN PRON PUNCT ADV PUNCT ADV VERB ADP NOUN ADP DET NOUN CCONJ PUNCT ADP DET DET NOUN PUNCT VERB ADP ADV VERB NOUN PUNCT ,"DT VBZ DT NN IN DT NNS CC DT NNS DT , RB , RB VBZ IN NN IN DT NN CC , IN DT DT NN , VBZ IN RB TO VB NN . "
2524,The 2010 World Social Security Report of the International Labour Organisation (ILO) mentions that more than 50% of workers lack social protection.,El Informe Mundial sobre Seguridad Social de la OIT para 2010 afirma que más del 50 % de los trabajadores carece de protección social.,DET NUM PROPN PROPN PROPN PROPN ADP DET PROPN PROPN PROPN PUNCT PROPN PUNCT VERB ADP ADJ ADP NUM NOUN ADP NOUN VERB ADJ NOUN PUNCT ,DT CD NNP NNP NNP NNP IN DT NNP NNP NNP -LRB- NNP -RRB- VBZ IN JJR IN CD NN IN NNS VBP JJ NN . ,DET PROPN PROPN ADP PROPN PROPN ADP DET PROPN ADP NOUN VERB SCONJ ADV ADP NUM SYM ADP DET NOUN VERB ADP NOUN ADJ PUNCT ,DT NNP NNP IN NNP NNP IN DT NNP IN NNP VBZ IN RB IN CD CD NN IN DT NNS VBZ IN NN JJ . 
2525,"It is in this context that the European Union is implementing a trade policy based on the zealous championing of free trade, which is achieved through the negotiation and conclusion of innumerable bilateral and regional agreements.","En este contexto, la Unión Europea está llevando a cabo una política comercial basada en la defensa entusiasta del libre comercio, que se logra a través de la negociación y la celebración de un sinfín de acuerdos bilaterales y regionales.",PRON VERB ADP DET NOUN DET DET PROPN PROPN VERB VERB DET NOUN NOUN VERB ADP DET ADJ NOUN ADP ADJ NOUN PUNCT DET VERB VERB ADP DET NOUN CCONJ NOUN ADP ADJ ADJ CCONJ ADJ NOUN PUNCT ,"PRP VBZ IN DT NN WDT DT NNP NNP VBZ VBG DT NN NN VBN IN DT JJ NN IN JJ NN , WDT VBZ VBN IN DT NN CC NN IN JJ JJ CC JJ NNS . ",ADP DET NOUN PUNCT DET PROPN PROPN AUX VERB ADP NOUN DET NOUN ADJ ADJ ADP DET NOUN ADJ ADP ADJ NOUN PUNCT PRON PRON VERB ADP NOUN ADP DET NOUN CCONJ DET NOUN ADP DET NOUN ADP NOUN ADJ CCONJ ADJ PUNCT ,"IN DT NN , DT NNP NNP VBZ VBG IN NN DT NN JJ JJ IN DT NN JJ IN JJ NN , DT PRP VBZ IN NNP IN DT NN CC DT NN IN DT NN IN NNS JJ CC JJ . "
2526,"Far from encouraging 'corporate social responsibility', which is, in practice, non-existent, these agreements only protect the profits of large companies and financial institutions, and do not give the proper attention to labour rights, to the importance of collective bargaining and workers' freedom of association, to the effective elimination of discrimination in respect of employment, to the elimination of forced labour, to insecure and poorly paid work, or to child labour.","Lejos de fomentar la ""responsabilidad social de las empresas"", que, en la práctica, es inexistente, estos acuerdos solo protegen los beneficios de las grandes empresas e instituciones financieras, y no prestan la atención debida a los derechos laborales, a la importancia de la negociación colectiva ni a la libertad de asociación de los trabajadores, a la abolición eficaz de la discriminación en relación con el empleo, a la abolición del trabajo forzoso, al trabajo inseguro y mal remunerado o a la abolición del trabajo infantil.",ADV ADP VERB PUNCT ADJ ADJ NOUN PUNCT PUNCT DET VERB PUNCT ADP NOUN PUNCT ADJ ADJ ADJ PUNCT DET NOUN ADV VERB DET NOUN ADP ADJ NOUN CCONJ ADJ NOUN PUNCT CCONJ VERB ADV VERB DET ADJ NOUN ADP NOUN NOUN PUNCT ADP DET NOUN ADP ADJ NOUN CCONJ NOUN PART NOUN ADP NOUN PUNCT ADP DET ADJ NOUN ADP NOUN ADP NOUN ADP NOUN PUNCT ADP DET NOUN ADP VERB NOUN PUNCT ADP ADJ CCONJ ADV VERB NOUN PUNCT CCONJ PART NOUN NOUN PUNCT ,"RB IN VBG `` JJ JJ NN '' , WDT VBZ , IN NN , JJ JJ JJ , DT NNS RB VBP DT NNS IN JJ NNS CC JJ NNS , CC VBP RB VB DT JJ NN IN NN NNS , IN DT NN IN JJ NN CC NNS POS NN IN NN , IN DT JJ NN IN NN IN NN IN NN , IN DT NN IN VBN NN , IN JJ CC RB VBN NN , CC TO NN NN . ",ADV ADP VERB DET PUNCT NOUN ADJ ADP DET NOUN PUNCT PUNCT PRON PUNCT ADP DET NOUN PUNCT AUX ADJ PUNCT DET NOUN ADV VERB DET NOUN ADP DET ADJ NOUN CCONJ NOUN ADJ PUNCT CCONJ ADV VERB DET NOUN ADJ ADP DET NOUN ADJ PUNCT ADP DET NOUN ADP DET NOUN ADJ CCONJ ADP DET NOUN ADP NOUN ADP DET NOUN PUNCT ADP DET NOUN ADJ ADP DET NOUN ADP NOUN ADP DET NOUN PUNCT ADP DET NOUN ADP NOUN ADJ PUNCT ADP NOUN ADJ CCONJ ADV ADJ CCONJ ADP DET NOUN ADP NOUN ADJ PUNCT ,"RB IN TO VB DT '' NN JJ IN DT NNS '' , DT , IN DT NN , VBZ JJ , DT NNS RB VBP DT NNS IN DT JJ NNS CC NNS JJ , CC RB VBP DT NN JJ IN DT NNS JJ , IN DT NN IN DT NN JJ CC IN DT NN IN NN IN DT NNS , IN DT NN JJ IN DT NN IN NNP IN DT NN , IN DT NN IN NN JJ , IN NN JJ CC RB JJ CC IN DT NN IN NN JJ . "
