,error_type,Negative transfer?,Likely reason for mistake,correct_sentence,correct_trigram_ud,incorrect_sentence,incorrect_trigram_ud,incorrect_error_index,zhs,en,nlt,result
1504,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same","Apart from national history, there are more contents about the history of the world. You can go to many sections such as the | Asian Hall, Egyptian Hall, European Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to the British Museum, you will certainly be able to put your history textbook away! ",PROPN PROPN PUNCT,"Apart from national history, there are more contents about the history of the world. You can go to many sections such as the | Asia Hall, Egyptian Hall, European Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to the British Museum, you will certainly be able to put your history textbook away! ",PROPN PROPN PUNCT,25,19.93327264330172,21.597352278844838,False,False
1505,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same","Apart from national history, there are more contents about the history of the world. You can go to many sections such as the Asian Hall, | Egyptian Hall, European Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to the British Museum, you will certainly be able to put your history textbook away! ",PROPN PROPN PUNCT,"Apart from national history, there are more contents about the history of the world. You can go to many sections such as the Asian Hall, | Egypt Hall, European Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to the British Museum, you will certainly be able to put your history textbook away! ",PROPN PROPN PUNCT,28,19.93327264330172,21.597352278844838,False,False
1506,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same","Apart from national history, there are more contents about the history of the world. You can go to many sections such as the Asian Hall, Egyptian Hall, | European Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to the British Museum, you will certainly be able to put your history textbook away! ",PROPN PROPN CCONJ,"Apart from national history, there are more contents about the history of the world. You can go to many sections such as the Asian Hall, Egyptian Hall, | Europe Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to the British Museum, you will certainly be able to put your history textbook away! ",PROPN PROPN CCONJ,31,19.93327264330172,21.597352278844838,False,False
1507,FN,True,Missing plural,"One day, a little girl called Sara . She was walking over a bridge. Suddenly, she heard a man's voice calling her: ""Sara...Sara.. look down to the river."" Then Sara looked into the river. She was very scared . Because , because she saw a golden fish who was smiling at her and talking to her. After a few seconds, Sara felt that the golden fish was lovely. She had never seen any fish that had that wonderful colour and could talk with her. Because Sara didn't have any | brothers and sisters, and her Mom and Dad needed to work every day, she was very lonely. ",NOUN CCONJ NOUN,"One day, a little girl called Sara . She was walking over a bridge. Suddenly, she heard a man's voice calling her: ""Sara...Sara.. look down to the river."" Then Sara looked into the river. She was very scared . Because , because she saw a golden fish who was smiling at her and talking to her. After a few seconds, Sara felt that the golden fish was lovely. She had never seen any fish that had that wonderful colour and could talk with her. Because Sara didn't have any | brother and sisters, and her Mom and Dad needed to work every day, she was very lonely. ",NOUN CCONJ NOUN,106,20.406533737600526,20.52783172787153,False,False
1508,FN,True,Missing plural,"One day, a little girl called Sara . She was walking over a bridge. Suddenly, she heard a man's voice calling her: ""Sara...Sara.. look down to the river."" Then Sara looked into the river. She was very scared . Because , because she saw a golden fish who was smiling at her and talking to her. After a few seconds, Sara felt that the golden fish was lovely. She had never seen any fish that had that wonderful colour and could talk with her. Because Sara didn't have any brothers and | sisters, and her Mom and Dad needed to work every day, she was very lonely. ",NOUN PUNCT CCONJ,"One day, a little girl called Sara . She was walking over a bridge. Suddenly, she heard a man's voice calling her: ""Sara...Sara.. look down to the river."" Then Sara looked into the river. She was very scared . Because , because she saw a golden fish who was smiling at her and talking to her. After a few seconds, Sara felt that the golden fish was lovely. She had never seen any fish that had that wonderful colour and could talk with her. Because Sara didn't have any brothers and | sister, and her Mom and Dad needed to work every day, she was very lonely. ",NOUN PUNCT CCONJ,108,22.089231032563504,21.80026457410461,True,True
1509,FN,True,Missing plural,"I am writing to give | suggestions regarding the international art festival, which I went to one week ago. It was really good, but I feel it could be better next year. ",NOUN VERB DET,"I am writing to give | suggestion regarding the international art festival, which I went to one week ago. It was really good, but I feel it could be better next year. ",NOUN VERB DET,5,21.994531934494454,21.39736637611521,True,True
1510,FN,False,Number disagreement,"I saw your advertisement in ""the Sun"" newspaper on 10th November, and I went to the festival last Friday. Most of the events were wonderful and well-organised well organised . I enjoyed it, but I think it could be even better next year, so I would like to give my inmature | view of it. ",NOUN ADP PRON,"I saw your advertisement in ""the Sun"" newspaper on 10th November, and I went to the festival last Friday. Most of the events were wonderful and well-organised well organised . I enjoyed it, but I think it could be even better next year, so I would like to give my inmature | views of it. ",NOUN ADP PRON,59,20.496555674776975,21.667797109695396,False,True
1511,FN,True,Missing plural,"Moreover, the stars and artists were from only six countries , . In my opinion, if you can invite more stars and artists from more countries, it will make the festival more exciting, more interesting, and in my opinion, some of the concert halls were too small , the . The people in there couldn't even go to the loo ! , because it was too crowded. Finally, the plays and films were wonderfully welcomed , as far as I'm concerned. If you can have more | plays and films, it will have a good effect. ",NOUN CCONJ NOUN,"Moreover, the stars and artists were from only six countries , . In my opinion, if you can invite more stars and artists from more countries, it will make the festival more exciting, more interesting, and in my opinion, some of the concert halls were too small , the . The people in there couldn't even go to the loo ! , because it was too crowded. Finally, the plays and films were wonderfully welcomed , as far as I'm concerned. If you can have more | play and films, it will have a good effect. ",NOUN CCONJ NOUN,97,20.406533737600526,20.52783172787153,False,False
1512,FN,False,Number disagreement,I'm looking forward to receiving your | reply.,NOUN PUNCT _,I'm looking forward to receiving your | replies.,NOUN PUNCT _,7,22.089231032563504,21.80026457410461,True,False
1513,FN,True,Missing plural,"When I found the advertisement for the International Arts Festival, I was very excited. It is great to hold an annual international arts festival in this place. Then I spent two days at the festival. I enjoyed it very much. There were so many exciting things I saw, such as stars and artists from around the world . Jazz , jazz , rock and classical concerts, plays and dance | shows etc. The specified thing that is worth remembering here is the reasonably-priced ticket for all events, it is excellent because most tourists could offer what they liked. ",NOUN X PUNCT,"When I found the advertisement for the International Arts Festival, I was very excited. It is great to hold an annual international arts festival in this place. Then I spent two days at the festival. I enjoyed it very much. There were so many exciting things I saw, such as stars and artists from around the world . Jazz , jazz , rock and classical concerts, plays and dance | show etc. The specified thing that is worth remembering here is the reasonably-priced ticket for all events, it is excellent because most tourists could offer what they liked. ",NOUN X PUNCT,76,18.02936326951562,18.203345485841673,False,False
1514,FN,True,Missing plural,"Although I enjoyed it, there were still | some things that needed to be improved. For example, there were some concert halls which were too small to hold so many people, the stars and artists were just from six countries, which is not enough for the audience. In addition, when you organize next year's international arts festival, could you arrange more plays and films . ? ",DET NOUN DET,"Although I enjoyed it, there were still | some thing that needed to be improved. For example, there were some concert halls which were too small to hold so many people, the stars and artists were just from six countries, which is not enough for the audience. In addition, when you organize next year's international arts festival, could you arrange more plays and films . ? ",DET NOUN DET,8,19.804752539753643,21.580798011811236,False,False
1515,FN,False,Number disagreement,"This happened on Thursday afternoon. When everyone finished their lunch, they all got into their classrooms quickly because they all knew that the headmaster walked round the school every Thursday. But some naughty students in my class were throwing paper aeroplanes when the teacher was writing something on the board. Unfortunately, one of the paper planes flew out of the window and hit the headmaster's head. Everyone was laughing and the headmaster's face was full of anger. He then punished Jon but the one who did it was Tim so Jon was very angry and he said something bad about the headmaster to us. Pat heard that and he went to see the headmaster straight after school. The headmaster went to see Jon and Tim and punished them for their bad | behaviour. ",NOUN PUNCT _,"This happened on Thursday afternoon. When everyone finished their lunch, they all got into their classrooms quickly because they all knew that the headmaster walked round the school every Thursday. But some naughty students in my class were throwing paper aeroplanes when the teacher was writing something on the board. Unfortunately, one of the paper planes flew out of the window and hit the headmaster's head. Everyone was laughing and the headmaster's face was full of anger. He then punished Jon but the one who did it was Tim so Jon was very angry and he said something bad about the headmaster to us. Pat heard that and he went to see the headmaster straight after school. The headmaster went to see Jon and Tim and punished them for their bad | behaviours. ",NOUN PUNCT _,142,22.089231032563504,21.80026457410461,True,False
1516,FN,False,Number disagreement,"I am writing this letter in order to complain about my unpleasant experience at your theatre. Two days ago, I went to see the musical show ""Over the Rainbow"" at your theatre. The advertised starting time is 19:30 . But but for some unknown | reason, the play didn't start until 20:15. The audience were anxious and bored. ",NOUN PUNCT DET,"I am writing this letter in order to complain about my unpleasant experience at your theatre. Two days ago, I went to see the musical show ""Over the Rainbow"" at your theatre. The advertised starting time is 19:30 . But but for some unknown | reasons, the play didn't start until 20:15. The audience were anxious and bored. ",NOUN PUNCT DET,49,22.089231032563504,21.80026457410461,True,False
1517,FN,True,Missing plural,"Modern technology has changed my daily life in two ways. First with a lot of advanced techniques being put to practical use, our living | conditions are becoming more and more convenient and comfortable. When we look around the house, it is easy to find things like : a microwave oven, TV set, computer , etc. All these items of equipment are applications of modern science. When you are planning to travel, you can choose a train, car or even a plane as your means of transportation. Without the development of modern technology, it may take you several years to reach your destination. ",NOUN VERB VERB,"Modern technology has changed my daily life in two ways. First with a lot of advanced techniques being put to practical use, our living | condition are becoming more and more convenient and comfortable. When we look around the house, it is easy to find things like : a microwave oven, TV set, computer , etc. All these items of equipment are applications of modern science. When you are planning to travel, you can choose a train, car or even a plane as your means of transportation. Without the development of modern technology, it may take you several years to reach your destination. ",NOUN VERB VERB,26,21.994531934494454,21.39736637611521,True,True
1518,FN,True,Missing plural,Modern technology plays an important role in our | lives. I am hoping to devote myself to its development.,NOUN PUNCT PRON,Modern technology plays an important role in our | life. I am hoping to devote myself to its development.,NOUN PUNCT PRON,8,22.089231032563504,21.80026457410461,True,True
1519,FN,True,Missing plural,"To help us to live happily, | scientists can easily predict the changes on earth , so that we can have time to prepare or defend ourselves from natural disasters. ",NOUN VERB ADV,"To help us to live happily, | scientist can easily predict the changes on earth , so that we can have time to prepare or defend ourselves from natural disasters. ",NOUN VERB ADV,7,21.994531934494454,21.39736637611521,True,True
1520,FN,True,Missing plural,"Weapons are designed to kill and defend in a fight , in . In the Second World War so many Germans were killed , also . Also many people died in other | regions . , e.g. the English. ",NOUN PUNCT PUNCT,"Weapons are designed to kill and defend in a fight , in . In the Second World War so many Germans were killed , also . Also many people died in other | region . , e.g. the English. ",NOUN PUNCT PUNCT,32,22.089231032563504,21.80026457410461,True,True
1521,FN,False,Number disagreement,"Poisonous chemical compounds, e.g. gases , and liquids, are created too , they . They have been used to kill people , most . Most of them produce radiation, which can disable a person, mostly harming their brain and their bodies, and it can also cause | death. ",NOUN PUNCT _,"Poisonous chemical compounds, e.g. gases , and liquids, are created too , they . They have been used to kill people , most . Most of them produce radiation, which can disable a person, mostly harming their brain and their bodies, and it can also cause | deaths. ",NOUN PUNCT _,51,22.089231032563504,21.80026457410461,True,False
1522,FN,False,Number disagreement,"Communication technology, e.g. internet (networks) , and mobile phones . In wars soilors communicate with mobile phones though places to place to get or give information about themselves and the | enemies enemy . ",NOUN NOUN PUNCT,"Communication technology, e.g. internet (networks) , and mobile phones . In wars soilors communicate with mobile phones though places to place to get or give information about themselves and the | enemys enemy . ",ADJ NOUN PUNCT,33,20.181245058411,21.122812578707187,False,True
1523,FN,True,Missing plural,"By using the Internet we can make new pen friends overseas, and create | clubs , and societies. Now a message can travel quicker and it is also worldwide . sending letters takes about a week from Hong Kong to the U.K., but network , eg. e.g. E-mail . , is much faster. require Require the time The time required is only a few minutes. Now we can even create a club on Yahoo, which is free. Modern technology saves us a lot of time and brings us many benefits when we use it in the right way, but some bad way to e.g. send virus to break down network . ",NOUN PUNCT CCONJ,"By using the Internet we can make new pen friends overseas, and create | club , and societies. Now a message can travel quicker and it is also worldwide . sending letters takes about a week from Hong Kong to the U.K., but network , eg. e.g. E-mail . , is much faster. require Require the time The time required is only a few minutes. Now we can even create a club on Yahoo, which is free. Modern technology saves us a lot of time and brings us many benefits when we use it in the right way, but some bad way to e.g. send virus to break down network . ",NOUN PUNCT CCONJ,14,22.089231032563504,21.80026457410461,True,True
1524,FN,False,Number disagreement,"By using the Internet we can make new pen friends overseas, and create clubs , and societies. Now a message can travel quicker and it is also worldwide . sending letters takes about a week from Hong Kong to the U.K., but network , eg. e.g. E-mail . , is much faster. require Require the time The time required is only a few minutes. Now we can even create a club on Yahoo, which is free. Modern technology saves us a lot of | time and brings us many benefits when we use it in the right way, but some bad way to e.g. send virus to break down network . ",NOUN CCONJ VERB,"By using the Internet we can make new pen friends overseas, and create clubs , and societies. Now a message can travel quicker and it is also worldwide . sending letters takes about a week from Hong Kong to the U.K., but network , eg. e.g. E-mail . , is much faster. require Require the time The time required is only a few minutes. Now we can even create a club on Yahoo, which is free. Modern technology saves us a lot of | times and brings us many benefits when we use it in the right way, but some bad way to e.g. send virus to break down network . ",NOUN CCONJ VERB,93,20.406533737600526,20.52783172787153,False,True
1525,FN,False,Number disagreement,"By using the Internet we can make new pen friends overseas, and create clubs , and societies. Now a message can travel quicker and it is also worldwide . sending letters takes about a week from Hong Kong to the U.K., but network , eg. e.g. E-mail . , is much faster. require Require the time The time required is only a few minutes. Now we can even create a club on Yahoo, which is free. Modern technology saves us a lot of time and brings us many benefits when we use it in the right | way, but some bad way to e.g. send virus to break down network . ",NOUN PUNCT CCONJ,"By using the Internet we can make new pen friends overseas, and create clubs , and societies. Now a message can travel quicker and it is also worldwide . sending letters takes about a week from Hong Kong to the U.K., but network , eg. e.g. E-mail . , is much faster. require Require the time The time required is only a few minutes. Now we can even create a club on Yahoo, which is free. Modern technology saves us a lot of time and brings us many benefits when we use it in the right | ways, but some bad way to e.g. send virus to break down network . ",NOUN PUNCT CCONJ,106,22.089231032563504,21.80026457410461,True,False
1526,FN,True,Missing plural,"Communication has been more conventional, we can simply make a phone call, and send e-mails or faxes instead of writing letters and waiting for a long time. In particular the improvement in the sophistication of personal | computers has greatly helped the spread of information. By using the Internet, you can book newspapers , and magazines, and even go shopping online. ",NOUN VERB ADV,"Communication has been more conventional, we can simply make a phone call, and send e-mails or faxes instead of writing letters and waiting for a long time. In particular the improvement in the sophistication of personal | computer has greatly helped the spread of information. By using the Internet, you can book newspapers , and magazines, and even go shopping online. ",NOUN VERB ADV,41,21.994531934494454,21.39736637611521,True,True
1527,FN,True,Missing plural,"Communication has been more conventional, we can simply make a phone call, and send e-mails or faxes instead of writing letters and waiting for a long time. In particular the improvement in the sophistication of personal computers has greatly helped the spread of information. By using the Internet, you can book | newspapers , and magazines, and even go shopping online. ",NOUN PUNCT CCONJ,"Communication has been more conventional, we can simply make a phone call, and send e-mails or faxes instead of writing letters and waiting for a long time. In particular the improvement in the sophistication of personal computers has greatly helped the spread of information. By using the Internet, you can book | newspaper , and magazines, and even go shopping online. ",NOUN PUNCT CCONJ,58,22.089231032563504,21.80026457410461,True,True
1528,FN,True,Missing plural,"Concerning the fashion of the future, I think it depends on people's personalities and they develop their own styles which suit them the most. They can wear different kinds of clothing, like they design for themselves or those like history can wear those of Victorian | times and in different countries . ",NOUN CCONJ ADP,"Concerning the fashion of the future, I think it depends on people's personalities and they develop their own styles which suit them the most. They can wear different kinds of clothing, like they design for themselves or those like history can wear those of Victorian | time and in different countries . ",NOUN CCONJ ADP,49,20.406533737600526,20.52783172787153,False,False
1529,FN,True,Missing plural,"It is a very long time since I was in Year 7. I told Pat that my father and mother were going to separate. I told her because I wanted somebody to share my | feelings. Maybe it was the wrong decision to tell her , she . She began to share that secret with everybody, including the teachers. They tried to contact my parents. My parents were very angry when they realised what had happened. All my friends were trying to keep their distance from me. That was all because of Pat. ",NOUN PUNCT ADV,"It is a very long time since I was in Year 7. I told Pat that my father and mother were going to separate. I told her because I wanted somebody to share my | feeling. Maybe it was the wrong decision to tell her , she . She began to share that secret with everybody, including the teachers. They tried to contact my parents. My parents were very angry when they realised what had happened. All my friends were trying to keep their distance from me. That was all because of Pat. ",NOUN PUNCT ADV,36,22.089231032563504,21.80026457410461,True,True
1530,FN,True,Missing plural,"First of all, the poster told me that this show starred Danny Brook and Tina Truelove but there were different | actors. I am so disappointed. ",NOUN PUNCT PRON,"First of all, the poster told me that this show starred Danny Brook and Tina Truelove but there were different | actor. I am so disappointed. ",NOUN PUNCT PRON,21,22.089231032563504,21.80026457410461,True,True
1531,FN,True,Missing plural,"Lily was one of her best friends for three years. She enjoyed sharing everything with Pat, whatever it was. Nick was Lily's husband. Her husband had been fired the previous year. Lily felt very nervous about their financial | problems and their future . As as they wanted to have a baby. She told Pat about what had happened in her family . And and that she was worried. Of course, she knew Nick didn't like her to tell other people about his private . She told Pat that she didn't want any other people to know about it except her. Pat also promised not to tell other people. ",NOUN CCONJ DET,"Lily was one of her best friends for three years. She enjoyed sharing everything with Pat, whatever it was. Nick was Lily's husband. Her husband had been fired the previous year. Lily felt very nervous about their financial | problem and their future . As as they wanted to have a baby. She told Pat about what had happened in her family . And and that she was worried. Of course, she knew Nick didn't like her to tell other people about his private . She told Pat that she didn't want any other people to know about it except her. Pat also promised not to tell other people. ",NOUN CCONJ DET,44,20.406533737600526,20.52783172787153,False,False
1532,FN,True,Missing plural,"But at a party, their | friends wanted to show their concern, and they went to ask about Nick and give him their sympathy. This made Nick very embarrassed and he felt hurt. Finally, they got separated. ",NOUN VERB PART,"But at a party, their | friend wanted to show their concern, and they went to ask about Nick and give him their sympathy. This made Nick very embarrassed and he felt hurt. Finally, they got separated. ",NOUN VERB PART,6,21.994531934494454,21.39736637611521,True,True
1533,FN,True,Missing plural,"Today, Pat and Lily are still | friends. But Lily never tells her what she really wants and what she really thinks about things. Pat felt very sorry about that but it was too late. ",NOUN PUNCT CCONJ,"Today, Pat and Lily are still | friend. But Lily never tells her what she really wants and what she really thinks about things. Pat felt very sorry about that but it was too late. ",NOUN PUNCT CCONJ,7,22.089231032563504,21.80026457410461,True,True
1534,FN,True,Missing plural,"Today, Pat and Lily are still friends. But Lily never tells her what she really wants and what she really thinks about | things. Pat felt very sorry about that but it was too late. ",NOUN PUNCT PROPN,"Today, Pat and Lily are still friends. But Lily never tells her what she really wants and what she really thinks about | thing. Pat felt very sorry about that but it was too late. ",NOUN PUNCT PROPN,24,22.089231032563504,21.80026457410461,True,True
1535,FN,True,Missing plural,"Nowadays, we use a lot of modern technology both at home and in the office but it has its | advantages and disadvantages. ",NOUN CCONJ NOUN,"Nowadays, we use a lot of modern technology both at home and in the office but it has its | advantage and disadvantages. ",NOUN CCONJ NOUN,20,20.406533737600526,20.52783172787153,False,False
1536,FN,True,Missing plural,"Nowadays, we use a lot of modern technology both at home and in the office but it has its advantages and | disadvantages. ",NOUN PUNCT _,"Nowadays, we use a lot of modern technology both at home and in the office but it has its advantages and | disadvantage . ",NOUN PUNCT _,22,22.089231032563504,21.80026457410461,True,True
1537,FN,True,Missing plural,"How are you? I went to the musical show ""Over the Rainbow"" at your theatre last week. I have got a few things to complain about regarding your theatre. The first thing is in your note it says that you have Danny Brook in the show. But in the show, there was another actor. I was so disappointed, because I came from far away to see Danny Broke. In the note it also says that the show starts at 19:30, and so I went in at 19:25. The show started at 20:15, which means it wasted one hour of my time. The note says that are discounts available there are discounts available on tickets , but I bought my ticket and your people told me that there is no discount on the | tickets. When the show had finished . , I decided to go and visit your theatre restaurant , . But I went there and it was closed for some reason. I was really hungry and I went to another restaurant as soon as I could. The note says that your perfect evening out, I thought I could get my money back, with your poor service and all my reasons, but it was not ask for money back . ",NOUN PUNCT ADV,"How are you? I went to the musical show ""Over the Rainbow"" at your theatre last week. I have got a few things to complain about regarding your theatre. The first thing is in your note it says that you have Danny Brook in the show. But in the show, there was another actor. I was so disappointed, because I came from far away to see Danny Broke. In the note it also says that the show starts at 19:30, and so I went in at 19:25. The show started at 20:15, which means it wasted one hour of my time. The note says that are discounts available there are discounts available on tickets , but I bought my ticket and your people told me that there is no discount on the | ticket . When the show had finished . , I decided to go and visit your theatre restaurant , . But I went there and it was closed for some reason. I was really hungry and I went to another restaurant as soon as I could. The note says that your perfect evening out, I thought I could get my money back, with your poor service and all my reasons, but it was not ask for money back . ",NOUN PUNCT ADV,146,22.089231032563504,21.80026457410461,True,True
1538,FN,False,Number disagreement,"How are you? I went to the musical show ""Over the Rainbow"" at your theatre last week. I have got a few things to complain about regarding your theatre. The first thing is in your note it says that you have Danny Brook in the show. But in the show, there was another actor. I was so disappointed, because I came from far away to see Danny Broke. In the note it also says that the show starts at 19:30, and so I went in at 19:25. The show started at 20:15, which means it wasted one hour of my time. The note says that are discounts available there are discounts available on tickets , but I bought my ticket and your people told me that there is no discount on the tickets. When the show had finished . , I decided to go and visit your theatre restaurant , . But I went there and it was closed for some | reason. I was really hungry and I went to another restaurant as soon as I could. The note says that your perfect evening out, I thought I could get my money back, with your poor service and all my reasons, but it was not ask for money back . ",NOUN PUNCT PRON,"How are you? I went to the musical show ""Over the Rainbow"" at your theatre last week. I have got a few things to complain about regarding your theatre. The first thing is in your note it says that you have Danny Brook in the show. But in the show, there was another actor. I was so disappointed, because I came from far away to see Danny Broke. In the note it also says that the show starts at 19:30, and so I went in at 19:25. The show started at 20:15, which means it wasted one hour of my time. The note says that are discounts available there are discounts available on tickets , but I bought my ticket and your people told me that there is no discount on the tickets. When the show had finished . , I decided to go and visit your theatre restaurant , . But I went there and it was closed for some | reasons. I was really hungry and I went to another restaurant as soon as I could. The note says that your perfect evening out, I thought I could get my money back, with your poor service and all my reasons, but it was not ask for money back . ",NOUN PUNCT PRON,176,22.089231032563504,21.80026457410461,True,False
1539,FN,True,Missing plural,"Science and technology can also be used to produce some | materials, e.g. steel or iron, which are used in our buildings , they . They can make them stronger and hard to destroy. ",NOUN PUNCT ADJ,"Science and technology can also be used to produce some | material, e.g. steel or iron, which are used in our buildings , they . They can make them stronger and hard to destroy. ",NOUN PUNCT ADJ,10,22.089231032563504,21.80026457410461,True,True
1540,FN,True,Missing plural,"Science and technology can also be used to produce some materials, e.g. steel or iron, which are used in our | buildings , they . They can make them stronger and hard to destroy. ",NOUN PUNCT PRON,"Science and technology can also be used to produce some materials, e.g. steel or iron, which are used in our | building , they . They can make them stronger and hard to destroy. ",NOUN PUNCT PRON,22,22.089231032563504,21.80026457410461,True,True
1541,FN,True,Missing plural,"Science and technology can give us a lot of good things for our daily life, making it easy for us to do | things or work. ",NOUN CCONJ VERB,"Science and technology can give us a lot of good things for our daily life, making it easy for us to do | thing or work. ",NOUN CCONJ NOUN,23,20.406533737600526,20.52783172787153,False,False
1542,FN,True,Missing plural,"Even though I would like to travel, I am only available in July, because I am a high school student. Thus I have not got a long holiday. I just have one month . Personally, I would rather stay in log cabins than in tents. On account of the fact that staying in log cabins is much more interesting than staying in tents. As far as two activities are concerned, I would choose singing and photography. I used to win a number of competitions in singing. I can sing plenty of songs . , which include English | songs and the Japanese | songs, and I have a part-time job singing at a restaurant. Although photography is not as good as singing, I am very interested in it. I have been studying photography since I was 15 years old. I got third prize in a competition last year and my level is professional now. Furthermore, I am going to enter a competition next year. ",NOUN CCONJ DET,"Even though I would like to travel, I am only available in July, because I am a high school student. Thus I have not got a long holiday. I just have one month . Personally, I would rather stay in log cabins than in tents. On account of the fact that staying in log cabins is much more interesting than staying in tents. As far as two activities are concerned, I would choose singing and photography. I used to win a number of competitions in singing. I can sing plenty of songs . , which include English | song and the Japanese | song, and I have a part-time job singing at a restaurant. Although photography is not as good as singing, I am very interested in it. I have been studying photography since I was 15 years old. I got third prize in a competition last year and my level is professional now. Furthermore, I am going to enter a competition next year. ",NOUN CCONJ DET,107,20.406533737600526,20.52783172787153,False,False
1543,FN,True,Missing plural,"Even though I would like to travel, I am only available in July, because I am a high school student. Thus I have not got a long holiday. I just have one month . Personally, I would rather stay in log cabins than in tents. On account of the fact that staying in log cabins is much more interesting than staying in tents. As far as two activities are concerned, I would choose singing and photography. I used to win a number of competitions in singing. I can sing plenty of songs . , which include English | songs and the Japanese | songs, and I have a part-time job singing at a restaurant. Although photography is not as good as singing, I am very interested in it. I have been studying photography since I was 15 years old. I got third prize in a competition last year and my level is professional now. Furthermore, I am going to enter a competition next year. ",NOUN CCONJ DET,"Even though I would like to travel, I am only available in July, because I am a high school student. Thus I have not got a long holiday. I just have one month . Personally, I would rather stay in log cabins than in tents. On account of the fact that staying in log cabins is much more interesting than staying in tents. As far as two activities are concerned, I would choose singing and photography. I used to win a number of competitions in singing. I can sing plenty of songs . , which include English | song and the Japanese | song, and I have a part-time job singing at a restaurant. Although photography is not as good as singing, I am very interested in it. I have been studying photography since I was 15 years old. I got third prize in a competition last year and my level is professional now. Furthermore, I am going to enter a competition next year. ",NOUN CCONJ DET,107,20.406533737600526,20.52783172787153,False,False
1544,FN,True,Missing plural,"A few minutes after the concert began, a backstage assistant called in sick who was responsible for checking whether everything was going well according to the timetable , if . If something comes up, she should inform the other staff. I was then taken on to cover her job. I couldn't find my feet at first as I was so nervous. I was given lots of paper with many different | times on it. I did manage to ""study"" them though, thanks to the other staff. They were very helpful and nice. They patiently explained to me my job even though they were fairly busy themselves. Then I found it was not as complicated as I thought at first. And I guess I did a good job as everything was going quite well. ",NOUN ADP PRON,"A few minutes after the concert began, a backstage assistant called in sick who was responsible for checking whether everything was going well according to the timetable , if . If something comes up, she should inform the other staff. I was then taken on to cover her job. I couldn't find my feet at first as I was so nervous. I was given lots of paper with many different | time on it. I did manage to ""study"" them though, thanks to the other staff. They were very helpful and nice. They patiently explained to me my job even though they were fairly busy themselves. Then I found it was not as complicated as I thought at first. And I guess I did a good job as everything was going quite well. ",NOUN ADP PRON,76,20.496555674776975,21.667797109695396,False,False
1545,FN,True,Missing plural,"I saw all the members of the band backstage, how they changed their make-up, hairstyle etc. They were even making jokes with me and other staff. I was impressed when they kept saying "" thank-you thank you "" to the staff. Indeed, they cannot succeed without their help, can they? I was lucky to have this chance and able to learn how they work behind the | scenes. All in all, it was a once-a-lifetime once-in-a-lifetime experience. ",NOUN PUNCT DET,"I saw all the members of the band backstage, how they changed their make-up, hairstyle etc. They were even making jokes with me and other staff. I was impressed when they kept saying "" thank-you thank you "" to the staff. Indeed, they cannot succeed without their help, can they? I was lucky to have this chance and able to learn how they work behind the | scene. All in all, it was a once-a-lifetime once-in-a-lifetime experience. ",NOUN PUNCT DET,79,22.089231032563504,21.80026457410461,True,True
1546,FN,False,Number disagreement,"2. Speaking , : it makes you more confident when you talk with other people. It lets you get more | practice. ",NOUN PUNCT _,"2. Speaking , : it makes you more confident when you talk with other people. It lets you get more | practices . ",NOUN PUNCT _,22,22.089231032563504,21.80026457410461,True,False
1547,FN,True,Missing plural,"Everyone likes | sales, but those so-called sale items are not really good value. In the fashion industry, | sales begin at the end of each season and just last a short time, because those retailers want to make room for new stock. But you'll find your 'cool bargain' soon gets out of date and you have to keep buying new ones. Also supermarket owners have invested a vast amount of money to find out the best way to place goods in order to get the most profit. Therefore, we become impulsive buyers easily under the influence of these tricks. The result , is we feel guilty after spending more than we expected, or even suffer from financial difficulty. ",NOUN PUNCT CCONJ,"Everyone likes | sale, but those so-called sale items are not really good value. In the fashion industry, | sale begin at the end of each season and just last a short time, because those retailers want to make room for new stock. But you'll find your 'cool bargain' soon gets out of date and you have to keep buying new ones. Also supermarket owners have invested a vast amount of money to find out the best way to place goods in order to get the most profit. Therefore, we become impulsive buyers easily under the influence of these tricks. The result , is we feel guilty after spending more than we expected, or even suffer from financial difficulty. ",NOUN PUNCT CCONJ,2,22.089231032563504,21.80026457410461,True,True
