,Unnamed: 0,error_type,Negative transfer?,Likely reason for mistake,correct_sentence,correct_trigram_ud,incorrect_sentence,incorrect_trigram_ud,nlt,result
2294,4,RT,False,Word omitted even though in the Chinese translation it would be there,"Therefore, she came to the river every day and talked about everything | with the golden fish. They were very close friends. After half a year, the golden fish suddenly disappeared. Sara was very sad. She sat and cried by the river. Then somebody called her name: ""Sara... Sara... look at me... I'm standing on your left-hand side."" Sara remembered the golden fish. It had suddenly become human, a little boy. After a few days they got married. They had a wonderful life together. ",ADP DET ADJ,"Therefore, she came to the river every day and talked about everything | to the golden fish. They were very close friends. After half a year, the golden fish suddenly disappeared. Sara was very sad. She sat and cried by the river. Then somebody called her name: ""Sara... Sara... look at me... I'm standing on your left-hand side."" Sara remembered the golden fish. It had suddenly become human, a little boy. After a few days they got married. They had a wonderful life together. ",ADP DET ADJ,,
2295,5,RT,False,Word omitted even though in the Chinese translation it would be there,"Therefore, she came to the river every day and talked about everything with the golden fish. They were very close friends. After half a year, the golden fish suddenly disappeared. Sara was very sad. She sat and cried | by the river. Then somebody called her name: ""Sara... Sara... look at me... I'm standing on your left-hand side."" Sara remembered the golden fish. It had suddenly become human, a little boy. After a few days they got married. They had a wonderful life together. ",ADP DET NOUN,"Therefore, she came to the river every day and talked about everything with the golden fish. They were very close friends. After half a year, the golden fish suddenly disappeared. Sara was very sad. She sat and cried | on the river. Then somebody called her name: ""Sara... Sara... look at me... I'm standing on your left-hand side."" Sara remembered the golden fish. It had suddenly become human, a little boy. After a few days they got married. They had a wonderful life together. ",ADP DET NOUN,,
2296,6,RT,False,"Misuing ""for""; mistake even native speakers would make","I am writing to give suggestions | regarding the international art festival, which I went to one week ago. It was really good, but I feel it could be better next year. ",VERB DET ADJ,"I am writing to give suggestions | for the international art festival, which I went to one week ago. It was really good, but I feel it could be better next year. ",ADP DET ADJ,,
2297,7,RT,False,Word omitted even though in the Chinese translation it would be there,"Firstly, I want to say it is a great idea to have this international arts festival , it . It is very interesting, especially for young people. I went to this festival with four friends and all of us enjoyed our time there very much. It was said that stars and artists from around the world would be there | in the advertisement, but in fact they were from only six different countries, so I hope there will be artists from more countries next year. Although the jazz, rock and classical music was great, some concerts and halls were too small , could . Could you consider making them bigger next year . ? ",ADP DET NOUN,"Firstly, I want to say it is a great idea to have this international arts festival , it . It is very interesting, especially for young people. I went to this festival with four friends and all of us enjoyed our time there very much. It was said that stars and artists from around the world would be there | on the advertisement, but in fact they were from only six different countries, so I hope there will be artists from more countries next year. Although the jazz, rock and classical music was great, some concerts and halls were too small , could . Could you consider making them bigger next year . ? ",ADP DET NOUN,,
2298,8,RT,True,Chinese conventions conflict with English,"Anyway, in my country, generally, children are free at home, but it also depends on their parents. For me, I don't have rules at home , - I just don't make trouble | for my family , that's . That's all. ",ADP DET NOUN,"Anyway, in my country, generally, children are free at home, but it also depends on their parents. For me, I don't have rules at home , - I just don't make trouble | to my family , that's . That's all. ",ADP DET NOUN,,
2299,9,RT,False,Overgeneralization,"I was really pleased to receive your letter yesterday , you . You asked me about rules ; , both | in my home and at my school , . I am very happy to tell you about this. ",ADP DET NOUN,"I was really pleased to receive your letter yesterday , you . You asked me about rules ; , both | at my home and at my school , . I am very happy to tell you about this. ",ADP DET NOUN,,
2300,10,RT,True,"""of"" maps to the gentive/possessive marker 的 in Chinese","When I found the advertisement | for the International Arts Festival, I was very excited. It is great to hold an annual international arts festival in this place. Then I spent two days at the festival. I enjoyed it very much. There were so many exciting things I saw, such as stars and artists from around the world . Jazz , jazz , rock and classical concerts, plays and dance shows etc. The specified thing that is worth remembering here is the reasonably-priced ticket for all events, it is excellent because most tourists could offer what they liked. ",ADP DET PROPN,"When I found the advertisement | of the International Arts Festival, I was very excited. It is great to hold an annual international arts festival in this place. Then I spent two days at the festival. I enjoyed it very much. There were so many exciting things I saw, such as stars and artists from around the world . Jazz , jazz , rock and classical concerts, plays and dance shows etc. The specified thing that is worth remembering here is the reasonably-priced ticket for all events, it is excellent because most tourists could offer what they liked. ",ADP DET PROPN,,
2301,11,RT,False,,"You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are | in the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak to each other in class. They have to finish homework within a limited time. They cannot oppose the teacher, girls are not allowed to wear make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me a lot of homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ",ADP DET ADJ,"You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are | at the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak to each other in class. They have to finish homework within a limited time. They cannot oppose the teacher, girls are not allowed to wear make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me a lot of homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ",ADP DET ADJ,,
2302,12,RT,False,Misusing preposition; Chinese doesn't use the word in this context,"You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are in the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. | As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak to each other in class. They have to finish homework within a limited time. They cannot oppose the teacher, girls are not allowed to wear make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me a lot of homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ",ADP DET NOUN,"You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are in the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. | In a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak to each other in class. They have to finish homework within a limited time. They cannot oppose the teacher, girls are not allowed to wear make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me a lot of homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ",ADP DET NOUN,,
2303,13,RT,True,English words map to the same Chinese word,"You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are in the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak to each other in class. They have to finish homework | within a limited time. They cannot oppose the teacher, girls are not allowed to wear make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me a lot of homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ",ADP DET ADJ,"You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are in the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak to each other in class. They have to finish homework | in a limited time. They cannot oppose the teacher, girls are not allowed to wear make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me a lot of homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ",ADP DET ADJ,,
2304,14,RT,True,"""of"" maps to the gentive/possessive marker 的 in Chinese","Now I'm a mother of two children. They are both in school. Compared to my experience, I want to give them a more open attitude about everything. I want to be a mother | to them and a friend | to them. But at school, although I hope the teacher doesn't give students so much homework, and doesn't forbid the opposite voice of the students, there is nothing I can do because of our culture. It's quite sad. ",ADP PRON CCONJ,"Now I'm a mother of two children. They are both in school. Compared to my experience, I want to give them a more open attitude about everything. I want to be a mother | of them and a friend | of them. But at school, although I hope the teacher doesn't give students so much homework, and doesn't forbid the opposite voice of the students, there is nothing I can do because of our culture. It's quite sad. ",ADP PRON CCONJ,,
2305,15,RT,True,"""of"" maps to the gentive/possessive marker 的 in Chinese","Now I'm a mother of two children. They are both in school. Compared to my experience, I want to give them a more open attitude about everything. I want to be a mother | to them and a friend | to them. But at school, although I hope the teacher doesn't give students so much homework, and doesn't forbid the opposite voice of the students, there is nothing I can do because of our culture. It's quite sad. ",ADP PRON CCONJ,"Now I'm a mother of two children. They are both in school. Compared to my experience, I want to give them a more open attitude about everything. I want to be a mother | of them and a friend | of them. But at school, although I hope the teacher doesn't give students so much homework, and doesn't forbid the opposite voice of the students, there is nothing I can do because of our culture. It's quite sad. ",ADP PRON CCONJ,,
2306,16,RT,False,Chinese doesn't use the word in this context,"Unfortunately, Pat wasn't very good at keeping secrets. He went to see the headmaster and told him the whole truth. Tim was the one who threw the paper aeroplane | at the headmaster and Jon was the one who said some bad words behind the headmaster's back after he punished Jon. The headmaster was extremely angry about it and he gave both students a heavy punishment, which was suspension from school for a week. ",ADP DET NOUN,"Unfortunately, Pat wasn't very good at keeping secrets. He went to see the headmaster and told him the whole truth. Tim was the one who threw the paper aeroplane | to the headmaster and Jon was the one who said some bad words behind the headmaster's back after he punished Jon. The headmaster was extremely angry about it and he gave both students a heavy punishment, which was suspension from school for a week. ",ADP DET NOUN,,
2307,17,RT,True,Chinese conventions conflict with English,"This happened | on Thursday afternoon. When everyone finished their lunch, they all got into their classrooms quickly because they all knew that the headmaster walked round the school every Thursday. But some naughty students in my class were throwing paper aeroplanes when the teacher was writing something on the board. Unfortunately, one of the paper planes flew out of the window and hit the headmaster's head. Everyone was laughing and the headmaster's face was full of anger. He then punished Jon but the one who did it was Tim so Jon was very angry and he said something bad about the headmaster to us. Pat heard that and he went to see the headmaster straight after school. The headmaster went to see Jon and Tim and punished them for their bad behaviour. ",ADP PROPN NOUN,"This happened | in Thursday afternoon. When everyone finished their lunch, they all got into their classrooms quickly because they all knew that the headmaster walked round the school every Thursday. But some naughty students in my class were throwing paper aeroplanes when the teacher was writing something on the board. Unfortunately, one of the paper planes flew out of the window and hit the headmaster's head. Everyone was laughing and the headmaster's face was full of anger. He then punished Jon but the one who did it was Tim so Jon was very angry and he said something bad about the headmaster to us. Pat heard that and he went to see the headmaster straight after school. The headmaster went to see Jon and Tim and punished them for their bad behaviour. ",ADP PROPN NOUN,,
2308,18,RT,False,Word omitted even though in the Chinese translation it would be there,"This happened on Thursday afternoon. When everyone finished their lunch, they all got into their classrooms quickly because they all knew that the headmaster walked round the school every Thursday. But some naughty students in my class were throwing paper aeroplanes when the teacher was writing something on the board. Unfortunately, one of the paper planes flew out of the window and hit the headmaster's head. Everyone was laughing and the headmaster's face was full of anger. He then punished Jon but the one who did it was Tim so Jon was very angry and he said something bad about the headmaster | to us. Pat heard that and he went to see the headmaster straight after school. The headmaster went to see Jon and Tim and punished them for their bad behaviour. ",ADP PRON PUNCT,"This happened on Thursday afternoon. When everyone finished their lunch, they all got into their classrooms quickly because they all knew that the headmaster walked round the school every Thursday. But some naughty students in my class were throwing paper aeroplanes when the teacher was writing something on the board. Unfortunately, one of the paper planes flew out of the window and hit the headmaster's head. Everyone was laughing and the headmaster's face was full of anger. He then punished Jon but the one who did it was Tim so Jon was very angry and he said something bad about the headmaster | among us. Pat heard that and he went to see the headmaster straight after school. The headmaster went to see Jon and Tim and punished them for their bad behaviour. ",ADP PRON PUNCT,,
2309,19,RT,False,Word omitted even though in the Chinese translation it would be there,I have recently been to the Circle Theatre and watched the musical show - Over the Rainbow. I am writing to you because there were deviations from the advertisement which was published | in the newspaper.,ADP DET NOUN,I have recently been to the Circle Theatre and watched the musical show - Over the Rainbow. I am writing to you because there were deviations from the advertisement which was published | on the newspaper.,ADP DET NOUN,,
2310,20,RT,True,"English words map to the same Chinese word; Misuing ""for""","According to the advert, it says clearly The advert clearly says that discounts are available, but when I was buying the tickets, I did not have this offer . As a result, I had to pay the full price of £15. The second point is that the show had a delay of about 30 minutes. Although I believe there must have been problems, I expect your company managed to sort it out in the quickest way. Apart from that, the most disappointing fact is that there were different actors instead of Danny brook and Tina Truelove, | because of whom I was coming . After the show we went to the theatre restaurant, but it was closed for refurbishment. ",ADP ADP PRON,"According to the advert, it says clearly The advert clearly says that discounts are available, but when I was buying the tickets, I did not have this offer . As a result, I had to pay the full price of £15. The second point is that the show had a delay of about 30 minutes. Although I believe there must have been problems, I expect your company managed to sort it out in the quickest way. Apart from that, the most disappointing fact is that there were different actors instead of Danny brook and Tina Truelove, | for whom I was coming . After the show we went to the theatre restaurant, but it was closed for refurbishment. ",ADP PRON PRON,,
2311,21,RT,True,Chinese conventions conflict with English,"According to the advert, it says clearly The advert clearly says that discounts are available, but when I was buying the tickets, I did not have this offer . As a result, I had to pay the full price of £15. The second point is that the show had a delay of about 30 minutes. Although I believe there must have been problems, I expect your company managed to sort it out in the quickest way. Apart from that, the most disappointing fact is that there were different actors instead of Danny brook and Tina Truelove, because of whom I was coming . After the show we went to the theatre restaurant, but it was closed | for refurbishment. ",ADP NOUN PUNCT,"According to the advert, it says clearly The advert clearly says that discounts are available, but when I was buying the tickets, I did not have this offer . As a result, I had to pay the full price of £15. The second point is that the show had a delay of about 30 minutes. Although I believe there must have been problems, I expect your company managed to sort it out in the quickest way. Apart from that, the most disappointing fact is that there were different actors instead of Danny brook and Tina Truelove, because of whom I was coming . After the show we went to the theatre restaurant, but it was closed | due to refurbishment. ",ADP ADP NOUN,,
2312,22,RT,False,Chinese doesn't use the word in this context; Misusing about,I was not really satisfied | with the show and I certainly believe that it was not a perfect evening out. I therefore would like to have a refund of the £30 which I spent on the tickets.,ADP DET NOUN,I was not really satisfied | about the show and I certainly believe that it was not a perfect evening out. I therefore would like to have a refund of the £30 which I spent on the tickets.,ADP DET NOUN,,
2313,23,RT,True,Chinese conventions conflict with English,"Unfortunately, Pat wasn't very good at keeping secrets. My story had already been spread the next day. Although failing in the exams wasn't really a big deal, it was awful that people kept mentioning it. I didn't think I was going to survive after failing the exams and my best friend had been untrustworthy. But this idea was soon be put off since I noticed | in the newspaper that I had won the writing competition. I couldn't believe my luck , . I was really sure that I won a return ticket to the Mediterranean Sea. During the trip, I made friends with other people who had also won the competition in their towns. They were so kind to me that we soon became good friends. For the last few days, we spent our time sightseeing and shopping. I must admit that it was the greatest time I have ever had in my life. On the last day when I was packing and getting ready to leave, I realised I had lost my passport and tickets. A horrible thought suddenly came into my mind. My bad luck had never left me. It had only hidden away from me and when there was a chance, it was going to give me a 'surprise'. ",ADP DET NOUN,"Unfortunately, Pat wasn't very good at keeping secrets. My story had already been spread the next day. Although failing in the exams wasn't really a big deal, it was awful that people kept mentioning it. I didn't think I was going to survive after failing the exams and my best friend had been untrustworthy. But this idea was soon be put off since I noticed | on the newspaper that I had won the writing competition. I couldn't believe my luck , . I was really sure that I won a return ticket to the Mediterranean Sea. During the trip, I made friends with other people who had also won the competition in their towns. They were so kind to me that we soon became good friends. For the last few days, we spent our time sightseeing and shopping. I must admit that it was the greatest time I have ever had in my life. On the last day when I was packing and getting ready to leave, I realised I had lost my passport and tickets. A horrible thought suddenly came into my mind. My bad luck had never left me. It had only hidden away from me and when there was a chance, it was going to give me a 'surprise'. ",ADP DET NOUN,,
2314,24,RT,False,"Misuing ""for""","I went to the theatre to buy the ticket and expected to get a discount as I was a student. However, the salesman in the box office told me the discount tickets had sold out. I could not understand why but I still bought the ticket because I was crazy about Danny Brook. Then, I went into the theatre on time but became a little bit angry | after waiting until 20:15, forty-five minutes after the expected starting time. Furthermore, I was so disappointed to find out that Danny Brook was not on the stage and the leading actor sang so badly that I left the theatre before it finished. Last, I went to the theatre restaurant but it was closed because it needed cleaning. ",ADP VERB ADP,"I went to the theatre to buy the ticket and expected to get a discount as I was a student. However, the salesman in the box office told me the discount tickets had sold out. I could not understand why but I still bought the ticket because I was crazy about Danny Brook. Then, I went into the theatre on time but became a little bit angry | for waiting until 20:15, forty-five minutes after the expected starting time. Furthermore, I was so disappointed to find out that Danny Brook was not on the stage and the leading actor sang so badly that I left the theatre before it finished. Last, I went to the theatre restaurant but it was closed because it needed cleaning. ",ADP VERB ADP,,
2315,25,RT,True,Chinese doesn't use the word in this context; Preposition that makes most sense to Chinese speakers is used,"A week later, when I was still in a bad mood, my form teacher, Mrs Brown, talked about jobs in our English lesson. She told us there were numerous types of job in the world. Some offered a high salary while some did not. However, they are equally important for our society. 'Who wants to be a doctor?' She asked. Many students raised their hands. 'Who wants to be a lawyer?' Again, many students put up their hand. But when she asked who wanted to be a cleaner, nobody raised his hand and I felt so ashamed that I lowered my head. 'Cleaner is a very good job.' Mrs Brown said | in a loud voice. 'If there were no cleaners, who would clean the school for us , who ? Who would keep the environment nice and tidy . ? ' Suddenly, all my classmates applauded and smiled at me with respect. The teacher also grinned and I was so impressed and repeated the words in my heart: 'All jobs have the same importance.' ",ADP DET ADJ,"A week later, when I was still in a bad mood, my form teacher, Mrs Brown, talked about jobs in our English lesson. She told us there were numerous types of job in the world. Some offered a high salary while some did not. However, they are equally important for our society. 'Who wants to be a doctor?' She asked. Many students raised their hands. 'Who wants to be a lawyer?' Again, many students put up their hand. But when she asked who wanted to be a cleaner, nobody raised his hand and I felt so ashamed that I lowered my head. 'Cleaner is a very good job.' Mrs Brown said | with a loud voice. 'If there were no cleaners, who would clean the school for us , who ? Who would keep the environment nice and tidy . ? ' Suddenly, all my classmates applauded and smiled at me with respect. The teacher also grinned and I was so impressed and repeated the words in my heart: 'All jobs have the same importance.' ",ADP DET ADJ,,
2316,26,RT,True,Chinese conventions conflict with English,"A week later, when I was still in a bad mood, my form teacher, Mrs Brown, talked about jobs in our English lesson. She told us there were numerous types of job in the world. Some offered a high salary while some did not. However, they are equally important for our society. 'Who wants to be a doctor?' She asked. Many students raised their hands. 'Who wants to be a lawyer?' Again, many students put up their hand. But when she asked who wanted to be a cleaner, nobody raised his hand and I felt so ashamed that I lowered my head. 'Cleaner is a very good job.' Mrs Brown said in a loud voice. 'If there were no cleaners, who would clean the school for us , who ? Who would keep the environment nice and tidy . ? ' Suddenly, all my classmates applauded and smiled | at me with respect. The teacher also grinned and I was so impressed and repeated the words in my heart: 'All jobs have the same importance.' ",ADP PRON ADP,"A week later, when I was still in a bad mood, my form teacher, Mrs Brown, talked about jobs in our English lesson. She told us there were numerous types of job in the world. Some offered a high salary while some did not. However, they are equally important for our society. 'Who wants to be a doctor?' She asked. Many students raised their hands. 'Who wants to be a lawyer?' Again, many students put up their hand. But when she asked who wanted to be a cleaner, nobody raised his hand and I felt so ashamed that I lowered my head. 'Cleaner is a very good job.' Mrs Brown said in a loud voice. 'If there were no cleaners, who would clean the school for us , who ? Who would keep the environment nice and tidy . ? ' Suddenly, all my classmates applauded and smiled | to me with respect. The teacher also grinned and I was so impressed and repeated the words in my heart: 'All jobs have the same importance.' ",ADP PRON ADP,,
2317,27,RT,True,Chinese conventions conflict with English,"I am writing this letter in order to complain about my unpleasant experience | at your theatre. Two days ago, I went to see the musical show ""Over the Rainbow"" at your theatre. The advertised starting time is 19:30 . But but for some unknown reason, the play didn't start until 20:15. The audience were anxious and bored. ",ADP DET NOUN,"I am writing this letter in order to complain about my unpleasant experience | in your theatre. Two days ago, I went to see the musical show ""Over the Rainbow"" at your theatre. The advertised starting time is 19:30 . But but for some unknown reason, the play didn't start until 20:15. The audience were anxious and bored. ",ADP DET NOUN,,
2318,28,RT,True,Chinese conventions conflict with English,"I am writing this letter in order to complain about my unpleasant experience at your theatre. Two days ago, I went to see the musical show ""Over the Rainbow"" at your theatre. The advertised starting time is 19:30 . But but | for some unknown reason, the play didn't start until 20:15. The audience were anxious and bored. ",ADP DET ADJ,"I am writing this letter in order to complain about my unpleasant experience at your theatre. Two days ago, I went to see the musical show ""Over the Rainbow"" at your theatre. The advertised starting time is 19:30 . But but | due to some unknown reason, the play didn't start until 20:15. The audience were anxious and bored. ",ADP ADP DET,,
2319,29,RT,False,Overgeneralization,"What made things even worse was that the leading actor Danny Brook did not appear | on the stage at all. A second-class actor An understudy took his place. We felt totally disappointed and cheated. After the show, I was hungry and tired. As your poster suggested, I intended to rest for a while at your restaurant. But when I got there, it had closed. In addition, the ticket office didn't offer me any discounts, as you had advertised on the poster, when I bought the ticket. ",ADP DET NOUN,"What made things even worse was that the leading actor Danny Brook did not appear | at the stage at all. A second-class actor An understudy took his place. We felt totally disappointed and cheated. After the show, I was hungry and tired. As your poster suggested, I intended to rest for a while at your restaurant. But when I got there, it had closed. In addition, the ticket office didn't offer me any discounts, as you had advertised on the poster, when I bought the ticket. ",ADP DET NOUN,,
2320,30,RT,True,Chinese conventions conflict with English; Word omitted even though in the Chinese translation it would be there,"What made things even worse was that the leading actor Danny Brook did not appear on the stage at all. A second-class actor An understudy took his place. We felt totally disappointed and cheated. After the show, I was hungry and tired. As your poster suggested, I intended to rest for a while at your restaurant. But when I got there, it had closed. In addition, the ticket office didn't offer me any discounts, as you had advertised | on the poster, when I bought the ticket. ",ADP DET NOUN,"What made things even worse was that the leading actor Danny Brook did not appear on the stage at all. A second-class actor An understudy took his place. We felt totally disappointed and cheated. After the show, I was hungry and tired. As your poster suggested, I intended to rest for a while at your restaurant. But when I got there, it had closed. In addition, the ticket office didn't offer me any discounts, as you had advertised | in the poster, when I bought the ticket. ",ADP DET NOUN,,
2321,31,RT,True,Preposition that makes most sense to Chinese speakers is used,"Modern technology has changed my daily life in two ways. First with a lot of advanced techniques being put | to practical use, our living conditions are becoming more and more convenient and comfortable. When we look around the house, it is easy to find things like : a microwave oven, TV set, computer , etc. All these items of equipment are applications of modern science. When you are planning to travel, you can choose a train, car or even a plane as your means of transportation. Without the development of modern technology, it may take you several years to reach your destination. ",ADP ADJ NOUN,"Modern technology has changed my daily life in two ways. First with a lot of advanced techniques being put | into practical use, our living conditions are becoming more and more convenient and comfortable. When we look around the house, it is easy to find things like : a microwave oven, TV set, computer , etc. All these items of equipment are applications of modern science. When you are planning to travel, you can choose a train, car or even a plane as your means of transportation. Without the development of modern technology, it may take you several years to reach your destination. ",ADP ADJ NOUN,,
2322,32,RT,True,English words map to the same Chinese word; Chinese doesn't use the word in this context,"Second, modern technology makes communication much easier and more enjoyable. With the spreading use of the Internet, people living in different parts of the world can chat with each other | via the web. And , we can also share important information with other people. The development of information technology has changed the world into ""a global village"". ",ADP DET NOUN,"Second, modern technology makes communication much easier and more enjoyable. With the spreading use of the Internet, people living in different parts of the world can chat with each other | through the web. And , we can also share important information with other people. The development of information technology has changed the world into ""a global village"". ",ADP DET NOUN,,
2323,33,RT,True,Preposition that makes most sense to Chinese speakers is used,Modern technology plays an important role in our lives. I am hoping to devote myself | to its development.,ADP DET NOUN,Modern technology plays an important role in our lives. I am hoping to devote myself | into its development.,ADP DET NOUN,,
2324,34,RT,True,Preposition that makes most sense to Chinese speakers is used,"That evening we didn't want to have our supper before the show. Anyway I thought it would be too early to eat and also because the timetable or candidates you give me have say : ""visit our theatre restaurant after the show"". So we did, but unfortunately it was closed and I was so disappointed about it, not only because we had expected Danny Brook and Tina Truelove to be the actor of starring . Also I don't really mind that the show started late but the rute of that evening was rucented . And there were no discounts when you said there would be! Why is it everything that on the canidates was wrong and different from what we experienced. We don't expect much bad to happen | on our holiday, but this was a perfect show as well , it was the worst show and theatre I have ever been to in my life. ",ADP DET NOUN,"That evening we didn't want to have our supper before the show. Anyway I thought it would be too early to eat and also because the timetable or candidates you give me have say : ""visit our theatre restaurant after the show"". So we did, but unfortunately it was closed and I was so disappointed about it, not only because we had expected Danny Brook and Tina Truelove to be the actor of starring . Also I don't really mind that the show started late but the rute of that evening was rucented . And there were no discounts when you said there would be! Why is it everything that on the canidates was wrong and different from what we experienced. We don't expect much bad to happen | in our holiday, but this was a perfect show as well , it was the worst show and theatre I have ever been to in my life. ",ADP DET NOUN,,
2325,35,RT,True,English words map to the same Chinese word,"Weapons are designed to kill and defend in a fight , in . In the Second World War so many Germans were killed , also . Also many people died | in other regions . , e.g. the English. ",ADP ADJ NOUN,"Weapons are designed to kill and defend in a fight , in . In the Second World War so many Germans were killed , also . Also many people died | from other regions . , e.g. the English. ",ADP ADJ NOUN,,
2326,36,RT,True,Preposition that makes most sense to Chinese speakers is used,"By using the Internet we can make new pen friends overseas, and create clubs , and societies. Now a message can travel quicker and it is also worldwide . sending letters takes about a week from Hong Kong to the U.K., but network , eg. e.g. E-mail . , is much faster. require Require the time The time required is only a few minutes. Now we can even create a club | on Yahoo, which is free. Modern technology saves us a lot of time and brings us many benefits when we use it in the right way, but some bad way to e.g. send virus to break down network . ",ADP PROPN PUNCT,"By using the Internet we can make new pen friends overseas, and create clubs , and societies. Now a message can travel quicker and it is also worldwide . sending letters takes about a week from Hong Kong to the U.K., but network , eg. e.g. E-mail . , is much faster. require Require the time The time required is only a few minutes. Now we can even create a club | in Yahoo, which is free. Modern technology saves us a lot of time and brings us many benefits when we use it in the right way, but some bad way to e.g. send virus to break down network . ",ADP PROPN PUNCT,,
2327,37,RT,True,Chinese conventions conflict with English,"There are a lot of differences between the details of the musical show | in the advertisement and the ones it actually was . Firstly the stars | in the advertisement were Danny Brook and Tina Truelove, while there were different actors | in the musical show. Secondly time starts at 19:30 on the leaflet but it actually started at 20:15. Thirdly it said there were discounts available | in the advertisement , however . However , there were not any at all. Finally it said we could visit your theatre restaurant after the show but it was closed because your excuse of being used at that moment . ",ADP DET NOUN,"There are a lot of differences between the details of the musical show | on the advertisement and the ones it actually was . Firstly the stars | on the advertisement were Danny Brook and Tina Truelove, while there were different actors | on the musical show. Secondly time starts at 19:30 on the leaflet but it actually started at 20:15. Thirdly it said there were discounts available | on the advertisement , however . However , there were not any at all. Finally it said we could visit your theatre restaurant after the show but it was closed because your excuse of being used at that moment . ",ADP DET NOUN,,
2328,38,RT,True,Chinese conventions conflict with English,"There are a lot of differences between the details of the musical show | in the advertisement and the ones it actually was . Firstly the stars | in the advertisement were Danny Brook and Tina Truelove, while there were different actors | in the musical show. Secondly time starts at 19:30 on the leaflet but it actually started at 20:15. Thirdly it said there were discounts available | in the advertisement , however . However , there were not any at all. Finally it said we could visit your theatre restaurant after the show but it was closed because your excuse of being used at that moment . ",ADP DET NOUN,"There are a lot of differences between the details of the musical show | on the advertisement and the ones it actually was . Firstly the stars | on the advertisement were Danny Brook and Tina Truelove, while there were different actors | on the musical show. Secondly time starts at 19:30 on the leaflet but it actually started at 20:15. Thirdly it said there were discounts available | on the advertisement , however . However , there were not any at all. Finally it said we could visit your theatre restaurant after the show but it was closed because your excuse of being used at that moment . ",ADP DET NOUN,,
2329,39,RT,True,Chinese conventions conflict with English,"There are a lot of differences between the details of the musical show | in the advertisement and the ones it actually was . Firstly the stars | in the advertisement were Danny Brook and Tina Truelove, while there were different actors | in the musical show. Secondly time starts at 19:30 on the leaflet but it actually started at 20:15. Thirdly it said there were discounts available | in the advertisement , however . However , there were not any at all. Finally it said we could visit your theatre restaurant after the show but it was closed because your excuse of being used at that moment . ",ADP DET NOUN,"There are a lot of differences between the details of the musical show | on the advertisement and the ones it actually was . Firstly the stars | on the advertisement were Danny Brook and Tina Truelove, while there were different actors | on the musical show. Secondly time starts at 19:30 on the leaflet but it actually started at 20:15. Thirdly it said there were discounts available | on the advertisement , however . However , there were not any at all. Finally it said we could visit your theatre restaurant after the show but it was closed because your excuse of being used at that moment . ",ADP DET NOUN,,
