,error_type,Negative transfer?,Likely reason for mistake,incorrect_ud_tags,incorrect_ud_tags_padded,incorrect_ud_tags_unigram,incorrect_ud_tags_bigram,en,zhs,nlt
2324,TV,True,Chinese generally expresses actions in present tense,AUX,PRON AUX NOUN,AUX NOUN,AUX NOUN CCONJ,-7.673843860626221,-11.12730884552002,False
2325,MY,True,Relative adverb missing,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB VERB,-5.228297233581543,-5.464967727661133,False
2326,TV,True,Will and would map to the same word in Chinese,VERB,PRON VERB VERB,VERB VERB,VERB VERB VERB,-6.7471923828125,-5.478499412536621,True
2327,FV,False,Incorrectly using progressive aspect,VERB,VERB VERB NOUN,VERB NOUN,VERB NOUN PUNCT,-3.825543165206909,-2.8813514709472656,True
2328,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,NOUN ADV PROPN,ADV PROPN,ADV PROPN NOUN,-6.020796298980713,-5.817318439483643,True
2329,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,NOUN ADV PROPN,ADV PROPN,ADV PROPN NOUN,-6.020796298980713,-5.817318439483643,True
2330,M,False,Word omitted even though in the Chinese translation it would be there,DET,ADP DET NOUN,DET NOUN,DET NOUN PUNCT,-3.3438291549682617,-3.534750461578369,False
2331,TV,True,Missing auxiliary with tense errors; Context carries tense rather than verb,AUX,VERB AUX PROPN,AUX PROPN,AUX PROPN PROPN,-5.945411682128906,-9.542998313903809,False
2332,MV,True,Chinese conventions conflict with English,VERB,VERB VERB ADP,VERB ADP,VERB ADP NUM,-6.3582634925842285,-6.822148323059082,False
2334,M,True,Incorrect introduction of subordinate clause or modifiers,NOUN,VERB NOUN AUX,NOUN AUX,NOUN AUX ADJ,-4.698155403137207,-10.227017402648926,False
2335,TV,True,Context carries tense rather than verb; Generally Chinese usually express actions in present tense,AUX,NOUN AUX ADJ,AUX ADJ,AUX ADJ PUNCT,-4.198486328125,-9.774945259094238,False
2336,UT,False,Overcorrecting for prepositions introducing subordinate phrases,ADP,SCONJ ADP DET,ADP DET,ADP DET NOUN,-4.498852252960205,-5.256208419799805,False
2337,TV,True,Context carries tense rather than verb; Generally Chinese usually express actions in present tense,VERB,PRON VERB PRON,VERB PRON,VERB PRON VERB,-5.8026533126831055,-5.355888366699219,True
2338,RD,False,Wrong determiner used since Chinese doesn't use determiner here,DET,PART DET ADJ,DET ADJ,DET ADJ ADJ,-6.685065269470215,-8.380319595336914,False
2339,MV,True,Chinese conventions conflict with English,PART,VERB PART AUX,PART AUX,PART AUX DET,-7.08233118057251,-10.3899564743042,False
2340,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",AUX,VERB AUX DET,AUX DET,AUX DET NOUN,-5.383158206939697,-9.59133529663086,False
2341,DA,False,Using your instead of yours for sign offs,DET,DET ADV,DET ADV,DET ADV PUNCT,-5.098740577697754,-5.298763751983643,False
2343,RD,False,Wrong determiner used since Chinese doesn't use determiner here,DET,ADP DET NOUN,DET NOUN,DET NOUN VERB,-4.161647796630859,-5.49949836730957,False
2344,UT,False,Overcorrection,SCONJ,PRON SCONJ DET,SCONJ DET,SCONJ DET NOUN,-5.216005325317383,-5.812114715576172,False
2346,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADV,SCONJ ADV PUNCT,ADV PUNCT,ADV PUNCT ADV,-6.688163757324219,-6.5891618728637695,True
2348,UP,False,Unexplainable punctuation used,PUNCT,PRON PUNCT PUNCT,PUNCT PUNCT,PUNCT PUNCT DET,-6.429899215698242,-8.173783302307129,False
2349,RP,True,Chinese uses commas to mark the end of a complete thought,DET,PUNCT DET NOUN,DET NOUN,DET NOUN PRON,-7.073720932006836,-6.794076442718506,True
2350,TV,True,Chinese generally expresses actions in present tense,AUX,PRON AUX DET,AUX DET,AUX DET ADJ,-6.400934219360352,-10.999109268188477,False
2351,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,-6.584131240844727,-8.993627548217773,False
2353,FV,True,Progressive aspect not applied,NOUN,NOUN NOUN ADP,NOUN ADP,NOUN ADP PRON,-5.721317291259766,-6.870091438293457,False
2354,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB PRON,VERB PRON,VERB PRON PUNCT,-3.7528810501098633,-3.5545694828033447,True
2355,TV,True,Chinese generally expresses actions in present tense,PRON,DET PRON AUX,PRON AUX,PRON AUX ADV,-5.361591339111328,-9.606440544128418,False
2356,M,True,Chinese conventions conflict with English,AUX,VERB AUX PROPN,AUX PROPN,AUX PROPN VERB,-6.504452705383301,-9.464588165283203,False
2357,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,ADV VERB DET,VERB DET,VERB DET NOUN,-3.9306564331054688,-5.082910537719727,False
2358,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN ADP,NOUN ADP,NOUN ADP PRON,-5.721317291259766,-6.870091438293457,False
2360,FV,False,Incorrectly using past tense,VERB,VERB VERB PRON,VERB PRON,VERB PRON PUNCT,-3.7528810501098633,-3.5545694828033447,True
2361,MA,True,Chinese is a pro-drop language,AUX,SCONJ AUX DET,AUX DET,AUX DET NOUN,-5.383158206939697,-9.59133529663086,False
2364,TV,True,Past tense used instead of infinitive auxiliary + ed,VERB,ADJ VERB DET,VERB DET,VERB DET NOUN,-3.9306564331054688,-5.082910537719727,False
2365,TV,True,Past tense used instead of infinitive auxiliary + ed,VERB,ADJ VERB ADJ,VERB ADJ,VERB ADJ NOUN,-4.651517391204834,-4.513055801391602,True
2366,MT,True,Chinese doesn't use the word in this context,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,-3.3845911026000977,-3.7189626693725586,False
2367,MP,True,Possessive structure would not be used in here in Chinese,NOUN,NUM NOUN NOUN,NOUN NOUN,NOUN NOUN ADP,-6.03188943862915,-6.254598617553711,False
2370,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADV,ADP ADV AUX,ADV AUX,ADV AUX ADP,-7.207649230957031,-9.837854385375977,False
2371,DN,True,Missing plural,NOUN,DET NOUN AUX,NOUN AUX,NOUN AUX ADP,-6.465219020843506,-9.866125106811523,False
2373,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADV,ADP ADV AUX,ADV AUX,ADV AUX ADP,-7.207649230957031,-9.837854385375977,False
2374,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADV,ADP ADV AUX,ADV AUX,ADV AUX ADP,-7.207649230957031,-9.837854385375977,False
2375,FV,True,Progressive aspect not applied,NOUN,ADP NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-3.781497001647949,-2.7727162837982178,True
2376,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-3.781497001647949,-2.7727162837982178,True
2377,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET AUX,DET AUX,DET AUX NUM,-6.7787675857543945,-9.367016792297363,False
2378,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,ADJ NOUN NOUN,NOUN NOUN,NOUN NOUN ADP,-6.03188943862915,-6.254598617553711,False
2379,AGN,True,Number error,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP DET,-6.011322975158691,-7.693400859832764,False
2380,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN CCONJ,NOUN CCONJ,NOUN CCONJ NOUN,-4.0480265617370605,-4.244129180908203,False
2381,UV,False,Unnecessary verb added,AUX,DET AUX PRON,AUX PRON,AUX PRON VERB,-5.276817321777344,-9.578195571899414,False
2383,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",AUX,NOUN AUX VERB,AUX VERB,AUX VERB PUNCT,-6.4155802726745605,-9.41496753692627,False
2384,MD,True,Chinese uses classifiers instead of articles in this case,ADJ,AUX ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,-5.321064472198486,-6.8281636238098145,False
2386,AGN,False,Overcorrection,NOUN,NUM NOUN PUNCT,NOUN PUNCT,NOUN PUNCT SCONJ,-7.142324447631836,-8.117795944213867,False
2387,FN,True,Missing plural,NOUN,NOUN NOUN VERB,NOUN VERB,NOUN VERB AUX,-6.3975138664245605,-9.181525230407715,False
2388,TV,True,Chinese generally expresses actions in present tense,NOUN,AUX NOUN PART,NOUN PART,NOUN PART VERB,-5.269878387451172,-4.897017478942871,True
2389,UC,False,Overcorrection,CCONJ,VERB CCONJ PART,CCONJ PART,CCONJ PART VERB,-5.949780464172363,-6.639471054077148,False
2392,MP,True,Possessive structure would not be used in here in Chinese,NOUN,DET NOUN ADJ,NOUN ADJ,NOUN ADJ NOUN,-6.109248161315918,-4.786062240600586,True
2393,RD,True,Chinese has no plural marking,DET,ADP DET NOUN,DET NOUN,DET NOUN DET,-6.882407188415527,-7.432110786437988,False
2394,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,DET AUX AUX,AUX AUX,AUX AUX VERB,-6.83863639831543,-10.635765075683594,False
2396,AGQ,True,Phrases map to the same Chinese phrase,DET,ADP DET NOUN,DET NOUN,DET NOUN PUNCT,-3.3438291549682617,-3.534750461578369,False
2397,RP,False,Overcorrection,NOUN,NOUN NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,-5.249488353729248,-7.010376930236816,False
2398,FN,True,Missing plural,NOUN,PROPN NOUN VERB,NOUN VERB,NOUN VERB AUX,-6.3975138664245605,-9.181525230407715,False
2400,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,ADJ NOUN NOUN,NOUN NOUN,NOUN NOUN ADP,-6.03188943862915,-6.254598617553711,False
2401,AGN,True,Number error,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP DET,-6.011322975158691,-7.693400859832764,False
2402,FV,True,Progressive aspect not applied,NOUN,DET NOUN NOUN,NOUN NOUN,NOUN NOUN ADP,-6.03188943862915,-6.254598617553711,False
2403,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,-5.249488353729248,-7.010376930236816,False
2404,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",PROPN,PROPN ADP,PROPN ADP,PROPN ADP PUNCT,-5.881586074829102,-5.631975173950195,True
2405,FN,True,Missing plural,NOUN,CCONJ NOUN NOUN,NOUN NOUN,NOUN NOUN NOUN,-4.380249500274658,-3.979174852371216,True
2406,IV,False,Spelling error,VERB,ADV VERB DET,VERB DET,VERB DET NOUN,-3.9306564331054688,-5.082910537719727,False
2407,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN PUNCT,-3.3438291549682617,-3.534750461578369,False
2408,UJ,False,Error,NOUN,ADJ NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-3.781497001647949,-2.7727162837982178,True
2410,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PUNCT,PROPN PUNCT,PROPN PUNCT PRON,-6.783665180206299,-6.603381156921387,True
2411,MA,True,Chinese is a pro-drop language,VERB,ADV VERB VERB,VERB VERB,VERB VERB ADP,-6.624293804168701,-7.47643518447876,False
2413,M,True,Chinese conventions conflict with English,PUNCT,NOUN PUNCT,PUNCT,PUNCT,-3.2089686393737793,-2.378276824951172,True
2415,UP,False,Error that native speakers would make as well,PUNCT,NOUN PUNCT AUX,PUNCT AUX,PUNCT AUX VERB,-6.972786903381348,-9.388419151306152,False
2416,RP,True,Using posessive apostrophy as Chinese 'de',NOUN,DET NOUN PART,NOUN PART,NOUN PART NOUN,-4.4798583984375,-3.7309255599975586,True
2419,AGN,True,Number error,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PROPN,-3.8684492111206055,-3.011202096939087,True
2420,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADV,ADV ADV ADP,ADV ADP,ADV ADP DET,-6.74603796005249,-7.45008659362793,False
2421,MT,True,Chinese doesn't use the word in this context,DET,PRON DET ADJ,DET ADJ,DET ADJ NOUN,-3.9540467262268066,-5.575438976287842,False
2422,CN,True,Chinese does not distinguish between mass and count nouns,NOUN,ADJ NOUN PRON,NOUN PRON,NOUN PRON VERB,-6.103028297424316,-5.854711055755615,True
2423,MP,True,Chinese uses commas to mark the end of a complete thought,SCONJ,ADV SCONJ DET,SCONJ DET,SCONJ DET NOUN,-5.216005325317383,-5.812114715576172,False
2430,RD,False,Wrong determiner used,DET,ADP DET ADJ,DET ADJ,DET ADJ NOUN,-3.9540467262268066,-5.575438976287842,False
2431,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON ADV,-7.02436637878418,-7.043272018432617,False
2432,MQ,True,Chinese would not use quantifier here,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,-3.3845911026000977,-3.7189626693725586,False
2433,MP,True,Chinese uses commas to mark the end of a complete thought,SCONJ,NOUN SCONJ DET,SCONJ DET,SCONJ DET ADJ,-6.316003799438477,-8.065614700317383,False
2439,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,CCONJ ADV PUNCT,ADV PUNCT,ADV PUNCT PRON,-6.0720062255859375,-6.622477054595947,False
2442,UP,False,Misunderstanding of period usage,PUNCT,PROPN PUNCT,PUNCT,PUNCT,-3.2089686393737793,-2.378276824951172,True
2443,IV,False,Spelling error,VERB,AUX VERB PART,VERB PART,VERB PART VERB,-4.857645511627197,-5.169448375701904,False
2444,DD,False,Pronoun not used in Chinese,PRON,ADP PRON NOUN,PRON NOUN,PRON NOUN AUX,-6.813077449798584,-9.092879295349121,False
2445,DY,False,Spelling error,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ ADP,-6.501270294189453,-8.308564186096191,False
2447,MP,True,Chinese sentence structure differs from English,ADV,PROPN ADV ADP,ADV ADP,ADV ADP NUM,-6.3458709716796875,-6.564630508422852,False
2448,U,True,Incoherent phrase used,ADV,NUM ADV ADV,ADV ADV,ADV ADV ADP,-7.010592460632324,-7.24690055847168,False
2449,U,True,Incoherent phrase used,NOUN,NUM NOUN ADV,NOUN ADV,NOUN ADV PUNCT,-4.622132778167725,-4.353874206542969,True
2450,RD,False,Wrong determiner used since Chinese doesn't use determiner here,DET,PUNCT DET NOUN,DET NOUN,DET NOUN NOUN,-4.525265693664551,-4.9093708992004395,False
2451,UV,False,Progressive aspect incorrectly applied,AUX,AUX AUX VERB,AUX VERB,AUX VERB PUNCT,-6.4155802726745605,-9.41496753692627,False
2452,UP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,PUNCT PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,-6.584131240844727,-8.993627548217773,False
2453,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADV NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PUNCT,-4.156057357788086,-4.074838161468506,True
2455,DD,False,Pronoun not used in Chinese,PRON,PUNCT PRON ADJ,PRON ADJ,PRON ADJ NOUN,-5.861849784851074,-6.201958656311035,False
2456,DD,False,Pronoun not used in Chinese,PRON,ADP PRON NOUN,PRON NOUN,PRON NOUN PUNCT,-5.236078262329102,-4.451992988586426,True
2458,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADV,AUX ADV PUNCT,ADV PUNCT,ADV PUNCT PRON,-6.0720062255859375,-6.622477054595947,False
2459,UV,True,Modal used for polite speech,VERB,PRON VERB PART,VERB PART,VERB PART VERB,-4.857645511627197,-5.169448375701904,False
2460,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,PRON VERB DET,VERB DET,VERB DET NOUN,-3.9306564331054688,-5.082910537719727,False
2461,UY,True,Chinese would use word in this context,ADV,NOUN ADV ADP,ADV ADP,ADV ADP PRON,-5.936507701873779,-6.509227752685547,False
2462,MT,True,Chinese doesn't use the word in this context,PRON,VERB PRON PUNCT,PRON PUNCT,PRON PUNCT,-4.093074321746826,-3.746824264526367,True
2463,MA,False,Chinese expresses this in a different order/structure,ADP,VERB ADP DET,ADP DET,ADP DET NOUN,-4.498852252960205,-5.256208419799805,False
2464,DD,False,Pronoun not used in Chinese,PRON,ADP PRON NOUN,PRON NOUN,PRON NOUN PUNCT,-5.236078262329102,-4.451992988586426,True
2465,DA,False,Using your instead of yours for sign offs,DET,DET ADV,DET ADV,DET ADV PUNCT,-5.098740577697754,-5.298763751983643,False
2466,UC,False,Incorrect structure used,SCONJ,PUNCT SCONJ PROPN,SCONJ PROPN,SCONJ PROPN AUX,-6.946867942810059,-8.75426959991455,False
2467,UP,False,Error that native speakers would make as well,PUNCT,PUNCT PUNCT PROPN,PUNCT PROPN,PUNCT PROPN AUX,-6.902624607086182,-9.112839698791504,False
2468,AGV,True,Not applying the 3rd person present tense suffix -s,ADJ,PRON ADJ PART,ADJ PART,ADJ PART VERB,-5.671931266784668,-6.808844089508057,False
2470,FD,False,Wrong determiner used,DET,AUX DET ADJ,DET ADJ,DET ADJ PUNCT,-4.803725242614746,-7.4270524978637695,False
2471,MV,True,Chinese conventions conflict with English,VERB,PRON VERB ADJ,VERB ADJ,VERB ADJ NOUN,-4.651517391204834,-4.513055801391602,True
2472,AGN,True,Number error,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,-3.1241037845611572,-2.562624454498291,True
2473,MP,True,Chinese sentence structure differs from English, ,NOUN, , ,-5.054418563842773,-4.994387626647949,True
2474,AGN,True,Number error,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP NUM,-4.917739391326904,-6.345746994018555,False
2476,AGN,True,Number error,NOUN,NUM NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-6.518891334533691,-4.976182460784912,True
2477,MP,True,Chinese uses commas to mark the end of a complete thought,DET,PROPN DET PRON,DET PRON,DET PRON AUX,-6.607699394226074,-9.497986793518066,False
2478,U,False,Confusion of phrase meaning and usage,PRON,DET PRON PRON,PRON PRON,PRON PRON AUX,-6.323599815368652,-9.23730754852295,False
2479,MP,False,Missing apostrophy,PROPN,AUX PROPN NOUN,PROPN NOUN,PROPN NOUN PUNCT,-3.6745376586914062,-3.2047278881073,True
2481,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,-3.3845911026000977,-3.7189626693725586,False
2483,FN,True,Missing plural,NOUN,ADJ NOUN CCONJ,NOUN CCONJ,NOUN CCONJ DET,-7.396527290344238,-7.684848308563232,False
2485,FV,False,Incorrectly using progressive aspect,VERB,ADP VERB DET,VERB DET,VERB DET NOUN,-3.9306564331054688,-5.082910537719727,False
2486,UT,False,"Overcorrection by adding ""to"" to show the object of transitive verbs",ADP,VERB ADP PROPN,ADP PROPN,ADP PROPN ADP,-6.817933559417725,-6.836174964904785,False
2487,MN,False,Equivalent word exists but is not used,ADP,ADJ ADP DET,ADP DET,ADP DET ADJ,-6.006399631500244,-7.8341217041015625,False
2488,UA,False,general grammar rules confusion,PRON,NOUN PRON ADP,PRON ADP,PRON ADP DET,-6.912907123565674,-7.571724891662598,False
2489,MN,False,Subject or object not specified,PUNCT,ADJ PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.68824577331543,-5.788882255554199,False
2490,UT,False,"Overcorrection by adding ""to"" to show the object of transitive verbs",ADP,VERB ADP PROPN,ADP PROPN,ADP PROPN ADP,-6.817933559417725,-6.836174964904785,False
2491,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,NOUN VERB ADP,VERB ADP,VERB ADP PRON,-5.618310928344727,-6.857648849487305,False
2492,MT,True,Chinese doesn't use the word in this context,PRON,VERB PRON SCONJ,PRON SCONJ,PRON SCONJ PRON,-6.435113906860352,-7.822099208831787,False
2494,UQ,True,Chinese would use word in the given context,NUM,ADP NUM DET,NUM DET,NUM DET NOUN,-6.864459037780762,-6.893304824829102,False
2495,MD,True,Chinese uses classifiers instead of articles in this case,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT DET,-6.48277473449707,-8.00236988067627,False
2496,UN,True,Chinese conventions conflict with English,NOUN,DET NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-3.781497001647949,-2.7727162837982178,True
2497,FN,True,Missing plural,NOUN,DET NOUN VERB,NOUN VERB,NOUN VERB PART,-7.257447242736816,-5.051011085510254,True
2498,TV,True,Chinese generally expresses actions in present tense,VERB,NOUN VERB PART,VERB PART,VERB PART VERB,-4.857645511627197,-5.169448375701904,False
2499,MC,True,Chinese does not use conjunctions to join clauses,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB PART,-5.957681655883789,-5.246342658996582,True
2501,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,PRON NOUN PUNCT,NOUN PUNCT,NOUN PUNCT DET,-6.48277473449707,-8.00236988067627,False
2503,MA,True,Chinese is a pro-drop language,VERB,CCONJ VERB VERB,VERB VERB,VERB VERB PUNCT,-4.576704025268555,-3.2197670936584473,True
2505,FN,True,Missing plural,NOUN,ADV NOUN PUNCT,NOUN PUNCT,NOUN PUNCT CCONJ,-5.970077991485596,-7.924770832061768,False
2506,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,ADV VERB PRON,VERB PRON,VERB PRON PRON,-7.42002534866333,-7.1757025718688965,True
2507,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,ADV VERB CCONJ,VERB CCONJ,VERB CCONJ PRON,-8.112930297851562,-7.459958076477051,True
2508,DA,True,Accusative case is preferred in Chinese,PRON,PRON PRON ADV,PRON ADV,PRON ADV VERB,-5.849924087524414,-4.880584716796875,True
2509,TV,False,Overcorrection,VERB,ADV VERB ADP,VERB ADP,VERB ADP NOUN,-3.8640220165252686,-5.236430644989014,False
2510,MT,True,Chinese doesn't use the word in this context,NOUN,VERB NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PROPN,-3.8684492111206055,-3.011202096939087,True
2511,UD,False,Chinese doesn't distinguish indefinite and definite articles like English,DET,ADP DET NOUN,DET NOUN,DET NOUN PUNCT,-3.3438291549682617,-3.534750461578369,False
2512,FN,True,Missing plural,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PROPN,-3.8684492111206055,-3.011202096939087,True
2513,MC,False,Word omitted even though in the Chinese translation it would be there,PRON,DET PRON AUX,PRON AUX,PRON AUX ADV,-5.361591339111328,-9.606440544128418,False
2514,MA,True,Chinese is a pro-drop language,AUX,CCONJ AUX ADV,AUX ADV,AUX ADV ADJ,-6.087220191955566,-11.054635047912598,False
2515,RP,False,Overcorrection,PUNCT,PROPN PUNCT,PUNCT,PUNCT,-3.2089686393737793,-2.378276824951172,True
2516,DD,False,Pronoun not used in Chinese,PRON,ADP PRON NOUN,PRON NOUN,PRON NOUN PUNCT,-5.236078262329102,-4.451992988586426,True
2518,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,DET NOUN PRON,NOUN PRON,NOUN PRON VERB,-6.103028297424316,-5.854711055755615,True
2519,TV,True,English words map to the same Chinese word,VERB,PRON VERB ADV,VERB ADV,VERB ADV VERB,-6.000823020935059,-4.665523529052734,True
2521,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,AUX NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-3.781497001647949,-2.7727162837982178,True
2522,UT,False,Overcorrecting by introducing locations or time using prepositions,PART,NOUN PART VERB,PART VERB,PART VERB ADP,-6.187060832977295,-8.367204666137695,False
2524,MT,True,"Adding ""concerning""'s or ""for""'s Chinese equivalent would make the sentence more ""formal"" in Chinese",DET,DET NOUN,DET NOUN,DET NOUN PUNCT,-3.3438291549682617,-3.534750461578369,False
2525,MP,True,Chinese uses commas to mark the end of a complete thought,PRON,NOUN PRON VERB,PRON VERB,PRON VERB VERB,-5.228297233581543,-5.464967727661133,False
2527,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADV,NOUN ADV,NOUN ADV PUNCT,-4.622132778167725,-4.353874206542969,True
2528,AGN,False,Overcorrection,NOUN,DET NOUN ADV,NOUN ADV,NOUN ADV PUNCT,-4.622132778167725,-4.353874206542969,True
2529,TV,False,-,AUX,PRON AUX ADJ,AUX ADJ,AUX ADJ CCONJ,-7.435575485229492,-10.864733695983887,False
2531,TV,False,Overcorrection,VERB,PRON VERB PUNCT,VERB PUNCT,VERB PUNCT ADV,-7.375127792358398,-6.370992660522461,True
2532,TV,False,Overcorrection,VERB,PRON VERB PUNCT,VERB PUNCT,VERB PUNCT ADV,-7.375127792358398,-6.370992660522461,True
2533,TV,True,Modal used for polite speech,VERB,ADV VERB PRON,VERB PRON,VERB PRON VERB,-5.8026533126831055,-5.355888366699219,True
2534,MT,True,Chinese doesn't use the word in this context,DET,ADV DET NOUN,DET NOUN,DET NOUN PUNCT,-3.3438291549682617,-3.534750461578369,False
2536,TV,True,Present tense used instead of present progressive,VERB,PROPN VERB DET,VERB DET,VERB DET NOUN,-3.9306564331054688,-5.082910537719727,False
2537,UQ,False,Wordiness,DET,SCONJ DET NOUN,DET NOUN,DET NOUN ADP,-5.797200679779053,-6.639105319976807,False
2538,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,ADP ADJ NOUN,ADJ NOUN,ADJ NOUN AUX,-5.9208831787109375,-9.173155784606934,False
2539,MT,True,Grammatical to exclude or include the word in Chinese,PRON,VERB PRON PART,PRON PART,PRON PART NOUN,-6.873724937438965,-5.009258270263672,True
2540,FN,True,Missing plural,VERB,PART VERB ADP,VERB ADP,VERB ADP VERB,-6.438488960266113,-6.1858296394348145,True
2541,MT,True,Grammatical to exclude or include the word in Chinese,PRON,VERB PRON PART,PRON PART,PRON PART NOUN,-6.873724937438965,-5.009258270263672,True
2542,FV,True,Progressive aspect not applied,NOUN,CCONJ NOUN ADP,NOUN ADP,NOUN ADP DET,-6.011322975158691,-7.693400859832764,False
2544,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADV PROPN VERB,PROPN VERB,PROPN VERB PRON,-6.226555347442627,-5.658653736114502,True
2545,RP,True,Word not capitalized,NOUN,DET NOUN VERB,NOUN VERB,NOUN VERB PRON,-5.879578590393066,-5.21324348449707,True
2547,UA,False,general grammar rules confusion,PRON,DET PRON PRON,PRON PRON,PRON PRON VERB,-5.84889030456543,-5.255593299865723,True
2548,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADV PROPN VERB,PROPN VERB,PROPN VERB PRON,-6.226555347442627,-5.658653736114502,True
2549,RP,True,Word not capitalized,NOUN,DET NOUN VERB,NOUN VERB,NOUN VERB PRON,-5.879578590393066,-5.21324348449707,True
2550,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN CCONJ,NOUN CCONJ,NOUN CCONJ ADV,-7.193716049194336,-7.412012577056885,False
2551,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN CCONJ,NOUN CCONJ,NOUN CCONJ ADV,-7.193716049194336,-7.412012577056885,False
2552,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,PUNCT PROPN AUX,PROPN AUX,PROPN AUX ADV,-6.291179656982422,-9.62094497680664,False
2553,RP,True,Punctuation error related to Spelling errors (missing space),NOUN,PUNCT NOUN PRON,NOUN PRON,NOUN PRON VERB,-6.103028297424316,-5.854711055755615,True
2554,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PART,NOUN PART,NOUN PART AUX,-7.839473724365234,-9.131845474243164,False
