,error_type,Negative transfer?,Likely reason for mistake,incorrect_ud_tags,incorrect_ud_tags_padded,incorrect_ud_tags_unigram,incorrect_ud_tags_bigram,en,zhs,nlt
2356,M,True,Chinese conventions conflict with English,AUX,VERB AUX PROPN,AUX PROPN,AUX PROPN VERB,-5.690983772277832,-8.344134330749512,False
2357,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,ADV VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
2358,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN ADP,NOUN ADP,NOUN ADP PRON,-4.941747188568115,-5.87414026260376,False
2360,FV,False,Incorrectly using past tense,VERB,VERB VERB PRON,VERB PRON,VERB PRON PUNCT,-5.058066368103027,-5.050610542297363,True
2361,MA,True,Chinese is a pro-drop language,AUX,SCONJ AUX DET,AUX DET,AUX DET NOUN,-5.85483455657959,-9.109721183776855,False
2364,TV,True,Past tense used instead of infinitive auxiliary + ed,VERB,ADJ VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
2365,TV,True,Past tense used instead of infinitive auxiliary + ed,VERB,ADJ VERB ADJ,VERB ADJ,VERB ADJ NOUN,-5.116452217102051,-6.979477882385254,False
2366,MT,True,Chinese doesn't use the word in this context,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,-3.232517719268799,-3.750581741333008,False
2367,MP,True,Possessive structure would not be used in here in Chinese,NOUN,NUM NOUN NOUN,NOUN NOUN,NOUN NOUN ADP,-3.576719045639038,-3.149089813232422,True
2370,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADV,ADP ADV AUX,ADV AUX,ADV AUX ADP,-5.846415996551514,-8.210159301757812,False
2371,DN,True,Missing plural,NOUN,DET NOUN AUX,NOUN AUX,NOUN AUX ADP,-5.5714616775512695,-8.23843002319336,False
2373,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADV,ADP ADV AUX,ADV AUX,ADV AUX ADP,-5.846415996551514,-8.210159301757812,False
2374,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADV,ADP ADV AUX,ADV AUX,ADV AUX ADP,-5.846415996551514,-8.210159301757812,False
2375,FV,True,Progressive aspect not applied,NOUN,ADP NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-3.576719045639038,-3.149089813232422,True
2376,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-3.576719045639038,-3.149089813232422,True
2377,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET AUX,DET AUX,DET AUX NUM,-5.224856853485107,-8.24448299407959,False
2378,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,ADJ NOUN NOUN,NOUN NOUN,NOUN NOUN ADP,-3.576719045639038,-3.149089813232422,True
2379,AGN,True,Number error,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP DET,-4.941747188568115,-5.87414026260376,False
2380,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN CCONJ,NOUN CCONJ,NOUN CCONJ NOUN,-5.791991710662842,-6.759878158569336,False
2381,UV,False,Unnecessary verb added,AUX,DET AUX PRON,AUX PRON,AUX PRON VERB,-5.821525573730469,-8.519186973571777,False
2383,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",AUX,NOUN AUX VERB,AUX VERB,AUX VERB PUNCT,-5.416096210479736,-8.389092445373535,False
2384,MD,True,Chinese uses classifiers instead of articles in this case,ADJ,AUX ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,-3.232517719268799,-3.750581741333008,False
2386,AGN,False,Overcorrection,NOUN,NUM NOUN PUNCT,NOUN PUNCT,NOUN PUNCT SCONJ,-3.1241037845611572,-2.562624454498291,True
2387,FN,True,Missing plural,NOUN,NOUN NOUN VERB,NOUN VERB,NOUN VERB AUX,-4.152782440185547,-3.4455204010009766,True
2388,TV,True,Chinese generally expresses actions in present tense,NOUN,AUX NOUN PART,NOUN PART,NOUN PART VERB,-6.314579010009766,-4.8150715827941895,True
2389,UC,False,Overcorrection,CCONJ,VERB CCONJ PART,CCONJ PART,CCONJ PART VERB,-5.913943767547607,-6.552701473236084,False
2392,MP,True,Possessive structure would not be used in here in Chinese,NOUN,DET NOUN ADJ,NOUN ADJ,NOUN ADJ NOUN,-5.108969211578369,-6.97835636138916,False
2393,RD,True,Chinese has no plural marking,DET,ADP DET NOUN,DET NOUN,DET NOUN DET,-3.951775550842285,-4.8027448654174805,False
2394,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,DET AUX AUX,AUX AUX,AUX AUX VERB,-6.569699764251709,-9.487732887268066,False
2396,AGQ,True,Phrases map to the same Chinese phrase,DET,ADP DET NOUN,DET NOUN,DET NOUN PUNCT,-3.951775550842285,-4.8027448654174805,False
2397,RP,False,Overcorrection,NOUN,NOUN NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,-3.1241037845611572,-2.562624454498291,True
2398,FN,True,Missing plural,NOUN,PROPN NOUN VERB,NOUN VERB,NOUN VERB AUX,-4.152782440185547,-3.4455204010009766,True
2400,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,ADJ NOUN NOUN,NOUN NOUN,NOUN NOUN ADP,-3.576719045639038,-3.149089813232422,True
2401,AGN,True,Number error,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP DET,-4.941747188568115,-5.87414026260376,False
2402,FV,True,Progressive aspect not applied,NOUN,DET NOUN NOUN,NOUN NOUN,NOUN NOUN ADP,-3.576719045639038,-3.149089813232422,True
2403,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,-3.1241037845611572,-2.562624454498291,True
2404,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",PROPN,PROPN ADP,PROPN ADP,PROPN ADP PUNCT,-4.410606384277344,-5.355441093444824,False
2405,FN,True,Missing plural,NOUN,CCONJ NOUN NOUN,NOUN NOUN,NOUN NOUN NOUN,-3.576719045639038,-3.149089813232422,True
2406,IV,False,Spelling error,VERB,ADV VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
2407,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN PUNCT,-3.951775550842285,-4.8027448654174805,False
2408,UJ,False,Error,NOUN,ADJ NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-3.576719045639038,-3.149089813232422,True
2410,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PUNCT,PROPN PUNCT,PROPN PUNCT PRON,-2.8119401931762695,-2.648240804672241,True
2411,MA,True,Chinese is a pro-drop language,VERB,ADV VERB VERB,VERB VERB,VERB VERB ADP,-5.3520050048828125,-3.9568490982055664,True
2413,M,True,Chinese conventions conflict with English,PUNCT,NOUN PUNCT,PUNCT,PUNCT,-3.2089686393737793,-2.378276824951172,True
2415,UP,False,Error that native speakers would make as well,PUNCT,NOUN PUNCT AUX,PUNCT AUX,PUNCT AUX VERB,-6.205439567565918,-8.240386962890625,False
2416,RP,True,Using posessive apostrophy as Chinese 'de',NOUN,DET NOUN PART,NOUN PART,NOUN PART NOUN,-6.314579010009766,-4.8150715827941895,True
2419,AGN,True,Number error,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PROPN,-3.1241037845611572,-2.562624454498291,True
2420,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADV,ADV ADV ADP,ADV ADP,ADV ADP DET,-5.819217205047607,-6.518411636352539,False
2421,MT,True,Chinese doesn't use the word in this context,DET,PRON DET ADJ,DET ADJ,DET ADJ NOUN,-5.069649696350098,-7.109652042388916,False
2422,CN,True,Chinese does not distinguish between mass and count nouns,NOUN,ADJ NOUN PRON,NOUN PRON,NOUN PRON VERB,-6.56421422958374,-5.673684120178223,True
2423,MP,True,Chinese uses commas to mark the end of a complete thought,SCONJ,ADV SCONJ DET,SCONJ DET,SCONJ DET NOUN,-5.878258228302002,-6.6280317306518555,False
2430,RD,False,Wrong determiner used,DET,ADP DET ADJ,DET ADJ,DET ADJ NOUN,-5.069649696350098,-7.109652042388916,False
2431,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON ADV,-5.951536655426025,-5.275393962860107,True
2432,MQ,True,Chinese would not use quantifier here,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,-3.232517719268799,-3.750581741333008,False
2433,MP,True,Chinese uses commas to mark the end of a complete thought,SCONJ,NOUN SCONJ DET,SCONJ DET,SCONJ DET ADJ,-5.878258228302002,-6.6280317306518555,False
2439,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,CCONJ ADV PUNCT,ADV PUNCT,ADV PUNCT PRON,-3.199486255645752,-2.2728214263916016,True
2442,UP,False,Misunderstanding of period usage,PUNCT,PROPN PUNCT,PUNCT,PUNCT,-3.2089686393737793,-2.378276824951172,True
2443,IV,False,Spelling error,VERB,AUX VERB PART,VERB PART,VERB PART VERB,-6.253042221069336,-4.756141662597656,True
2444,DD,False,Pronoun not used in Chinese,PRON,ADP PRON NOUN,PRON NOUN,PRON NOUN AUX,-6.01046895980835,-5.053317070007324,True
2445,DY,False,Spelling error,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ ADP,-5.2205963134765625,-6.885159969329834,False
2447,MP,True,Chinese sentence structure differs from English,ADV,PROPN ADV ADP,ADV ADP,ADV ADP NUM,-5.819217205047607,-6.518411636352539,False
2448,U,True,Incoherent phrase used,ADV,NUM ADV ADV,ADV ADV,ADV ADV ADP,-5.242094039916992,-5.1749114990234375,True
2449,U,True,Incoherent phrase used,NOUN,NUM NOUN ADV,NOUN ADV,NOUN ADV PUNCT,-5.389997482299805,-5.499223709106445,False
2450,RD,False,Wrong determiner used since Chinese doesn't use determiner here,DET,PUNCT DET NOUN,DET NOUN,DET NOUN NOUN,-3.951775550842285,-4.8027448654174805,False
2451,UV,False,Progressive aspect incorrectly applied,AUX,AUX AUX VERB,AUX VERB,AUX VERB PUNCT,-5.416096210479736,-8.389092445373535,False
2452,UP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,PUNCT PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,-5.951536655426025,-5.275393962860107,True
2453,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADV NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PUNCT,-3.1241037845611572,-2.562624454498291,True
2455,DD,False,Pronoun not used in Chinese,PRON,PUNCT PRON ADJ,PRON ADJ,PRON ADJ NOUN,-5.69789981842041,-6.982640266418457,False
2456,DD,False,Pronoun not used in Chinese,PRON,ADP PRON NOUN,PRON NOUN,PRON NOUN PUNCT,-6.01046895980835,-5.053317070007324,True
2458,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADV,AUX ADV PUNCT,ADV PUNCT,ADV PUNCT PRON,-3.199486255645752,-2.2728214263916016,True
2459,UV,True,Modal used for polite speech,VERB,PRON VERB PART,VERB PART,VERB PART VERB,-6.253042221069336,-4.756141662597656,True
2460,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,PRON VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
2461,UY,True,Chinese would use word in this context,ADV,NOUN ADV ADP,ADV ADP,ADV ADP PRON,-5.819217205047607,-6.518411636352539,False
2462,MT,True,Chinese doesn't use the word in this context,PRON,VERB PRON PUNCT,PRON PUNCT,PRON PUNCT,-4.093074321746826,-3.746824264526367,True
2463,MA,False,Chinese expresses this in a different order/structure,ADP,VERB ADP DET,ADP DET,ADP DET NOUN,-5.7816267013549805,-6.7317376136779785,False
2464,DD,False,Pronoun not used in Chinese,PRON,ADP PRON NOUN,PRON NOUN,PRON NOUN PUNCT,-6.01046895980835,-5.053317070007324,True
2465,DA,False,Using your instead of yours for sign offs,DET,DET ADV,DET ADV,DET ADV PUNCT,-5.793658256530762,-6.4350409507751465,False
2466,UC,False,Incorrect structure used,SCONJ,PUNCT SCONJ PROPN,SCONJ PROPN,SCONJ PROPN AUX,-5.364720821380615,-5.586211681365967,False
2467,UP,False,Error that native speakers would make as well,PUNCT,PUNCT PUNCT PROPN,PUNCT PROPN,PUNCT PROPN AUX,-4.859906196594238,-3.7846293449401855,True
2468,AGV,True,Not applying the 3rd person present tense suffix -s,ADJ,PRON ADJ PART,ADJ PART,ADJ PART VERB,-6.913936614990234,-6.322400093078613,True
2470,FD,False,Wrong determiner used,DET,AUX DET ADJ,DET ADJ,DET ADJ PUNCT,-5.069649696350098,-7.109652042388916,False
2471,MV,True,Chinese conventions conflict with English,VERB,PRON VERB ADJ,VERB ADJ,VERB ADJ NOUN,-5.116452217102051,-6.979477882385254,False
2472,AGN,True,Number error,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,-3.1241037845611572,-2.562624454498291,True
2473,MP,True,Chinese sentence structure differs from English, ,NOUN, , ,-5.054418563842773,-4.994387626647949,True
2474,AGN,True,Number error,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP NUM,-4.941747188568115,-5.87414026260376,False
2476,AGN,True,Number error,NOUN,NUM NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.1241037845611572,-2.562624454498291,True
2477,MP,True,Chinese uses commas to mark the end of a complete thought,DET,PROPN DET PRON,DET PRON,DET PRON AUX,-6.576202392578125,-6.521055221557617,True
2478,U,False,Confusion of phrase meaning and usage,PRON,DET PRON PRON,PRON PRON,PRON PRON AUX,-6.423996448516846,-6.2603759765625,True
2479,MP,False,Missing apostrophy,PROPN,AUX PROPN NOUN,PROPN NOUN,PROPN NOUN PUNCT,-4.001293659210205,-3.689854621887207,True
2481,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,-3.232517719268799,-3.750581741333008,False
2483,FN,True,Missing plural,NOUN,ADJ NOUN CCONJ,NOUN CCONJ,NOUN CCONJ DET,-5.791991710662842,-6.759878158569336,False
2485,FV,False,Incorrectly using progressive aspect,VERB,ADP VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
2486,UT,False,"Overcorrection by adding ""to"" to show the object of transitive verbs",ADP,VERB ADP PROPN,ADP PROPN,ADP PROPN ADP,-3.764538049697876,-5.085927963256836,False
2487,MN,False,Equivalent word exists but is not used,ADP,ADJ ADP DET,ADP DET,ADP DET ADJ,-5.7816267013549805,-6.7317376136779785,False
2488,UA,False,general grammar rules confusion,PRON,NOUN PRON ADP,PRON ADP,PRON ADP DET,-6.065147399902344,-6.522745132446289,False
2489,MN,False,Subject or object not specified,PUNCT,ADJ PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
2490,UT,False,"Overcorrection by adding ""to"" to show the object of transitive verbs",ADP,VERB ADP PROPN,ADP PROPN,ADP PROPN ADP,-3.764538049697876,-5.085927963256836,False
2491,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,NOUN VERB ADP,VERB ADP,VERB ADP PRON,-5.054440498352051,-6.579588890075684,False
2492,MT,True,Chinese doesn't use the word in this context,PRON,VERB PRON SCONJ,PRON SCONJ,PRON SCONJ PRON,-6.103616714477539,-6.821183204650879,False
2494,UQ,True,Chinese would use word in the given context,NUM,ADP NUM DET,NUM DET,NUM DET NOUN,-6.8350830078125,-7.285706520080566,False
2495,MD,True,Chinese uses classifiers instead of articles in this case,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT DET,-3.1241037845611572,-2.562624454498291,True
2496,UN,True,Chinese conventions conflict with English,NOUN,DET NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-3.576719045639038,-3.149089813232422,True
2497,FN,True,Missing plural,NOUN,DET NOUN VERB,NOUN VERB,NOUN VERB PART,-4.152782440185547,-3.4455204010009766,True
2498,TV,True,Chinese generally expresses actions in present tense,VERB,NOUN VERB PART,VERB PART,VERB PART VERB,-6.253042221069336,-4.756141662597656,True
2499,MC,True,Chinese does not use conjunctions to join clauses,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB PART,-4.360769748687744,-4.246981143951416,True
2501,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,PRON NOUN PUNCT,NOUN PUNCT,NOUN PUNCT DET,-3.1241037845611572,-2.562624454498291,True
2503,MA,True,Chinese is a pro-drop language,VERB,CCONJ VERB VERB,VERB VERB,VERB VERB PUNCT,-5.3520050048828125,-3.9568490982055664,True
2505,FN,True,Missing plural,NOUN,ADV NOUN PUNCT,NOUN PUNCT,NOUN PUNCT CCONJ,-3.1241037845611572,-2.562624454498291,True
2506,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,ADV VERB PRON,VERB PRON,VERB PRON PRON,-5.058066368103027,-5.050610542297363,True
2507,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,ADV VERB CCONJ,VERB CCONJ,VERB CCONJ PRON,-6.828275203704834,-6.880858898162842,False
2508,DA,True,Accusative case is preferred in Chinese,PRON,PRON PRON ADV,PRON ADV,PRON ADV VERB,-5.895055770874023,-6.1240973472595215,False
2509,TV,False,Overcorrection,VERB,ADV VERB ADP,VERB ADP,VERB ADP NOUN,-5.054440498352051,-6.579588890075684,False
2510,MT,True,Chinese doesn't use the word in this context,NOUN,VERB NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PROPN,-3.1241037845611572,-2.562624454498291,True
2511,UD,False,Chinese doesn't distinguish indefinite and definite articles like English,DET,ADP DET NOUN,DET NOUN,DET NOUN PUNCT,-3.951775550842285,-4.8027448654174805,False
2512,FN,True,Missing plural,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PROPN,-3.1241037845611572,-2.562624454498291,True
2513,MC,False,Word omitted even though in the Chinese translation it would be there,PRON,DET PRON AUX,PRON AUX,PRON AUX ADV,-5.555111885070801,-8.200399398803711,False
2514,MA,True,Chinese is a pro-drop language,AUX,CCONJ AUX ADV,AUX ADV,AUX ADV ADJ,-5.85208797454834,-8.647100448608398,False
2515,RP,False,Overcorrection,PUNCT,PROPN PUNCT,PUNCT,PUNCT,-3.2089686393737793,-2.378276824951172,True
2516,DD,False,Pronoun not used in Chinese,PRON,ADP PRON NOUN,PRON NOUN,PRON NOUN PUNCT,-6.01046895980835,-5.053317070007324,True
2518,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,DET NOUN PRON,NOUN PRON,NOUN PRON VERB,-6.56421422958374,-5.673684120178223,True
2519,TV,True,English words map to the same Chinese word,VERB,PRON VERB ADV,VERB ADV,VERB ADV VERB,-4.779877185821533,-5.2157135009765625,False
2521,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,AUX NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-3.576719045639038,-3.149089813232422,True
2522,UT,False,Overcorrecting by introducing locations or time using prepositions,PART,NOUN PART VERB,PART VERB,PART VERB ADP,-5.223347187042236,-5.379827976226807,False
2524,MT,True,"Adding ""concerning""'s or ""for""'s Chinese equivalent would make the sentence more ""formal"" in Chinese",DET,DET NOUN,DET NOUN,DET NOUN PUNCT,-3.951775550842285,-4.8027448654174805,False
2525,MP,True,Chinese uses commas to mark the end of a complete thought,PRON,NOUN PRON VERB,PRON VERB,PRON VERB VERB,-4.360769748687744,-4.246981143951416,True
2527,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADV,NOUN ADV,NOUN ADV PUNCT,-5.389997482299805,-5.499223709106445,False
2528,AGN,False,Overcorrection,NOUN,DET NOUN ADV,NOUN ADV,NOUN ADV PUNCT,-5.389997482299805,-5.499223709106445,False
2529,TV,False,-,AUX,PRON AUX ADJ,AUX ADJ,AUX ADJ CCONJ,-5.503417491912842,-9.229647636413574,False
2531,TV,False,Overcorrection,VERB,PRON VERB PUNCT,VERB PUNCT,VERB PUNCT ADV,-3.648987054824829,-2.777564525604248,True
2532,TV,False,Overcorrection,VERB,PRON VERB PUNCT,VERB PUNCT,VERB PUNCT ADV,-3.648987054824829,-2.777564525604248,True
2533,TV,True,Modal used for polite speech,VERB,ADV VERB PRON,VERB PRON,VERB PRON VERB,-5.058066368103027,-5.050610542297363,True
2534,MT,True,Chinese doesn't use the word in this context,DET,ADV DET NOUN,DET NOUN,DET NOUN PUNCT,-3.951775550842285,-4.8027448654174805,False
2536,TV,True,Present tense used instead of present progressive,VERB,PROPN VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
2537,UQ,False,Wordiness,DET,SCONJ DET NOUN,DET NOUN,DET NOUN ADP,-3.951775550842285,-4.8027448654174805,False
2538,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,ADP ADJ NOUN,ADJ NOUN,ADJ NOUN AUX,-3.232517719268799,-3.750581741333008,False
2539,MT,True,Grammatical to exclude or include the word in Chinese,PRON,VERB PRON PART,PRON PART,PRON PART NOUN,-6.765575408935547,-5.885181427001953,True
2540,FN,True,Missing plural,VERB,PART VERB ADP,VERB ADP,VERB ADP VERB,-5.054440498352051,-6.579588890075684,False
2541,MT,True,Grammatical to exclude or include the word in Chinese,PRON,VERB PRON PART,PRON PART,PRON PART NOUN,-6.765575408935547,-5.885181427001953,True
2542,FV,True,Progressive aspect not applied,NOUN,CCONJ NOUN ADP,NOUN ADP,NOUN ADP DET,-4.941747188568115,-5.87414026260376,False
2544,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADV PROPN VERB,PROPN VERB,PROPN VERB PRON,-4.452157974243164,-3.926023483276367,True
2545,RP,True,Word not capitalized,NOUN,DET NOUN VERB,NOUN VERB,NOUN VERB PRON,-4.152782440185547,-3.4455204010009766,True
2547,UA,False,general grammar rules confusion,PRON,DET PRON PRON,PRON PRON,PRON PRON VERB,-6.423996448516846,-6.2603759765625,True
2548,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADV PROPN VERB,PROPN VERB,PROPN VERB PRON,-4.452157974243164,-3.926023483276367,True
2549,RP,True,Word not capitalized,NOUN,DET NOUN VERB,NOUN VERB,NOUN VERB PRON,-4.152782440185547,-3.4455204010009766,True
2550,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN CCONJ,NOUN CCONJ,NOUN CCONJ ADV,-5.791991710662842,-6.759878158569336,False
2551,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN CCONJ,NOUN CCONJ,NOUN CCONJ ADV,-5.791991710662842,-6.759878158569336,False
2552,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,PUNCT PROPN AUX,PROPN AUX,PROPN AUX ADV,-5.8739013671875,-8.214903831481934,False
2553,RP,True,Punctuation error related to Spelling errors (missing space),NOUN,PUNCT NOUN PRON,NOUN PRON,NOUN PRON VERB,-6.56421422958374,-5.673684120178223,True
2554,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PART,NOUN PART,NOUN PART AUX,-6.314579010009766,-4.8150715827941895,True
2555,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",AUX,NOUN AUX NOUN,AUX NOUN,AUX NOUN PUNCT,-5.614554405212402,-8.360007286071777,False
2556,MC,True,Chinese does not use conjunctions to join clauses,PRON,ADV PRON VERB,PRON VERB,PRON VERB NOUN,-4.360769748687744,-4.246981143951416,True
2557,TV,True,Tense doesn't match the rest of the sentence,VERB,PRON VERB NOUN,VERB NOUN,VERB NOUN ADP,-3.9500415325164795,-3.5276107788085938,True
2558,DN,False,Spelling error,PROPN,PUNCT PROPN CCONJ,PROPN CCONJ,PROPN CCONJ DET,-6.319790363311768,-6.688270568847656,False
2559,UV,False,Unnecessary auxiliary added,VERB,CCONJ VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
2560,AGA,False,Used plural form instead of singular form,DET,DET AUX,DET AUX,DET AUX PRON,-5.224856853485107,-8.24448299407959,False
2561,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,DET AUX PRON,AUX PRON,AUX PRON PRON,-5.821525573730469,-8.519186973571777,False
2562,FN,True,Missing plural,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.1241037845611572,-2.562624454498291,True
2563,MA,True,Chinese is a pro-drop language,ADV,VERB ADV PUNCT,ADV PUNCT,ADV PUNCT CCONJ,-3.199486255645752,-2.2728214263916016,True
2564,AGN,True,Number error,NOUN,NUM NOUN CCONJ,NOUN CCONJ,NOUN CCONJ NOUN,-5.791991710662842,-6.759878158569336,False
2565,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ ADP,-5.2205963134765625,-6.885159969329834,False
2566,RP,True,Chinese in many contexts use colons in letters,PUNCT,PROPN PUNCT,PUNCT,PUNCT,-3.2089686393737793,-2.378276824951172,True
2567,UA,False,Overcorrection,PRON,NOUN PRON ADP,PRON ADP,PRON ADP NOUN,-6.065147399902344,-6.522745132446289,False
2568,MT,False,Incorrect/incomplete expression used,NOUN,NOUN NOUN PART,NOUN PART,NOUN PART VERB,-6.314579010009766,-4.8150715827941895,True
2569,MT,True,Chinese doesn't use the word in this context,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-5.069649696350098,-7.109652042388916,False
2571,FN,False,Number disagreement,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT DET,-3.1241037845611572,-2.562624454498291,True
2574,MP,True,Chinese uses commas to mark the end of a complete thought,SCONJ,NOUN SCONJ PRON,SCONJ PRON,SCONJ PRON AUX,-5.9186625480651855,-5.806468486785889,True
2576,MP,True,Chinese uses commas to mark the end of a complete thought,SCONJ,NOUN SCONJ PRON,SCONJ PRON,SCONJ PRON AUX,-5.9186625480651855,-5.806468486785889,True
2577,TV,True,Chinese generally expresses actions in present tense,AUX,PRON AUX PART,AUX PART,AUX PART VERB,-6.249741554260254,-8.552451133728027,False
2578,RP,False,Inappropriate capitalization in the middle of sentence,ADV,PROPN ADV,ADV,ADV,-4.501544952392578,-4.1258225440979,True
2580,FN,True,Missing plural,NOUN,VERB NOUN AUX,NOUN AUX,NOUN AUX VERB,-5.5714616775512695,-8.23843002319336,False
2581,AGV,False,Incorrect application of 3rd person present tense (e.g. tagging on the suffix -s),VERB,NOUN VERB ADV,VERB ADV,VERB ADV CCONJ,-4.779877185821533,-5.2157135009765625,False
2582,UT,False,Verb/word prior of the preposition conveys the same message,ADP,ADP ADP DET,ADP DET,ADP DET NOUN,-5.7816267013549805,-6.7317376136779785,False
2583,UA,False,general grammar rules confusion,DET,SCONJ DET DET,DET DET,DET DET NOUN,-6.217162132263184,-6.7560906410217285,False
2584,UP,False,Overgeneralization of colon usage to introduce lists,PUNCT,SCONJ PUNCT DET,PUNCT DET,PUNCT DET NOUN,-5.836519718170166,-6.8504180908203125,False
2585,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,SCONJ PROPN NOUN,PROPN NOUN,PROPN NOUN PUNCT,-4.001293659210205,-3.689854621887207,True
2586,UP,False,Error that native speakers would make as well,PUNCT,NOUN PUNCT X,PUNCT X,PUNCT X PUNCT,-5.830286979675293,-5.663936614990234,True
2587,M,True,Chinese does not distinguish between mass and count nouns,NOUN,DET NOUN AUX,NOUN AUX,NOUN AUX NOUN,-5.5714616775512695,-8.23843002319336,False
