,error_type,Negative transfer?,Likely reason for mistake,incorrect_ud_tags,incorrect_ud_tags_padded,incorrect_ud_tags_unigram,incorrect_ud_tags_bigram,en,zhs,nlt
2581,AGV,False,Incorrect application of 3rd person present tense (e.g. tagging on the suffix -s),VERB,NOUN VERB ADV,VERB ADV,VERB ADV CCONJ,-5.225372314453125,-5.2636613845825195,False
2582,UT,False,Verb/word prior of the preposition conveys the same message,ADP,ADP ADP DET,ADP DET,ADP DET NOUN,-6.869527816772461,-7.813986778259277,False
2583,UA,False,general grammar rules confusion,DET,SCONJ DET DET,DET DET,DET DET NOUN,-7.315134048461914,-8.480670928955078,False
2584,UP,False,Overgeneralization of colon usage to introduce lists,PUNCT,SCONJ PUNCT DET,PUNCT DET,PUNCT DET NOUN,-7.129514694213867,-8.63333797454834,False
2585,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,SCONJ PROPN NOUN,PROPN NOUN,PROPN NOUN PUNCT,-5.856390953063965,-5.675880432128906,True
2586,UP,False,Error that native speakers would make as well,PUNCT,NOUN PUNCT X,PUNCT X,PUNCT X PUNCT,-4.382818222045898,-4.984963893890381,False
2587,M,True,Chinese does not distinguish between mass and count nouns,NOUN,DET NOUN AUX,NOUN AUX,NOUN AUX NOUN,-5.36509895324707,-9.14844799041748,False
2588,UD,False,Overcorrection,DET,AUX DET NOUN,DET NOUN,DET NOUN ADP,-5.383158206939697,-9.59133529663086,False
2589,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,SCONJ PROPN NOUN,PROPN NOUN,PROPN NOUN PUNCT,-5.856390953063965,-5.675880432128906,True
2590,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,SCONJ PROPN NOUN,PROPN NOUN,PROPN NOUN PUNCT,-5.856390953063965,-5.675880432128906,True
2591,M,True,Chinese conventions conflict with English,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADP,-3.3438291549682617,-3.534750461578369,False
2592,DA,False,Using possessive case inappropriately,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-6.094607830047607,-7.968842506408691,False
2593,RD,False,Wrong determiner used since Chinese doesn't use determiner here,DET,VERB DET NOUN,DET NOUN,DET NOUN PUNCT,-3.9306564331054688,-5.082910537719727,False
2594,RP,False,Inappropriate capitalization in the middle of sentence,ADJ,PUNCT ADJ NOUN,ADJ NOUN,ADJ NOUN VERB,-4.834841728210449,-5.657740592956543,False
2595,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PUNCT,PROPN PUNCT,PROPN PUNCT NOUN,-3.7318129539489746,-3.1470980644226074,True
2597,UP,False,Error that native speakers would make as well,PUNCT,CCONJ PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-6.691784858703613,-7.633762359619141,False
2598,CN,True,Chinese does not distinguish between mass and count nouns,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP ADJ,-5.321064472198486,-6.8281636238098145,False
2599,FN,True,Missing plural,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.3438291549682617,-3.534750461578369,False
2603,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-6.518891334533691,-4.976182460784912,True
2604,MV,True,Chinese conventions conflict with English,VERB,PROPN VERB PART,VERB PART,VERB PART VERB,-7.286455154418945,-5.735893249511719,True
2606,MV,True,Chinese conventions conflict with English,VERB,PROPN VERB PART,VERB PART,VERB PART VERB,-7.286455154418945,-5.735893249511719,True
2608,TV,True,Missing auxiliary with tense errors,ADV,PRON ADV PUNCT,ADV PUNCT,ADV PUNCT,-4.590147018432617,-5.286163330078125,False
2609,UT,False,Overgeneralization of word pairs,ADP,VERB ADP PUNCT,ADP PUNCT,ADP PUNCT,-4.197368621826172,-5.560586452484131,False
2610,MT,True,Chinese doesn't use the word in this context,PROPN,VERB PROPN PUNCT,PROPN PUNCT,PROPN PUNCT PRON,-4.082093715667725,-3.2962727546691895,True
2611,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,NOUN ADV ADP,ADV ADP,ADV ADP NOUN,-7.217217922210693,-7.451400279998779,False
2612,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,ADV PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-6.0720062255859375,-6.622477054595947,False
2613,MT,True,Grammatical to exclude or include the word in Chinese,DET,VERB DET NOUN,DET NOUN,DET NOUN PUNCT,-3.9306564331054688,-5.082910537719727,False
2614,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,NOUN ADV ADP,ADV ADP,ADV ADP NOUN,-7.217217922210693,-7.451400279998779,False
2615,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-6.518891334533691,-4.976182460784912,True
2616,AGN,True,Number error,NOUN,ADP NOUN ADV,NOUN ADV,NOUN ADV AUX,-6.135828018188477,-6.410387992858887,False
2617,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,-3.825543165206909,-2.8813514709472656,True
2619,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,PRON AUX ADJ,AUX ADJ,AUX ADJ ADP,-5.315203666687012,-10.188987731933594,False
2620,AGA,False,Using 'It' incorrectly,PRON,ADP PRON PUNCT,PRON PUNCT,PRON PUNCT,-4.5022292137146,-4.001108169555664,True
2621,FV,False,Incorrectly using progressive aspect,VERB,VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
2623,RA,False,general grammar rules confusion,PRON,NOUN PRON PRON,PRON PRON,PRON PRON AUX,-8.154294967651367,-7.202883720397949,True
2625,UP,False,Error that native speakers would make as well,PUNCT,NOUN PUNCT AUX,PUNCT AUX,PUNCT AUX SCONJ,-6.82722806930542,-9.18765926361084,False
2629,RD,True,Chinese uses a character that maps a determiner in this case,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-6.094607830047607,-7.968842506408691,False
2632,UP,False,Error that native speakers would make as well,PUNCT,NUM PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-7.385781288146973,-6.84217643737793,True
2634,TV,False,Incorrectly using progressive aspect,VERB,PRON VERB ADP,VERB ADP,VERB ADP DET,-5.866825103759766,-7.247402191162109,False
2635,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-4.180315017700195,-5.658925533294678,False
2638,MP,True,Chinese uses commas to mark the end of a complete thought,ADP,NOUN ADP DET,ADP DET,ADP DET NOUN,-6.011322975158691,-7.693400859832764,False
2642,UD,False,Overcorrection,DET,PUNCT DET PROPN,DET PROPN,DET PROPN CCONJ,-5.728878498077393,-6.867774486541748,False
2643,L,False,Misunderstanding of word usage/meaning,ADP,PUNCT ADP NOUN,ADP NOUN,ADP NOUN AUX,-5.588078498840332,-5.614548206329346,False
2644,MV,True,Missing modal,ADJ,AUX ADJ PUNCT,ADJ PUNCT,ADJ PUNCT,-4.198486328125,-9.774945259094238,False
2645,MP,True,Chinese sentence structure differs from English, ,PRON, , ,-4.877221584320068,-4.633925914764404,True
2648,FN,True,Missing plural,PROPN,PUNCT PROPN VERB,PROPN VERB,PROPN VERB VERB,-5.667962551116943,-4.864558696746826,True
2650,FD,False,Wrong determiner used,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-6.094607830047607,-7.968842506408691,False
2653,RQ,False,Quantifier would not be used in this context in Chinese,DET,AUX DET NOUN,DET NOUN,DET NOUN PART,-5.383158206939697,-9.59133529663086,False
2655,UT,False,Overcorrecting for prepositions introducing subordinate phrases,ADP,NOUN ADP PART,ADP PART,ADP PART VERB,-7.82375431060791,-7.552189826965332,True
2656,UT,False,Overgeneralization of word pairs,ADP,VERB ADP NOUN,ADP NOUN,ADP NOUN PUNCT,-3.8640220165252686,-5.236430644989014,False
2657,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,SCONJ NOUN VERB,NOUN VERB,NOUN VERB VERB,-6.065609455108643,-5.108761787414551,True
2658,AGA,False,Using 'It' incorrectly,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB PART,-5.68824577331543,-5.788882255554199,False
2660,AGD,False,Equivalent word exists but is not used,SCONJ,PUNCT SCONJ NOUN,SCONJ NOUN,SCONJ NOUN VERB,-6.294191360473633,-6.675199508666992,False
2661,UP,False,Error that native speakers would make as well,PUNCT,PUNCT PUNCT DET,PUNCT DET,PUNCT DET NOUN,-6.429899215698242,-8.173783302307129,False
2662,AGN,False,Overcorrection,NOUN,ADP NOUN VERB,NOUN VERB,NOUN VERB ADV,-6.339929580688477,-4.6550188064575195,True
2664,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,CCONJ NOUN VERB,NOUN VERB,NOUN VERB AUX,-5.825369358062744,-5.428436279296875,True
2666,M,True,Chinese conventions conflict with English,ADV,NOUN ADV PRON,ADV PRON,ADV PRON VERB,-7.734029769897461,-6.931538105010986,True
2668,TV,True,Present perfect used instead of past perfect,AUX,PRON AUX VERB,AUX VERB,AUX VERB SCONJ,-5.757172584533691,-9.348431587219238,False
2669,TV,True,Present perfect used instead of past perfect,AUX,PRON AUX VERB,AUX VERB,AUX VERB SCONJ,-5.757172584533691,-9.348431587219238,False
2671,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,NOUN AUX NUM,AUX NUM,AUX NUM CCONJ,-6.659196853637695,-9.360963821411133,False
2673,UT,False,Overgeneralization of word pairs,ADP,CCONJ ADP DET,ADP DET,ADP DET NOUN,-6.058135986328125,-8.078433990478516,False
2675,TV,True,English words map to the same Chinese word,VERB,PRON VERB VERB,VERB VERB,VERB VERB DET,-5.228297233581543,-5.464967727661133,False
2676,RP,False,Error that native speakers would make as well,PUNCT,NOUN PUNCT DET,PUNCT DET,PUNCT DET ADJ,-6.48277473449707,-8.00236988067627,False
2677,MT,True,Chinese sentence structure differs from English,PART,ADJ PART PART,PART PART,PART PART VERB,-8.638236999511719,-7.629840850830078,True
2679,UY,True,Chinese would use word in this context,ADV,PUNCT ADV ADP,ADV ADP,ADV ADP DET,-7.0877838134765625,-7.576662063598633,False
2680,MP,True,Chinese uses commas to mark the end of a complete thought,PRON,ADV PRON VERB,PRON VERB,PRON VERB PRON,-5.744709014892578,-5.205513000488281,True
2681,MV,True,Chinese conventions conflict with English,ADP,PUNCT ADP DET,ADP DET,ADP DET ADJ,-6.949182987213135,-7.763592720031738,False
2682,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB ADP,VERB ADP,VERB ADP DET,-5.866825103759766,-7.247402191162109,False
2685,MA,False,Pronoun can also be used here in Chinese,AUX,CCONJ AUX VERB,AUX VERB,AUX VERB PRON,-7.062472343444824,-9.255642890930176,False
2686,TV,True,Chinese generally expresses actions in present tense,VERB,PROPN VERB PRON,VERB PRON,VERB PRON DET,-6.226555347442627,-5.658653736114502,True
2687,MP,True,Chinese uses commas to mark the end of a complete thought,PART,CCONJ PART ADV,PART ADV,PART ADV PUNCT,-7.075336456298828,-8.419705390930176,False
2689,FV,False,Incorrectly using progressive aspect,VERB,ADP VERB PROPN,VERB PROPN,VERB PROPN PUNCT,-6.503208160400391,-5.964173316955566,True
2691,MT,True,Chinese doesn't use the word in this context,DET,PROPN DET NOUN,DET NOUN,DET NOUN ADP,-5.235739707946777,-6.093103408813477,False
2692,MP,False,Spelling error,NOUN,PUNCT NOUN CCONJ,NOUN CCONJ,NOUN CCONJ NOUN,-7.189330101013184,-8.03166389465332,False
2693,MV,True,Chinese conventions conflict with English,ADJ,AUX ADJ SCONJ,ADJ SCONJ,ADJ SCONJ PRON,-8.16242504119873,-11.127568244934082,False
2694,FV,True,Progressive aspect not applied,VERB,CCONJ VERB DET,VERB DET,VERB DET PROPN,-6.0839948654174805,-7.897787570953369,False
2695,TV,True,English words map to the same Chinese word,VERB,PRON VERB VERB,VERB VERB,VERB VERB DET,-5.228297233581543,-5.464967727661133,False
2696,FV,True,Progressive aspect not applied,NOUN,NOUN NOUN ADP,NOUN ADP,NOUN ADP DET,-6.03188943862915,-6.254598617553711,False
2699,M,True,Incorrect introduction of subordinate clause or modifiers,CCONJ,VERB CCONJ VERB,CCONJ VERB,CCONJ VERB DET,-5.085088729858398,-5.9557929039001465,False
2700,FN,False,Number disagreement,NOUN,CCONJ NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-5.832583427429199,-5.108865737915039,True
2701,MP,True,Chinese uses commas to mark the end of a complete thought,AUX,NOUN AUX PART,AUX PART,AUX PART VERB,-7.089589595794678,-9.549820899963379,False
2702,FV,False,Incorrectly using progressive aspect,AUX,VERB AUX VERB,AUX VERB,AUX VERB ADP,-5.460544586181641,-9.374296188354492,False
2703,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,SCONJ NOUN PART,NOUN PART,NOUN PART ADJ,-7.68013858795166,-5.757293701171875,True
2704,FN,True,Missing plural,NOUN,ADJ NOUN PRON,NOUN PRON,NOUN PRON VERB,-7.38615608215332,-7.29625129699707,True
2705,TV,True,English words map to the same Chinese word,VERB,PRON VERB VERB,VERB VERB,VERB VERB NOUN,-5.228297233581543,-5.464967727661133,False
2706,UP,False,Overcorrection,NOUN,VERB NOUN PART,NOUN PART,NOUN PART ADP,-7.702763080596924,-5.4547271728515625,True
2707,RD,True,Chinese could use a classifier in this context,DET,VERB DET NOUN,DET NOUN,DET NOUN PART,-3.9306564331054688,-5.082910537719727,False
2708,FN,True,Missing plural,NOUN,ADJ NOUN ADV,NOUN ADV,NOUN ADV SCONJ,-5.937061309814453,-5.9900007247924805,False
2710,UP,False,Error that native speakers would make as well,PUNCT,ADP PUNCT AUX,PUNCT AUX,PUNCT AUX DET,-7.903878211975098,-9.135621070861816,False
2711,RP,True,Word not capitalized,INTJ,PUNCT INTJ ADV,INTJ ADV,INTJ ADV PRON,-6.6534247398376465,-7.562237739562988,False
2712,UD,False,Overcorrection,DET,PUNCT DET NOUN,DET NOUN,DET NOUN AUX,-5.688526153564453,-5.948286056518555,False
2717,UP,False,Error that native speakers would make as well,PUNCT,ADV PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,-6.0720062255859375,-6.622477054595947,False
2718,UP,False,Error that native speakers would make as well,PUNCT,ADV PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,-6.0720062255859375,-6.622477054595947,False
2720,MP,True,Chinese uses commas to mark the end of a complete thought,ADJ,NOUN ADJ ADP,ADJ ADP,ADJ ADP NOUN,-7.317384719848633,-8.0313720703125,False
2722,RP,True,Punctuation error related to Spelling errors (missing space),PROPN,DET PROPN PUNCT,PROPN PUNCT,PROPN PUNCT VERB,-4.317594051361084,-5.843497276306152,False
2723,UD,False,Overcorrection; Number error,DET,VERB DET NOUN,DET NOUN,DET NOUN ADP,-3.9306564331054688,-5.082910537719727,False
2725,MD,True,Chinese uses classifiers instead of articles in this case,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ NOUN,-6.087220191955566,-11.054635047912598,False
2728,L,True,Phrases map to the same Chinese phrase,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN CCONJ,-4.651517391204834,-4.513055801391602,True
2729,CN,True,Chinese does not distinguish between mass and count nouns,NOUN,ADP NOUN CCONJ,NOUN CCONJ,NOUN CCONJ VERB,-6.523858070373535,-7.546314716339111,False
2730,MP,True,Chinese sentence structure differs from English,PRON,NOUN PRON VERB,PRON VERB,PRON VERB ADV,-6.103028297424316,-5.854711055755615,True
2731,MV,True,Chinese conventions conflict with English,ADJ,CCONJ ADJ ADP,ADJ ADP,ADJ ADP NOUN,-7.313258171081543,-8.46445083618164,False
2733,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN CCONJ,-4.498852252960205,-5.256208419799805,False
2734,MP,True,Chinese uses commas to mark the end of a complete thought,ADP,ADV ADP DET,ADP DET,ADP DET NOUN,-6.74603796005249,-7.45008659362793,False
2735,MP,True,Chinese uses commas to mark the end of a complete thought,ADP,ADV ADP DET,ADP DET,ADP DET NOUN,-6.74603796005249,-7.45008659362793,False
2736,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,PART NOUN PART,NOUN PART,NOUN PART NOUN,-8.77242660522461,-6.423771858215332,True
2737,FN,False,Number disagreement,NOUN,DET NOUN PART,NOUN PART,NOUN PART NOUN,-7.016448020935059,-5.218682289123535,True
2738,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB PART,VERB PART,VERB PART VERB,-5.957681655883789,-5.246342658996582,True
2740,TV,True,English words map to the same Chinese word,VERB,PRON VERB AUX,VERB AUX,VERB AUX ADV,-6.210187911987305,-9.128805160522461,False
2744,MN,True,Word prior or after contains the word in Chinese equivalent,PUNCT,NOUN PUNCT ADV,PUNCT ADV,PUNCT ADV PRON,-5.249488353729248,-7.010376930236816,False
2745,MY,True,Relative adverb missing,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB PART,-5.68824577331543,-5.788882255554199,False
2746,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,ADV AUX DET,AUX DET,AUX DET NOUN,-5.4498291015625,-10.07882022857666,False
2747,TV,False,Overcorrection,VERB,PRON VERB PUNCT,VERB PUNCT,VERB PUNCT,-2.6266043186187744,-2.6062400341033936,True
2748,TV,True,English words map to the same Chinese word,VERB,PRON VERB VERB,VERB VERB,VERB VERB ADV,-5.228297233581543,-5.464967727661133,False
2751,RP,True,Word not capitalized,PROPN,PUNCT PROPN PUNCT,PROPN PUNCT,PROPN PUNCT PROPN,-4.395102500915527,-3.6013400554656982,True
2752,MN,True,Word prior or after contains the word in Chinese equivalent,CCONJ,PROPN CCONJ ADJ,CCONJ ADJ,CCONJ ADJ NOUN,-6.648769378662109,-7.808403015136719,False
2753,DY,False,Spelling error,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ ADP,-6.087220191955566,-11.054635047912598,False
2756,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,ADP ADJ NOUN,ADJ NOUN,ADJ NOUN PART,-4.867474555969238,-5.24747371673584,False
2757,RD,True,Grammatical to exclude or include the word in Chinese,DET,SCONJ DET NOUN,DET NOUN,DET NOUN ADP,-5.216005325317383,-5.812114715576172,False
2759,FV,True,Progressive aspect not applied,VERB,NOUN VERB ADJ,VERB ADJ,VERB ADJ ADJ,-5.308319091796875,-7.883735656738281,False
2760,RP,True,Word not capitalized,ADJ,ADJ ADJ NOUN,ADJ NOUN,ADJ NOUN PART,-4.440426349639893,-5.218231201171875,False
2761,AGN,True,Number error,NOUN,DET NOUN ADP,NOUN ADP,NOUN ADP NOUN,-5.797200679779053,-6.639105319976807,False
2762,FN,True,Missing plural,NOUN,NOUN NOUN PUNCT,NOUN PUNCT,NOUN PUNCT NOUN,-3.781497001647949,-2.7727162837982178,True
2763,FN,True,Missing plural,NOUN,NOUN NOUN PUNCT,NOUN PUNCT,NOUN PUNCT CCONJ,-3.781497001647949,-2.7727162837982178,True
2764,M,True,Incorrect introduction of subordinate clause or modifiers,VERB,DET VERB PUNCT,VERB PUNCT,VERB PUNCT PRON,-4.405714988708496,-5.247696876525879,False
2765,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,NOUN NOUN PART,NOUN PART,NOUN PART ADJ,-7.4893598556518555,-5.021788597106934,True
2766,AGN,False,Incorrect gender used,PROPN,ADJ PROPN PROPN,PROPN PROPN,PROPN PROPN PROPN,-5.3715057373046875,-6.354854106903076,False
2767,UC,False,Overcorrection,CCONJ,PRON CCONJ PART,CCONJ PART,CCONJ PART VERB,-7.959488868713379,-7.6257805824279785,True
2771,FV,False,Incorrectly using progressive aspect,VERB,ADP VERB DET,VERB DET,VERB DET NOUN,-6.1158647537231445,-7.669266223907471,False
2772,MV,True,Chinese conventions conflict with English,ADV,PRON ADV ADJ,ADV ADJ,ADV ADJ ADP,-6.555108547210693,-7.873074531555176,False
2773,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,PROPN ADV PUNCT,ADV PUNCT,ADV PUNCT CCONJ,-5.147290229797363,-4.772293567657471,True
2774,TV,True,English words map to the same Chinese word,VERB,PRON VERB VERB,VERB VERB,VERB VERB ADP,-5.228297233581543,-5.464967727661133,False
2776,M,True,Chinese conventions conflict with English,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,-4.651517391204834,-4.513055801391602,True
2777,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,PROPN ADV PUNCT,ADV PUNCT,ADV PUNCT CCONJ,-5.147290229797363,-4.772293567657471,True
2778,UV,True,Modal used for polite speech,VERB,PRON VERB VERB,VERB VERB,VERB VERB AUX,-5.228297233581543,-5.464967727661133,False
2779,M,True,Chinese does not have one verb direclty following another,ADJ,VERB ADJ ADJ,ADJ ADJ,ADJ ADJ NOUN,-7.212721824645996,-8.067390441894531,False
2780,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN PUNCT,-4.498852252960205,-5.256208419799805,False
2781,RA,False,Random pronoun used instead of null pronoun,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB PART,-5.68824577331543,-5.788882255554199,False
2782,MV,False,Missing word is important to the sentence,ADV,PART ADV ADJ,ADV ADJ,ADV ADJ ADV,-6.385891914367676,-9.66154670715332,False
2783,RD,True,Chinese uses a character that maps a determiner in this case,DET,ADP DET NOUN,DET NOUN,DET NOUN DET,-4.498852252960205,-5.256208419799805,False
2784,RP,False,Overcorrection,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-6.518891334533691,-4.976182460784912,True
2785,DN,False,Spelling error,NOUN,VERB NOUN ADP,NOUN ADP,NOUN ADP NUM,-6.523250579833984,-5.993576526641846,True
2787,TV,True,Chinese generally expresses actions in present tense,VERB,ADV VERB PRON,VERB PRON,VERB PRON ADP,-6.14420223236084,-5.476808071136475,True
2788,TV,True,Chinese generally expresses actions in present tense,AUX,PRON AUX ADV,AUX ADV,AUX ADV ADJ,-5.361591339111328,-9.606440544128418,False
2789,DN,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADJ,DET ADJ ADP,ADJ ADP,ADJ ADP DET,-6.994664192199707,-8.220053672790527,False
2792,FV,False,Incorrectly using past tense,VERB,VERB VERB NOUN,VERB NOUN,VERB NOUN ADV,-5.733511447906494,-4.994071960449219,True
2793,M,True,Chinese does not have one verb direclty following another,AUX,NOUN AUX CCONJ,AUX CCONJ,AUX CCONJ DET,-7.76383113861084,-10.01828384399414,False
2794,MT,True,Grammatical to exclude or include the word in Chinese,DET,VERB DET NOUN,DET NOUN,DET NOUN ADP,-3.9306564331054688,-5.082910537719727,False
2795,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,VERB VERB ADV,VERB ADV,VERB ADV ADJ,-6.290472030639648,-6.096935272216797,True
2797,CQ,True,Phrases map to the same Chinese phrase,ADJ,ADV ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,-5.3885955810546875,-5.452826023101807,False
2798,UA,False,general grammar rules confusion,SCONJ,PRON SCONJ DET,SCONJ DET,SCONJ DET NOUN,-6.547974586486816,-8.537169456481934,False
2801,DA,False,Using your instead of yours for sign offs,DET,DET ADV,DET ADV,DET ADV,-5.793658256530762,-6.4350409507751465,False
2802,UV,False,Unnecessary auxiliary added,AUX,NOUN AUX VERB,AUX VERB,AUX VERB PUNCT,-4.896549224853516,-9.386462211608887,False
2804,M,True,Incorrect introduction of subordinate clause or modifiers,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,-4.651517391204834,-4.513055801391602,True
2805,UD,False,Overcorrection,DET,ADP DET PUNCT,DET PUNCT,DET PUNCT NOUN,-5.102224349975586,-5.971633434295654,False
2807,MV,True,Chinese does not have auxiliary verbs,ADV,CCONJ ADV VERB,ADV VERB,ADV VERB ADP,-6.003990650177002,-5.709296226501465,True
2808,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.7444424629211426,-3.126373767852783,True
2809,UT,False,Overcorrection,ADP,ADJ ADP NOUN,ADP NOUN,ADP NOUN VERB,-5.356346130371094,-7.286216735839844,False
2810,L,True,Chinese could use word in the given context,NOUN,ADJ NOUN VERB,NOUN VERB,NOUN VERB VERB,-5.147068977355957,-4.522444725036621,True
2812,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,NOUN VERB DET,VERB DET,VERB DET NOUN,-5.840568542480469,-7.749291896820068,False
2813,TV,False,Overcorrection,VERB,PRON VERB SCONJ,VERB SCONJ,VERB SCONJ ADV,-6.240272521972656,-7.087144374847412,False
2814,UT,False,Overcorrection,ADP,ADJ ADP ADJ,ADP ADJ,ADP ADJ NOUN,-6.54634428024292,-8.85942268371582,False
2815,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,VERB VERB VERB,VERB VERB,VERB VERB DET,-6.7471923828125,-5.478499412536621,True
2816,UT,False,Overcorrection,ADP,NOUN ADP DET,ADP DET,ADP DET ADJ,-6.011322975158691,-7.693400859832764,False
2817,FV,True,Progressive aspect not applied,NOUN,CCONJ NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-5.832583427429199,-5.108865737915039,True
2818,MP,True,Chinese uses commas to mark the end of a complete thought,DET,PUNCT DET AUX,DET AUX,DET AUX VERB,-6.247740745544434,-9.194565773010254,False
2819,TV,True,Chinese generally expresses actions in present tense,NOUN,AUX NOUN ADV,NOUN ADV,NOUN ADV ADP,-6.780300617218018,-9.91128921508789,False
2820,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT NOUN,-3.7444424629211426,-3.126373767852783,True
2821,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,AUX ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,-6.134273529052734,-9.42715072631836,False
2823,AGV,True,Not applying the 3rd person present tense suffix -s,NOUN,ADV NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-5.804201126098633,-5.431515693664551,True
2824,TV,True,Chinese generally expresses actions in present tense,AUX,DET AUX VERB,AUX VERB,AUX VERB ADP,-6.193906784057617,-9.392515182495117,False
2827,RP,False,Inappropriate capitalization in the middle of sentence,PROPN,DET PROPN NOUN,PROPN NOUN,PROPN NOUN PUNCT,-4.570893287658691,-5.258031368255615,False
2828,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN PUNCT,-4.498852252960205,-5.256208419799805,False
2829,TV,True,Chinese generally expresses actions in present tense,AUX,PRON AUX PART,AUX PART,AUX PART ADV,-6.779538631439209,-9.511791229248047,False
2832,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN SYM,-4.180315017700195,-5.658925533294678,False
2833,DA,False,Using your instead of yours for sign offs,DET,DET ADV,DET ADV,DET ADV,-5.793658256530762,-6.4350409507751465,False
2835,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,AUX NOUN PUNCT,NOUN PUNCT,NOUN PUNCT CCONJ,-5.365902900695801,-9.428450584411621,False
2836,RP,True,Word not capitalized,CCONJ,PUNCT CCONJ DET,CCONJ DET,CCONJ DET NOUN,-6.88060188293457,-8.441202163696289,False
2837,RP,True,Word not capitalized,CCONJ,PUNCT CCONJ DET,CCONJ DET,CCONJ DET NOUN,-6.88060188293457,-8.441202163696289,False
